sig,h,sess,n,gross,net,t,pf,yrs_pos,yrs,h1,h2,net_yr
z3>2 逆張り,60,Asia,12296,-0.009979017566688946,-0.2699790175666888,-4.7833166408569365,0.8275786523962041,0,11,-0.2363783490224483,-0.29738747784997066,-310.24878504672955
z3>2 逆張り,60,London,10655,0.1498450492726428,-0.11015495072735706,-1.9259195666413325,0.9334281798042248,3,11,-0.1306112341453593,-0.0922916666666649,-109.69168224298969
z3>2 逆張り,60,NY,13570,-0.009917022844512131,-0.269917022844512,-4.013166357503682,0.8548955433029419,0,11,-0.21167413562843232,-0.3273754940711495,-342.3153271028064
z3>2 順張り,1,全,228704,-0.024197714075835767,-0.2841977140758357,-105.48522642990456,0.3937400678615527,0,11,-0.27701185914629434,-0.29023209344230616,-6074.50037383177
z3>2 順張り,1,Asia,86842,-0.011411874438636019,-0.27141187443863596,-72.31886410101842,0.34443295708563343,0,11,-0.26886114880144746,-0.27335835955740573,-2202.7990654205632
z3>2 順張り,1,London,66294,-0.026784837240172568,-0.28678483724017245,-65.42031815353687,0.3692938512059263,0,11,-0.28340276400396636,-0.2898023976023979,-1776.8330841121492
z3>2 順張り,1,NY,75568,-0.03662145352530058,-0.2966214535253005,-51.564056079288406,0.4547844051307044,0,11,-0.2800104371799913,-0.31137471890460094,-2094.868224299057
z3>2 順張り,3,全,135359,-0.041948300445481645,-0.3019483004454816,-54.308367481110665,0.5240459038574226,0,11,-0.29116670755442137,-0.3108307373073185,-3819.7588785046673
z3>2 順張り,3,Asia,50641,-0.021156335775360243,-0.2811563357753602,-36.44820494656815,0.4844608709090273,0,11,-0.27966547274647624,-0.2822811460643016,-1330.6577570093473
z3>2 順張り,3,London,39973,-0.05133940409776548,-0.3113394040977654,-34.947499564309126,0.49340802379439624,0,11,-0.3017121709640947,-0.3196982146195546,-1163.0999999999979
z3>2 順張り,3,NY,44745,-0.057090445859871525,-0.31709044585987145,-26.487060613173117,0.5788396880254423,0,11,-0.293791139544951,-0.33730956754048924,-1326.0011214953224
z3>2 順張り,5,全,116349,-0.04775386982268804,-0.307753869822688,-43.08768071088229,0.5812675287996251,0,11,-0.29902107217979523,-0.3150022649344104,-3346.435046728965
z3>2 順張り,5,Asia,42978,-0.019470799013448913,-0.27947079901344885,-27.024082852767094,0.5534577378508183,0,11,-0.2778346951940652,-0.28071935510338053,-1122.5323364485987
z3>2 順張り,5,London,34579,-0.051798085543248114,-0.31179808554324806,-26.930177409696515,0.5603690649259432,0,11,-0.31466535849996863,-0.30931355932203264,-1007.6323364485958
z3>2 順張り,5,NY,38792,-0.07548393998762495,-0.3354839399876249,-22.561923555186347,0.6182444916233086,0,11,-0.3069130602782058,-0.360517314761074,-1216.2703738317705
z3>2 順張り,15,全,77067,-0.04488699443341484,-0.3048869944334147,-22.59330565459792,0.7078493587730292,0,11,-0.3125766227223106,-0.29824143686502125,-2195.955700934577
z3>2 順張り,15,Asia,27272,-0.005707392197125875,-0.26570739219712575,-12.909238789089477,0.7018101777257545,1,11,-0.2886071695916162,-0.2476521739130443,-677.2310280373845
z3>2 順張り,15,London,23276,-0.04808863206736502,-0.3080886320673649,-14.497884594583375,0.6937646208757282,0,11,-0.33090490178079607,-0.2880142949442734,-670.1935514018679
z3>2 順張り,15,NY,26519,-0.08236898073079589,-0.3423689807307958,-12.56934903316741,0.722419792933883,0,11,-0.3194865729898515,-0.3637508206287822,-848.5311214953248
z3>2 順張り,30,全,54732,-0.055709219469414026,-0.31570921946941394,-15.042788474045137,0.7648723080766857,0,11,-0.3168732063963712,-0.3146880809466636,-1614.8969158878472
z3>2 順張り,30,Asia,18749,-0.007616459544509389,-0.2676164595445093,-8.170871583936776,0.7702677266818609,0,11,-0.28445901836073495,-0.25414208909370195,-468.92906542056124
z3>2 順張り,30,London,16412,-0.062087131367292596,-0.32208713136729245,-9.59953801157081,0.7545603783733185,0,11,-0.31709433716075197,-0.3264612482853224,-494.0274766355144
z3>2 順張り,30,NY,19571,-0.09643360073578028,-0.3564336007357802,-8.725665227241253,0.7683344652431738,0,11,-0.34489123173277425,-0.36750115103592995,-651.9403738317714
z3>2 順張り,60,全,36521,-0.03667268147093377,-0.2966726814709337,-8.343957819841032,0.8304694669081902,0,11,-0.3237741149158437,-0.2724666943134094,-1012.5965420560719
z3>2 順張り,60,Asia,12296,0.009979017566688946,-0.25002098243331095,-4.429712859227084,0.8401123841757209,1,11,-0.28362165097755154,-0.22261252215002905,-287.3138317757002
z3>2 順張り,60,London,10655,-0.1498450492726428,-0.40984504927264265,-7.165620741267629,0.774727329678676,0,11,-0.3893887658546405,-0.4277083333333348,-408.1214018691596
z3>2 順張り,60,NY,13570,0.009917022844512131,-0.2500829771554878,-3.718270822373851,0.8658536889063531,1,11,-0.3083258643715674,-0.19262450592885025,-317.1613084112121
z3>3 逆張り,1,全,62884,0.033709767190382295,-0.22629023280961763,-33.34040697522874,0.5371232276100016,0,11,-0.2265579862941489,-0.22604042173859545,-1329.9098130841116
z3>3 逆張り,1,Asia,25184,0.009561030813216088,-0.2504389691867838,-28.315644617398732,0.42605736882859174,0,11,-0.2356475583864111,-0.26248523054754846,-589.4443925233611
z3>3 逆張り,1,London,16803,0.04840802237695695,-0.21159197762304296,-18.51392695045782,0.5477794081135102,0,11,-0.21607884972170863,-0.20686098545054118,-332.27850467289636
z3>3 逆張り,1,NY,20897,0.05099392257261609,-0.20900607742738386,-14.121672453324438,0.6327140477542351,0,11,-0.22537068303914054,-0.1927180368566828,-408.18691588785424
z3>3 逆張り,3,全,38728,0.051356047304275745,-0.2086439526957242,-16.06484851677671,0.6805874602372969,0,11,-0.20419145205479494,-0.21261202265846263,-755.1741121495334
z3>3 逆張り,3,Asia,15472,0.025054550155119718,-0.23494544984488022,-14.483120405354578,0.5828865665661263,0,11,-0.22508562197092014,-0.24269514025164396,-339.7267289719614
z3>3 逆張り,3,London,10636,0.07354277924031465,-0.1864572207596853,-9.406416644862361,0.6948221800783322,1,11,-0.18697127300037972,-0.18594161958568559,-185.34196261682365
z3>3 逆張り,3,NY,12620,0.06490269413629098,-0.19509730586370896,-6.453770054384747,0.7558470210224414,0,11,-0.1959242845461963,-0.19431990776326155,-230.10542056074834
z3>3 逆張り,5,全,35306,0.05963558601937321,-0.2003644139806267,-12.806302045889863,0.735858271698038,0,11,-0.19486187779433692,-0.2053455291133778,-661.1276635514025
z3>3 逆張り,5,Asia,13991,0.00994696590665453,-0.2500530340933454,-12.561949750921153,0.6216152959270427,0,11,-0.22491151866151854,-0.27015331189710556,-326.9618691588781
z3>3 逆張り,5,London,9819,0.09026265403808963,-0.16973734596191029,-6.671297140605518,0.7569684247979117,1,11,-0.15544934277047603,-0.1842334837915456,-155.76177570093432
z3>3 逆張り,5,NY,11496,0.093948938761307,-0.16605106123869293,-4.697727554991958,0.8212235917207722,1,11,-0.19630584253651565,-0.13717477048623172,-178.4040186915901
z3>3 逆張り,15,全,27952,0.03705090870062934,-0.22294909129937052,-8.458458723405776,0.7987019889856861,0,11,-0.20204169752629234,-0.24248484429065795,-582.4180373831781
z3>3 逆張り,15,Asia,10742,-0.03312465090299824,-0.29312465090299816,-8.022967061417093,0.6973367514269289,0,11,-0.25301157024793514,-0.3260198237885463,-294.2752336448604
z3>3 逆張り,15,London,7934,0.08231308293420751,-0.1776869170657924,-4.690745891892089,0.8246887993894686,2,11,-0.16301568334578012,-0.19273270359969313,-131.7540186915885
z3>3 逆張り,15,NY,9276,0.07960327727468694,-0.18039672272531293,-3.0632234783090584,0.8662752589889963,2,11,-0.18268180839612375,-0.17810472900021768,-156.38878504672925
z3>3 逆張り,30,全,23190,0.04847770590771954,-0.21152229409228035,-5.71560744228575,0.8506326580725574,0,11,-0.22113095870990673,-0.20241246639784724,-458.4300934579422
z3>3 逆張り,30,Asia,8687,-0.007901692183721632,-0.2679016921837215,-5.364529228893848,0.7778487122450962,0,11,-0.2596719939117202,-0.27473867228661497,-217.50112149532606
z3>3 逆張り,30,London,6622,0.06706810631229174,-0.19293189368770813,-3.3651061438654426,0.8558907427374614,1,11,-0.20253139080805438,-0.18322745217126946,-119.40140186915919
z3>3 逆張り,30,NY,7881,0.09500253774901792,-0.164997462250982,-2.0453191819578085,0.9036665310453742,3,11,-0.1987123287671216,-0.12998318675633624,-121.52757009345693
z3>3 逆張り,60,全,18377,0.015356260543071392,-0.24464373945692852,-4.720038779566174,0.8681625814717713,0,11,-0.2350371730662215,-0.2538340076660961,-420.1699065420538
z3>3 逆張り,60,Asia,6703,-0.03797851708190341,-0.2979785170819033,-3.8376986220665916,0.8185215505374803,1,11,-0.29003753263707766,-0.3046647430612782,-186.66822429906523
z3>3 逆張り,60,London,5292,0.06283125472411293,-0.197168745275887,-2.3377439762265237,0.8911914364446444,2,11,-0.19637400228050225,-0.19795452837278937,-97.51560747663495
z3>3 逆張り,60,NY,6382,0.032007051081168275,-0.22799294891883157,-2.2005232218821806,0.8922644435368495,1,11,-0.21473373860182163,-0.2421012289780046,-135.98607476635357
z3>3 順張り,1,全,62884,-0.033709767190382295,-0.2937097671903822,-43.27364486369842,0.4584619584203967,0,11,-0.293442013705851,-0.29395957826140434,-1726.1350467289717
z3>3 順張り,1,Asia,25184,-0.009561030813216088,-0.26956103081321603,-30.477662386135922,0.4148288441442523,0,11,-0.28435244161358875,-0.25751476945245133,-634.4509345794423
z3>3 順張り,1,London,16803,-0.04840802237695695,-0.30840802237695686,-26.985161069737654,0.430879585573485,0,11,-0.3039211502782913,-0.3131390145494587,-484.31588785046785
z3>3 順張り,1,NY,20897,-0.05099392257261609,-0.31099392257261604,-21.012567498525858,0.5149835994148036,0,11,-0.2946293169608593,-0.32728196314331703,-607.3682242990615
z3>3 順張り,3,全,38728,-0.051356047304275745,-0.3113560473042757,-23.973317558932813,0.5731228927535347,0,11,-0.31580854794520496,-0.30738797734153717,-1126.9342990654197
z3>3 順張り,3,Asia,15472,-0.025054550155119718,-0.2850545501551196,-17.57207630416575,0.5315958211599887,0,11,-0.2949143780290797,-0.27730485974835595,-412.18355140187015
z3>3 順張り,3,London,10636,-0.07354277924031465,-0.3335427792403146,-16.82660686261879,0.5348505358534597,0,11,-0.3330287269996202,-0.3340583804143143,-331.54775700934454
z3>3 順張り,3,NY,12620,-0.06490269413629098,-0.32490269413629086,-10.747699814320018,0.6340686934227415,0,11,-0.3240757154538036,-0.32568009223673816,-383.20299065420477
z3>3 順張り,5,全,35306,-0.05963558601937321,-0.31963558601937314,-20.429525272760714,0.6208365337522248,0,11,-0.3251381222056629,-0.314654470886622,-1054.6779439252325
z3>3 順張り,5,Asia,13991,-0.00994696590665453,-0.26994696590665446,-13.5613640259495,0.6090210619604058,0,11,-0.29508848133848126,-0.24984668810289423,-352.9745794392526
z3>3 順張り,5,London,9819,-0.09026265403808963,-0.35026265403808954,-13.766600562197855,0.5726863762875242,0,11,-0.36455065722952384,-0.33576651620845416,-321.4232710280375
z3>3 順張り,5,NY,11496,-0.093948938761307,-0.3539489387613069,-10.013520360999053,0.6624531766464558,0,11,-0.32369415746348423,-0.3828252295137681,-380.2800934579425
z3>3 順張り,15,全,27952,-0.03705090870062934,-0.29705090870062917,-11.269805296584959,0.7446578973605055,0,11,-0.3179583024737075,-0.2775151557093418,-775.9969158878492
z3>3 順張り,15,Asia,10742,0.03312465090299824,-0.2268753490970017,-6.209690816672735,0.7601854244473812,1,11,-0.26698842975206477,-0.19398017621145344,-227.76588785046656
z3>3 順張り,15,London,7934,-0.08231308293420751,-0.34231308293420737,-9.036701823803957,0.6943272341987322,0,11,-0.35698431665421976,-0.32726729640030655,-253.82355140186928
z3>3 順張り,15,NY,9276,-0.07960327727468694,-0.33960327727468675,-5.766627666748357,0.7661415214386482,0,11,-0.3373181916038761,-0.341895270999782,-294.4074766355135
z3>3 順張り,30,全,23190,-0.04847770590771954,-0.30847770590771945,-8.335468746836664,0.7917541720425528,0,11,-0.2988690412900931,-0.3175875336021525,-668.5605607476649
z3>3 順張り,30,Asia,8687,0.007901692183721632,-0.25209830781627823,-5.048078382079283,0.7910557011978725,1,11,-0.26032800608827955,-0.24526132771338482,-204.6708411214962
z3>3 順張り,30,London,6622,-0.06706810631229174,-0.32706810631229155,-5.704701659101838,0.7707420518488185,0,11,-0.31746860919194547,-0.33677254782873023,-202.41542056074718
z3>3 順張り,30,NY,7881,-0.09500253774901792,-0.35500253774901774,-4.40063435034708,0.8060245386905738,0,11,-0.32128767123287816,-0.3900168132436636,-261.4742990654214
z3>3 順張り,60,全,18377,-0.015356260543071392,-0.27535626054307133,-5.312591406772724,0.8539085542316154,0,11,-0.2849628269337782,-0.2661659923339037,-472.9179439252357
z3>3 順張り,60,Asia,6703,0.03797851708190341,-0.22202148291809648,-2.859439490497775,0.8623488154881609,1,11,-0.22996246736292214,-0.2153352569387214,-139.08504672897203
z3>3 順張り,60,London,5292,-0.06283125472411293,-0.32283125472411284,-3.8276696441565377,0.8293539770555903,1,11,-0.3236259977194975,-0.3220454716272105,-159.66570093457992
z3>3 順張り,60,NY,6382,-0.032007051081168275,-0.29200705108116815,-2.818369164066601,0.8650980860551302,1,11,-0.30526626139817814,-0.2778987710219952,-174.16719626168367
z3>4 逆張り,1,全,21804,0.05931663914878047,-0.2006833608512195,-13.432560134221866,0.6358873283597813,0,11,-0.2088627147922544,-0.19235714946783736,-408.94392523364394
z3>4 逆張り,1,Asia,8896,0.027005283273383956,-0.232994716726616,-12.83199662726953,0.5085108078153769,0,11,-0.2212448441246997,-0.24336225137536566,-193.71224299065196
z3>4 逆張り,1,London,5374,0.08786844064011726,-0.1721315593598827,-6.427844502560075,0.6895532756763261,2,11,-0.19134433480776133,-0.14894209445585171,-86.4518691588794
z3>4 逆張り,1,NY,7534,0.07710326519776953,-0.1828967348022304,-5.65817993704138,0.7141502220300797,1,11,-0.2088249357326473,-0.15521816684961737,-128.7798130841125
z3>4 逆張り,3,全,13318,0.09759423336837336,-0.16240576663162654,-5.6251520400219635,0.780612664077469,0,11,-0.17032897308675485,-0.1545015749212533,-202.1420560747666
z3>4 逆張り,3,Asia,5392,0.011492952522257644,-0.2485070474777423,-7.22804312175213,0.6179058290925988,0,11,-0.1984896166134198,-0.2918739612188308,-125.22897196261556
z3>4 逆張り,3,London,3391,0.1623308758478268,-0.09766912415217315,-2.121213977918522,0.8605100541793504,4,11,-0.14369494290375753,-0.04313208762887175,-30.95289719626347
z3>4 逆張り,3,NY,4535,0.15156030871003362,-0.10843969128996628,-1.6479030118708278,0.8763677447057562,3,11,-0.16099870017330734,-0.05396901661428102,-45.960186915887576
z3>4 逆張り,5,全,12469,0.08169949474697129,-0.17830050525302862,-5.747983921983796,0.7941494465523756,1,11,-0.17693893494897958,-0.1796785541391018,-207.7784112149546
z3>4 逆張り,5,Asia,5037,0.010212626563428995,-0.24978737343657093,-6.040132130840549,0.6679466583902652,0,11,-0.20353855932203502,-0.2905595816212197,-117.58682242990729
z3>4 逆張り,5,London,3196,0.1693000625782211,-0.0906999374217788,-1.7340073499090844,0.8874466892179409,3,11,-0.12623951751866988,-0.04817457044673597,-27.09130841121543
z3>4 逆張り,5,NY,4236,0.10061071765816773,-0.1593892823418322,-2.413836594614802,0.8477851538599231,2,11,-0.18868125287885454,-0.12859370460048808,-63.100280373831886
z3>4 逆張り,15,全,10885,0.06985686724850698,-0.19014313275149292,-3.830604192347666,0.8468019352163513,1,11,-0.20928338411901742,-0.17001809272521715,-193.43065420560754
z3>4 逆張り,15,Asia,4383,-0.03574332648870554,-0.2957433264887055,-4.526875151707437,0.7240785130449578,1,11,-0.22120775490665653,-0.3636181342632914,-121.14420560747628
z3>4 逆張り,15,London,2822,0.13686073706590676,-0.12313926293409319,-1.7120882940835138,0.8905138742163022,2,11,-0.20692258477287417,-0.019125496425741455,-32.47654205607579
z3>4 逆張り,15,NY,3680,0.14424836956521903,-0.1157516304347809,-1.0370464693714836,0.9244504841585216,3,11,-0.19827140633107956,-0.025041072447235337,-39.80990654205549
z3>4 逆張り,30,全,9905,0.052910247349821166,-0.2070897526501787,-3.3323718799598123,0.8671870518214353,1,11,-0.2045593750000006,-0.20979728317659715,-191.70317757009536
z3>4 逆張り,30,Asia,3915,0.02943805874840404,-0.2305619412515959,-2.8615102111325053,0.8199375142380324,1,11,-0.15135570824524544,-0.3046391497775548,-84.35981308411196
z3>4 逆張り,30,London,2575,-0.006451650485440624,-0.2664516504854405,-2.553212275109506,0.8280509045889795,1,11,-0.23292167832168173,-0.30832751091703436,-64.1227102803747
z3>4 逆張り,30,NY,3415,0.1245795021961893,-0.1354204978038106,-1.0159112289603145,0.9282033997664416,4,11,-0.2379872080088954,-0.021372912801496148,-43.22065420560871
z3>4 逆張り,60,全,8870,-0.04680248027057427,-0.3068024802705741,-3.464859974697664,0.8506932082625918,0,11,-0.24854411764705867,-0.3683289290681487,-254.33065420560678
z3>4 逆張り,60,Asia,3433,0.00665598601806243,-0.2533440139819375,-2.2542454862842023,0.8514727209013057,2,11,-0.2310181598062962,-0.2740527793374453,-81.28317757009266
z3>4 逆張り,60,London,2381,-0.03360604787904064,-0.29360604787904043,-2.1961898591554725,0.8519777978130676,2,11,-0.29074366845740734,-0.2970658627087138,-65.33420560747619
z3>4 逆張り,60,NY,3056,-0.1171374345549759,-0.3771374345549757,-1.9029935790073884,0.8493031198291314,1,11,-0.23228357276701816,-0.5365264604811064,-107.71327102803794
z3>4 順張り,1,全,21804,-0.05931663914878047,-0.31931663914878045,-21.373171841603394,0.4967136006340387,0,11,-0.3111372852077455,-0.32764285053216247,-650.689719626169
z3>4 順張り,1,Asia,8896,-0.027005283273383956,-0.2870052832733839,-15.806585139412695,0.4489179409311067,0,11,-0.29875515587530016,-0.27663774862463425,-238.61672897196482
z3>4 順張り,1,London,5374,-0.08786844064011726,-0.3478684406401172,-12.990321194428565,0.48467670954124703,0,11,-0.3286556651922386,-0.3710579055441481,-174.71448598130746
z3>4 順張り,1,NY,7534,-0.07710326519776953,-0.33710326519776945,-10.42878613396601,0.5442829830317486,0,11,-0.31117506426735253,-0.36478183315038243,-237.35850467289674
z3>4 順張り,3,全,13318,-0.09759423336837336,-0.35759423336837326,-12.385778984651372,0.5879242324802867,0,11,-0.34967102691324503,-0.3654984250787465,-445.0878504672893
z3>4 順張り,3,Asia,5392,-0.011492952522257644,-0.2714929525222576,-7.8966081163490625,0.603178604731852,1,11,-0.32151038338658017,-0.22812603878116902,-136.8121495327115
z3>4 順張り,3,London,3391,-0.1623308758478268,-0.4223308758478267,-9.172337367940338,0.5333287495759801,0,11,-0.37630505709624235,-0.47686791237112797,-133.84336448597946
z3>4 順張り,3,NY,4535,-0.15156030871003362,-0.4115603087100336,-6.254273358969859,0.6111084255611385,0,11,-0.35900129982669254,-0.4660309833857188,-174.43233644859833
z3>4 順張り,5,全,12469,-0.08169949474697129,-0.34169949474697114,-11.015578442519384,0.6500395986222549,0,11,-0.3430610650510203,-0.3403214458608979,-398.19168224298915
z3>4 順張り,5,Asia,5037,-0.010212626563428995,-0.2702126265634289,-6.534037110883162,0.6555929103397474,0,11,-0.31646144067796494,-0.2294404183787801,-127.20196261682165
z3>4 順張り,5,London,3196,-0.1693000625782211,-0.42930006257822095,-8.207386741242866,0.5764143673767792,0,11,-0.39376048248133,-0.4718254295532638,-128.22831775700882
z3>4 順張り,5,NY,4236,-0.10061071765816773,-0.36061071765816766,-5.461191203727114,0.6934885527767382,0,11,-0.33131874712114534,-0.3914062953995116,-142.76140186915873
z3>4 順張り,15,全,10885,-0.06985686724850698,-0.3298568672485069,-6.645262862099746,0.7524056801801082,0,11,-0.3107166158809825,-0.34998190727478257,-335.5599999999998
z3>4 順張り,15,Asia,4383,0.03574332648870554,-0.2242566735112944,-3.4326453785986475,0.7861479158974696,2,11,-0.29879224509334334,-0.15638186573670845,-91.86140186915921
z3>4 順張り,15,London,2822,-0.13686073706590676,-0.3968607370659067,-5.517822716508838,0.6923942109935335,0,11,-0.3130774152271257,-0.5008745035742582,-104.66738317756904
z3>4 順張り,15,NY,3680,-0.14424836956521903,-0.4042483695652189,-3.6217575755271696,0.7625269517608368,0,11,-0.32172859366892026,-0.49495892755276466,-139.03121495327156
z3>4 順張り,30,全,9905,-0.052910247349821166,-0.31291024734982104,-5.0351757915381965,0.8083791523014846,0,11,-0.31544062499999914,-0.31020271682340267,-289.6613084112129
z3>4 順張り,30,Asia,3915,-0.02943805874840404,-0.28943805874840395,-3.5922232268817478,0.7816178146980465,1,11,-0.36864429175475444,-0.21536085022244494,-105.90186915887865
z3>4 順張り,30,London,2575,0.006451650485440624,-0.25354834951455923,-2.4295693313774436,0.83861529212969,1,11,-0.28707832167831804,-0.21167248908296526,-61.01747663551309
z3>4 順張り,30,NY,3415,-0.1245795021961893,-0.38457950219618925,-2.8850775255242245,0.8107622411206223,1,11,-0.28201279199110435,-0.49862708719850357,-122.74196261682116
z3>4 順張り,60,全,8870,0.04680248027057427,-0.21319751972942563,-2.4077365742409618,0.8946138991071787,2,11,-0.2714558823529411,-0.15167107093185106,-176.7347663551407
z3>4 順張り,60,Asia,3433,-0.00665598601806243,-0.2666559860180623,-2.372694911649805,0.8452605366108931,2,11,-0.28898184019370365,-0.24594722066255453,-85.55420560747739
z3>4 順張り,60,London,2381,0.03360604787904064,-0.22639395212095914,-1.693439578012432,0.8849596730133573,2,11,-0.22925633154259237,-0.2229341372912856,-50.377943925234
z3>4 順張り,60,NY,3056,0.1171374345549759,-0.1428625654450239,-0.7208686272239385,0.9405395253463718,2,11,-0.2877164272329815,0.016526460481106675,-40.80261682242926
z5>2 逆張り,1,全,224431,0.019197450441338082,-0.24080254955866184,-86.4532088747216,0.45025644144081955,0,11,-0.24242187242379307,-0.23942637070983486,-5050.799719626172
z5>2 逆張り,1,Asia,85756,0.007761894211483778,-0.25223810578851624,-65.32523089628633,0.36388754145176555,0,11,-0.2475406420123896,-0.2558521880867393,-2021.582336448598
z5>2 逆張り,1,London,64547,0.025322028909167002,-0.23467797109083294,-50.94581662125855,0.43779413005868095,0,11,-0.2396490791926992,-0.23020505651047762,-1415.6784112149526
z5>2 逆張り,1,NY,74128,0.02709385117634284,-0.23290614882365715,-39.32897032869237,0.5378600590398018,0,11,-0.23941149601384604,-0.22700882178956364,-1613.5389719626223
z5>2 逆張り,3,全,120914,0.039333633822385895,-0.220666366177614,-36.327179032237346,0.6241105492826119,0,11,-0.22526080498496565,-0.21680624885858657,-2493.612429906544
z5>2 逆張り,3,Asia,45719,0.015787659397624068,-0.24421234060237587,-29.02241178900175,0.5267056646560638,0,11,-0.23678477703483958,-0.24993255381756346,-1043.471401869161
z5>2 逆張り,3,London,35301,0.046129628055862515,-0.21387037194413744,-21.531550699312685,0.6176372381309649,0,11,-0.21933790478492063,-0.20904352232118986,-705.5923364485978
z5>2 逆張り,3,NY,39894,0.060304030681305215,-0.1996959693186947,-15.375229327272544,0.7118454322377654,1,11,-0.2182689868357947,-0.1832042970044007,-744.5486915887857
z5>2 逆張り,5,全,94903,0.04902684846632778,-0.21097315153367216,-25.15892642974221,0.6937255778203543,0,11,-0.214321446018564,-0.2082007280992387,-1871.2135514018776
z5>2 逆張り,5,Asia,35640,0.019659259259258672,-0.24034074074074127,-20.00885620166129,0.5986324042375109,0,11,-0.23022286194850575,-0.24809032801506378,-800.5368224299084
z5>2 逆張り,5,London,28034,0.06322975672397672,-0.1967702432760232,-14.35470857923235,0.698287896400521,0,11,-0.20668340006159536,-0.1882130134254974,-515.5380373831808
z5>2 逆張り,5,NY,31229,0.06979269268948615,-0.19020730731051375,-10.802591328759577,0.7693041845925683,1,11,-0.20423952960594235,-0.17798040508149723,-555.1386915887882
z5>2 逆張り,15,全,64758,0.05519355137589181,-0.20480644862410807,-13.516937376616957,0.7954308254620084,0,11,-0.19518654915890363,-0.21302838240348232,-1239.5192523364478
z5>2 逆張り,15,Asia,23379,-0.007733863723855021,-0.26773386372385494,-12.24642402000234,0.6982934263264491,0,11,-0.21687912942091,-0.30772751585542896,-584.9859813084117
z5>2 逆張り,15,London,19454,0.08456764675645075,-0.17543235324354917,-7.163954833035477,0.815403164442075,1,11,-0.17906046203161272,-0.17227837032766455,-318.95897196261734
z5>2 逆張り,15,NY,21925,0.09623055872291977,-0.16376944127708015,-5.212866946138473,0.8597318875786233,1,11,-0.18782033704655776,-0.14165365084923703,-335.5742990654189
z5>2 逆張り,30,全,47479,0.0208517028581046,-0.23914829714189526,-10.518110481713254,0.8180947161011032,0,11,-0.21987256813749967,-0.2558640868334136,-1061.170280373836
z5>2 逆張り,30,Asia,16620,-0.042791516245488576,-0.3027915162454885,-8.826897070044847,0.7423451488915148,0,11,-0.25554047457627105,-0.340485018929153,-470.3172897196279
z5>2 逆張り,30,London,14207,0.06193812909129179,-0.1980618709087081,-5.240907252853223,0.8442671885608033,2,11,-0.24123280584297038,-0.16090150622135094,-262.97803738317907
z5>2 逆張り,30,NY,16652,0.049318880614940316,-0.21068111938505954,-4.721936529629996,0.8586511809138223,1,11,-0.1700909427443244,-0.2491629620963976,-327.87495327102914
z5>2 逆張り,60,全,32678,-0.012539476100129407,-0.2725394761001293,-7.437478603730852,0.8445150282204842,0,11,-0.2175854881782063,-0.3212383838383851,-832.3406542056099
z5>2 逆張り,60,Asia,11171,-0.05138796884791079,-0.3113879688479107,-5.272806578293706,0.8054486448998647,0,11,-0.2273331332533009,-0.37944338247205767,-325.0948598130851
z5>2 逆張り,60,London,9614,0.07489712918660049,-0.18510287081339938,-3.030302349565343,0.8925129779003916,1,11,-0.25584760620364233,-0.124165150048406,-166.3157943925254
z5>2 逆張り,60,NY,11893,-0.046730934162952535,-0.30673093416295244,-4.511596259389329,0.8403050092718898,0,11,-0.18051354554690127,-0.431240688157674,-340.92999999999944
z5>2 順張り,1,全,224431,-0.019197450441338082,-0.279197450441338,-100.23779044089643,0.40680058488596055,0,11,-0.2775781275762068,-0.28057362929016494,-5856.127383177564
z5>2 順張り,1,Asia,85756,-0.007761894211483778,-0.2677618942114837,-69.3456189337928,0.35465737259520397,0,11,-0.27245935798761034,-0.26414781191326053,-2145.998971962617
z5>2 順張り,1,London,64547,-0.025322028909167002,-0.2853220289091669,-61.94004360633259,0.377994288134437,0,11,-0.2803509208073007,-0.2897949434895223,-1721.1851401869158
z5>2 順張り,1,NY,74128,-0.02709385117634284,-0.2870938511763428,-48.47920766150905,0.4737672841826251,0,11,-0.2805885039861539,-0.29299117821043624,-1988.9432710280316
z5>2 順張り,3,全,120914,-0.039333633822385895,-0.29933363382238587,-49.277770303624635,0.5361868639010691,0,11,-0.2947391950150342,-0.3031937511414132,-3382.5819626168195
z5>2 順張り,3,Asia,45719,-0.015787659397624068,-0.275787659397624,-32.774850761513626,0.4960996158663256,0,11,-0.2832152229651604,-0.2700674461824364,-1178.3865420560721
z5>2 順張り,3,London,35301,-0.046129628055862515,-0.30612962805586247,-30.819816448293324,0.5121181067386252,0,11,-0.3006620952150792,-0.31095647767881,-1009.9702803738319
z5>2 順張り,3,NY,39894,-0.060304030681305215,-0.32030403068130514,-24.661228481359103,0.5859626258483088,0,11,-0.3017310131642052,-0.33679570299559913,-1194.2251401869148
z5>2 順張り,5,全,94903,-0.04902684846632778,-0.30902684846632766,-36.852005522316645,0.5920275990762853,0,11,-0.3056785539814359,-0.3117992719007611,-2740.8948598130746
z5>2 順張り,5,Asia,35640,-0.019659259259258672,-0.27965925925925866,-23.282202953754457,0.5602854444800084,0,11,-0.2897771380514941,-0.2719096719849361,-931.5005607476617
z5>2 順張り,5,London,28034,-0.06322975672397672,-0.3232297567239767,-23.58013531243233,0.5616405652361945,0,11,-0.31331659993840455,-0.3317869865745024,-846.861962616819
