tot,y2,n,t,t1,t2,wy,ny,tt3,a,b,hold
-4200.750000000175,-2073.600000000315,1161,-0.11639301799505686,1.1578350083565188,-0.5787107869498507,4,11,-39335.25000000012,880,905,25
-43908.4499999999,-33832.200000000325,1140,-1.549910808310644,0.6018889455297527,-2.0775663206255603,4,11,-56800.95000000007,880,906,26
-41095.34999999916,-35541.29999999964,1097,-1.5370374768736668,0.9557526907927383,-2.3116009886907443,3,11,-53674.34999999945,880,907,27
-42747.44999999939,-36185.09999999963,1095,-1.6189313749328058,1.1302315811841288,-2.511878509281208,3,11,-54374.249999999476,880,908,28
-35170.94999999998,-23932.500000000262,1107,-1.0457941682984682,0.8310050695442384,-1.528849214275303,3,11,-65771.40000000002,880,909,29
-42951.600000000406,-31396.799999999792,1046,-1.4313094577100651,1.0507948525572564,-2.1006182191058893,3,11,-65193.00000000041,880,910,30
-38753.250000000044,-38499.1500000003,1093,-1.4435519413911975,1.1419394006630692,-2.3498129499986997,2,11,-49885.649999999965,880,911,31
-18179.54999999994,-12970.200000000636,1057,-0.6183024027201817,0.7153058498927268,-1.0721859007492986,5,11,-36059.54999999993,880,912,32
-25100.10000000087,-20967.600000000723,1023,-0.922584600243919,0.8098433667946164,-1.5339563870340096,2,11,-39229.6500000009,880,913,33
-20551.349999999155,-20391.29999999927,1005,-0.7605248900638668,0.8828851412143387,-1.3852904533314705,5,11,-35198.84999999934,880,914,34
-20216.700000000237,-20183.549999999912,1056,-0.675168572586363,0.8474528148835065,-1.201788750840833,3,11,-40679.700000000244,880,915,35
-20297.24999999928,-7647.299999999845,1107,-0.5901985911587505,0.851890586096488,-1.0306544179811103,3,11,-48200.24999999936,880,916,36
-23995.64999999946,-11241.599999999411,1098,-0.6752200453259786,0.6096031810677569,-1.00598156199228,4,11,-55348.64999999938,880,917,37
-31847.09999999889,-21556.799999999545,1087,-0.8819872049922419,0.5385134436756787,-1.2061735078469193,2,11,-62746.64999999909,880,918,38
-24211.80000000007,-12309.45000000016,1088,-0.6881350343614578,0.3188571992626914,-0.8925470789528647,2,11,-53859.30000000005,880,919,39
-49694.99999999964,-32530.050000000007,1026,-1.4529183392407956,0.8169092508635859,-2.0034940164396966,3,11,-77342.99999999977,880,920,40
-46764.449999999364,-19391.099999999475,749,-2.0566431307639403,-0.6292760832100289,-1.9617798078751796,1,11,-66670.94999999937,881,896,15
-25063.349999999937,744.5999999998701,768,-0.9420597230223383,-0.9927987170382575,-0.6730114737872123,1,11,-51868.499999999825,881,897,16
-26783.399999999503,768.450000000118,751,-1.0382023499751334,-0.6237699026601324,-0.8871867956480236,1,11,-52106.99999999962,881,898,17
-27243.299999999614,-150.74999999937063,762,-1.0233585670600363,-0.5493996730611316,-0.8915833447009166,3,11,-52243.94999999952,881,899,18
-12394.049999998804,15419.40000000008,1015,-0.40348913400627695,-0.29624444250754456,-0.3253224219341164,5,11,-41083.64999999871,881,900,19
13591.050000000614,13663.95000000053,1162,0.4294990545537348,1.9488190728304955,-0.3181351769173871,6,11,-11918.54999999929,881,901,20
37221.59999999976,21980.849999999573,1089,1.0668962394979662,2.2113025188740245,0.32570614763694633,6,11,730.9499999997206,881,902,21
20780.40000000022,18372.45000000039,1061,0.5835484057019074,0.7823050881029914,0.3391848974312567,5,11,-14953.199999999837,881,903,22
31424.250000000146,20115.600000000457,1064,0.9005548524963555,1.4134330574909884,0.41119463033421705,6,11,-2249.3999999998487,881,904,23
7790.850000000088,15128.700000000208,1067,0.22042622852643762,0.7687644290190857,-0.05833236679622152,4,11,-29057.249999999825,881,905,24
-27538.65000000023,-7231.200000000219,1066,-0.877552990545783,-0.29267361370007106,-0.8291203592172103,3,11,-51488.25000000006,881,906,25
-36028.19999999966,-12328.049999999666,1051,-1.1879287530277025,-0.29565461367068885,-1.1685850641903548,3,11,-57605.849999999744,881,907,26
-32392.349999998787,-10079.549999998748,1022,-1.0519370560087087,0.13087017772584622,-1.204301849878475,3,11,-55720.04999999894,881,908,27
-34177.049999999384,-14303.999999999436,1029,-1.0855642665111114,0.2514973499011789,-1.3022953017926653,2,11,-58526.69999999949,881,909,28
-24391.050000000087,-17388.29999999944,1028,-0.7901667830394536,0.6301016024308044,-1.170385763486462,3,11,-46903.65000000002,881,910,29
-19940.549999999246,-20749.349999999635,1059,-0.6136362947985229,0.4575307279957218,-0.8836317184160263,5,11,-45510.59999999928,881,911,30
-29840.849999999526,-16468.949999999797,1033,-0.8963119161931488,0.2189217363506217,-1.0787737773304087,2,11,-56615.999999999476,881,912,31
-26217.900000000158,-17836.350000000224,1004,-0.794049463160802,0.23301875236365782,-0.9748173720992296,3,11,-53631.60000000009,881,913,32
-28391.399999999227,-15722.099999999482,993,-0.833437495854547,-0.16993611539945166,-0.8339683047844404,3,11,-59603.54999999906,881,914,33
-18333.44999999988,-9522.599999999604,1001,-0.5410576670784816,0.17040228371478647,-0.6665675729304751,3,11,-50831.549999999814,881,915,34
-33698.99999999869,-13865.249999999302,1034,-0.9850974501020267,0.056939058626262674,-1.0948663842664756,3,11,-65076.599999998754,881,916,35
-38568.59999999966,-20418.449999999655,1018,-1.089603374161588,0.09764311628146417,-1.224760491650442,2,11,-71636.69999999966,881,917,36
-27581.69999999897,-13591.349999999602,998,-0.761423893891893,0.17567310422939758,-0.9015429966336886,3,11,-62275.349999999045,881,918,37
