code,start,sig,tov5,last_flag
5243,2023-03-09,2023-03-15,8.2961674,2023-03-20
5243,2025-01-24,2025-02-18,49.8573934,2025-02-21
5243,2026-01-27,2026-02-03,17.2198768,2026-02-06
5244,2023-08-24,2023-09-05,5.521363,2023-09-08
5246,2023-02-03,2023-02-21,11.4350856,2023-03-02
5246,2024-02-09,2024-03-12,11.0446432,2024-03-15
5246,2024-07-03,2024-07-22,59.7729508,2024-07-25
5246,2025-02-06,2025-02-19,11.0268304,2025-02-25
5247,2023-03-10,2023-03-29,6.298404,2023-04-03
5247,2024-12-11,2024-12-20,0.8160472,2024-12-25
5277,2016-10-24,2016-10-28,0.5757652,2016-11-02
5277,2017-08-29,2017-09-11,2.3926796,2017-10-10
5277,2025-01-31,2025-02-26,0.3718102,2025-03-03
5287,2019-10-17,2019-10-29,1.6136168,2019-11-01
5337,2020-07-28,2020-08-03,2.708615,2020-08-06
5337,2020-09-09,2020-10-19,16.0427184,2020-10-22
5341,2016-08-25,2016-08-30,1.971844,2016-09-13
5381,2017-08-25,2017-09-25,7.0381448,2017-10-03
5491,2020-12-01,2020-12-11,6.612779,2020-12-22
5535,2024-06-18,2024-06-24,8.0152472,2024-07-05
5542,2021-03-09,2021-03-16,1.4339428,2021-03-19
5574,2024-02-19,2024-02-29,22.20758,2024-03-13
5574,2025-02-07,2025-02-21,5.6433146,2025-02-27
5586,2024-03-15,2024-04-01,15.2844466,2024-04-04
5595,2024-02-09,2024-03-12,172.368363,2024-03-15
5597,2025-03-03,2025-03-07,5.1898314,2025-03-12
5597,2025-06-17,2025-06-30,5.054038,2025-07-03
5597,2025-08-07,2025-08-14,16.2031812,2025-08-25
5610,2023-09-01,2023-09-14,0.337106,2023-09-20
5612,2019-07-09,2019-07-23,0.578456,2019-07-26
5614,2020-10-12,2020-10-26,0.9928262,2020-10-29
5616,2024-09-06,2024-09-12,2.4766848,2024-10-21
5697,2017-10-30,2017-11-07,2.804397,2017-11-10
5704,2017-02-27,2017-03-13,7.17114,2017-03-24
5704,2018-09-04,2018-09-19,10.385658,2018-09-25
5724,2016-09-30,2016-10-07,1.3037832,2016-10-18
5724,2016-10-24,2016-10-26,13.9552952,2016-11-08
5724,2026-01-21,2026-01-30,8.007425,2026-02-04
5781,2020-10-05,2020-10-16,0.691377,2020-10-21
5781,2023-02-21,2023-03-29,1.000155,2023-04-03
5817,2017-04-26,2017-05-31,5.2261578,2017-06-21
5817,2020-01-24,2020-01-30,1.3971658,2020-02-04
5817,2020-06-19,2020-06-30,2.9598408,2020-07-03
5817,2025-12-24,2026-01-13,3.5517764,2026-02-04
5820,2023-03-29,2023-04-17,2.76272046,2023-04-20
5885,2024-03-06,2024-03-15,10.091594,2024-03-21
5892,2024-03-14,2024-04-03,8.2230498,2024-04-08
5950,2017-02-17,2017-03-02,0.2053308,2017-03-07
5950,2017-11-06,2017-11-10,5.9408202,2017-11-15
5950,2020-09-18,2020-09-28,1.8540264,2020-10-02
5950,2024-06-25,2024-07-09,0.816899,2024-07-19
5952,2020-09-16,2020-09-29,4.6572744,2020-10-08
5955,2023-06-02,2023-06-14,4.6212486,2023-06-19
5974,2020-12-17,2020-12-23,3.5825796,2020-12-28
5986,2017-09-19,2017-09-27,3.7373128,2017-11-07
5986,2020-12-08,2020-12-17,4.8409458,2020-12-22
6016,2016-12-21,2017-01-04,7.33469802,2017-01-25
6016,2020-09-02,2020-09-15,0.21298842,2020-09-18
6016,2023-04-10,2023-05-10,1.84005366,2023-07-12
6029,2019-09-11,2019-09-19,3.8692692,2019-09-25
6033,2018-08-13,2018-09-10,31.254846,2018-09-20
6034,2020-04-14,2020-04-22,6.355656,2020-04-27
6038,2016-09-08,2016-09-15,9.3289734,2016-09-21
6064,2018-12-04,2018-12-12,1.3755764,2018-12-17
6067,2019-03-19,2019-04-11,15.889969,2019-04-16
6069,2017-04-19,2017-05-01,6.3084728,2017-05-09
6069,2020-08-26,2020-09-10,1.9458436,2020-09-29
6072,2023-12-01,2023-12-11,3.3219948,2023-12-19
6072,2026-06-04,2026-06-09,75.0289536,2026-06-24
6081,2020-12-01,2020-12-15,2.7372968,2020-12-18
6081,2026-01-29,2026-02-02,4.9739168,2026-03-03
6084,2016-11-15,2016-12-05,0.7697488,2017-01-12
6090,2020-05-12,2020-05-29,2.809057,2020-06-17
6095,2025-05-26,2025-06-10,2.4967934,2025-06-13
6096,2019-11-26,2019-12-17,6.4056168,2019-12-20
6149,2016-09-20,2016-10-07,0.7277846,2016-10-13
6149,2017-08-23,2017-09-25,10.296732,2017-10-04
6172,2016-10-26,2016-10-31,107.5326362,2016-11-09
6172,2016-12-14,2017-01-11,56.279558,2017-01-16
6173,2023-09-05,2023-09-11,3.82269,2023-09-14
6176,2016-10-20,2016-10-26,27.6876068,2016-10-31
6176,2018-01-15,2018-01-18,23.0412744,2018-01-23
6177,2018-05-28,2018-06-20,9.773475,2018-06-25
6177,2025-09-02,2025-09-04,64.9330122,2025-09-09
6193,2018-01-17,2018-01-22,3.0385802,2018-01-30
6195,2019-06-05,2019-06-24,0.36931472,2019-06-27
6195,2019-12-16,2020-01-15,5.4839316,2020-01-20
6196,2016-11-15,2016-11-29,4.37469948,2016-12-09
6198,2021-05-21,2021-06-07,2.4330998,2021-06-16
6198,2021-09-16,2021-09-28,3.267594,2021-10-06
6203,2017-10-20,2017-10-31,41.676857,2017-11-06
6208,2017-04-14,2017-04-26,21.9141912,2017-05-01
6208,2017-10-10,2017-10-24,21.264104,2017-10-27
6217,2025-12-30,2026-01-19,1.7849152,2026-01-22
6218,2016-11-28,2016-12-09,1.077736,2016-12-14
6227,2023-11-28,2023-12-06,22.94996904,2023-12-11
6228,2023-12-06,2023-12-15,20.77826994,2023-12-20
6228,2024-01-04,2024-01-24,28.13515446,2024-02-16
6228,2024-04-15,2024-04-22,25.775977,2024-04-25
6239,2019-11-20,2020-01-09,3.2788436,2020-01-29
6254,2017-02-24,2017-03-16,1.8661896,2017-03-22
6254,2025-01-17,2025-01-28,58.190944,2025-01-31
6276,2018-03-12,2018-03-26,1.2483954,2018-04-05
6281,2017-10-30,2017-12-11,3.2756204,2017-12-14
6312,2025-07-25,2025-08-05,2.1549634,2025-10-02
6327,2016-08-26,2016-09-16,4.6770874,2016-10-13
6330,2026-01-09,2026-02-10,151.217156,2026-02-16
6334,2017-05-15,2017-06-22,2.3543608,2017-06-23
6338,2022-11-21,2022-12-07,31.61892,2022-12-23
6378,2019-12-11,2019-12-13,19.2855458,2019-12-18
6384,2017-09-26,2017-10-16,2.6404882,2017-10-19
6400,2017-12-13,2017-12-26,7.4498688,2017-12-29
6400,2020-11-26,2020-12-24,14.670478,2020-12-29
6408,2020-01-24,2020-01-30,2.415504,2020-02-04
6433,2020-12-14,2020-12-18,1.6517918,2020-12-23
6433,2025-12-16,2026-01-14,7.235262,2026-01-19
6433,2026-02-12,2026-03-03,4.9812362,2026-03-06
6467,2018-02-06,2018-03-06,15.1727844,2018-03-09
6469,2024-03-11,2024-03-15,5.18788,2024-03-21
6494,2018-01-23,2018-02-06,7.8738734,2018-02-09
6522,2021-11-10,2021-11-30,31.77293,2021-12-03
6522,2024-06-11,2024-06-19,1.9126902,2024-06-27
6522,2026-04-01,2026-04-14,8.0878636,2026-04-17
6522,2026-07-09,2026-07-17,27.247678,2026-07-23
6531,2016-10-03,2016-10-26,8.063616,2016-11-04
6531,2016-12-19,2017-01-06,9.917466,2017-01-12
6531,2019-01-24,2019-01-31,2.79544,2019-02-12
6531,2020-09-01,2020-09-09,4.0232102,2020-09-23
6533,2017-12-04,2017-12-11,1.6492384,2017-12-14
6537,2017-02-28,2017-03-27,5.690048,2017-04-11
6541,2017-03-08,2017-03-14,9.61177872,2017-03-17
6547,2020-04-01,2020-04-10,0.8105972,2020-04-15
6550,2022-09-29,2022-10-24,0.869076,2022-10-27
6554,2021-11-12,2021-12-03,8.805859,2021-12-15
6557,2023-02-13,2023-02-27,1.2253004,2023-03-02
6567,2023-01-20,2023-02-13,0.9727784,2023-02-24
6568,2023-02-21,2023-03-09,1.3933052,2023-03-14
6573,2020-06-26,2020-07-03,3.52738038,2020-07-13
6573,2024-04-22,2024-04-30,4.7776774,2024-05-07
6574,2025-09-01,2025-09-03,23.2990858,2025-09-08
6578,2023-06-01,2023-06-09,1.6712502,2023-06-14
6579,2020-08-21,2020-10-19,13.841814,2020-10-28
6579,2022-03-11,2022-03-25,1.6749844,2022-03-30
6579,2022-10-27,2022-11-15,5.796555,2022-11-18
6580,2019-03-12,2019-04-04,1.7211052,2019-04-09
6584,2019-11-12,2019-11-22,58.2959492,2019-11-27
6597,2020-01-17,2020-01-24,6.6147696,2020-01-29
6613,2026-05-27,2026-06-05,125.3732632,2026-06-10
6614,2021-04-01,2021-04-30,4.4655684,2021-05-07
6614,2021-06-04,2021-07-05,9.630425,2021-07-15
6618,2017-09-21,2017-10-16,14.2136988,2017-10-26
6619,2022-06-29,2022-07-06,318.2357008,2022-09-01
6626,2018-01-10,2018-01-29,4.863336,2018-02-01
6628,2017-06-29,2017-07-20,12.2907144,2017-08-01
6629,2026-01-05,2026-01-09,12.627419,2026-01-23
6635,2020-02-07,2020-02-13,2.5205178,2020-02-18
6635,2020-06-02,2020-06-16,0.579207,2020-06-19
6635,2021-01-04,2021-01-14,2.3797978,2021-01-26
6656,2019-12-17,2020-01-28,9.507183,2020-01-31
6656,2020-02-13,2020-02-18,23.015964,2020-02-21
6658,2016-09-02,2016-09-20,5.0474334,2016-09-26
6658,2017-10-10,2017-10-26,9.9089188,2017-10-31
6658,2020-10-20,2020-10-26,1.3654844,2020-10-29
6659,2020-09-14,2020-09-28,2.6486004,2020-10-13
6659,2021-03-23,2021-03-26,12.070675,2021-03-31
6659,2022-04-22,2022-05-02,15.3150692,2022-05-16
6659,2022-07-14,2022-07-19,25.6804156,2022-08-15
6659,2024-04-15,2024-04-18,12.2225674,2024-04-23
6663,2017-03-15,2017-03-29,0.7790864,2017-04-03
6666,2017-06-14,2017-06-23,1.6772104,2017-06-28
6668,2016-10-26,2016-11-02,1.7237632,2016-11-08
6696,2023-02-01,2023-03-06,3.5977,2023-03-09
6696,2023-06-02,2023-06-06,11.3495436,2023-06-08
6696,2024-04-15,2024-04-18,7.7252362,2024-04-30
6696,2024-05-31,2024-06-12,7.0814886,2024-06-17
6721,2020-09-28,2020-10-19,3.5577122,2020-10-22
6731,2017-06-16,2017-06-27,14.0927954,2017-06-30
6734,2017-05-15,2017-06-01,0.5484574,2017-06-12
6734,2020-01-15,2020-01-30,0.9257002,2020-02-04
6768,2021-06-28,2021-07-14,50.2181914,2021-07-19
6769,2024-07-09,2024-07-22,21.836324,2024-07-25
6772,2017-02-08,2017-02-28,0.975316,2017-03-03
6772,2017-03-15,2017-04-03,3.251424,2017-04-06
6776,2020-12-18,2020-12-23,17.0883364,2020-12-28
6835,2018-01-22,2018-02-06,2.5841096,2018-02-09
6835,2018-03-09,2018-03-23,23.7622754,2018-04-03
6835,2020-06-19,2020-07-08,4.5282234,2020-07-13
6836,2017-04-25,2017-05-02,2.340498,2017-05-10
6836,2024-08-19,2024-09-18,8.60941626,2024-09-24
6836,2025-03-21,2025-04-09,1.8370196,2025-04-30
6840,2017-01-17,2017-01-23,4.05824,2017-02-09
6840,2019-12-05,2019-12-13,5.383296,2019-12-23
6840,2021-02-02,2021-02-12,4.110496,2021-02-26
6864,2017-08-25,2017-09-05,3.3131028,2017-10-19
6867,2019-12-30,2020-01-09,2.7312918,2020-01-29
6897,2020-06-25,2020-07-08,11.7509266,2020-07-13
6897,2020-11-13,2020-12-07,31.8631056,2020-12-21
6898,2021-09-24,2021-10-01,0.641721,2021-10-06
6898,2022-09-08,2022-09-21,19.564074,2022-09-27
6901,2017-04-04,2017-04-13,4.616414,2017-04-18
6907,2018-02-05,2018-02-08,5.0175518,2018-02-14
6907,2021-02-04,2021-02-19,4.2740826,2021-03-03
6927,2023-04-27,2023-05-18,27.4597396,2023-05-23
6927,2023-06-27,2023-07-07,55.0751512,2023-07-12
6937,2020-06-23,2020-07-03,19.2318488,2020-07-08
6938,2017-10-19,2017-11-07,11.3854972,2017-11-10
6955,2017-10-03,2017-10-13,21.183982,2017-10-18
6969,2017-09-15,2017-09-27,1.2199962,2017-10-11
6969,2020-12-08,2020-12-17,1.6866508,2020-12-22
6982,2020-12-02,2020-12-17,6.8187382,2020-12-22
6993,2021-06-16,2021-07-15,8.7930066,2021-07-20
6993,2024-07-08,2024-07-10,16.944091,2024-07-22
7003,2024-03-13,2024-03-15,1040.5551076,2024-03-26
7018,2016-09-26,2016-10-04,0.504664,2016-10-17
7018,2023-08-14,2023-09-11,13.240354,2023-09-14
7022,2016-08-25,2016-08-30,1.8391898,2016-09-02
7037,2023-02-07,2023-02-15,1.3584422,2023-02-27
7042,2021-06-07,2021-06-15,1.2560444,2021-06-18
7042,2023-03-22,2023-03-29,0.839517,2023-04-03
7044,2022-04-13,2022-04-25,7.5921372,2022-04-28
7048,2019-02-25,2019-03-15,6.4511862,2019-03-20
7048,2020-03-25,2020-04-15,1.3233852,2020-04-20
7050,2021-09-24,2021-10-08,1.4840166,2021-10-13
7063,2021-09-22,2021-10-04,1.6935234,2021-10-19
7063,2023-12-01,2023-12-08,0.5165884,2023-12-13
7066,2022-04-12,2022-04-28,3.4463602,2022-05-09
7066,2023-03-13,2023-03-24,0.7711764,2023-04-04
7068,2020-06-25,2020-07-15,4.51710848,2020-07-20
7068,2020-08-28,2020-09-08,8.189536,2020-09-11
7072,2021-08-27,2021-09-06,3.127443,2021-11-15
7078,2021-02-25,2021-03-16,5.24113902,2021-03-19
7078,2021-03-31,2021-04-20,4.5878642,2021-05-06
7078,2021-11-08,2021-11-15,41.384414,2021-12-03
7082,2020-08-27,2020-09-10,5.023791,2020-09-25
7089,2021-08-18,2021-09-29,3.430784,2021-10-04
7093,2020-06-03,2020-06-12,2.542796,2020-06-24
7094,2020-05-26,2020-06-05,14.62445526,2020-06-10
7095,2020-07-01,2020-07-03,30.20586,2020-07-14
7138,2022-08-31,2022-09-07,13.7774292,2022-09-12
7138,2023-03-16,2023-03-20,11.8488982,2023-03-23
7138,2025-07-17,2025-07-30,0.6512806,2025-08-04
7138,2025-12-30,2026-01-14,7.2623992,2026-01-19
7162,2016-08-25,2016-09-05,10.1120674,2016-09-13
7162,2016-11-30,2016-12-26,6.0278126,2016-12-29
7190,2016-11-30,2016-12-14,2.619828,2017-02-15
7242,2018-10-25,2018-11-09,55.347923,2018-11-14
7254,2021-08-17,2021-08-25,3.3254904,2021-09-15
7254,2022-01-06,2022-01-20,9.3600694,2022-01-25
7271,2016-12-07,2016-12-27,9.4430194,2016-12-30
7271,2017-09-15,2017-10-06,21.952394,2017-10-12
7273,2025-07-15,2025-07-28,7.4203476,2025-07-31
7297,2017-11-02,2017-11-10,0.6270106,2017-11-15
7353,2020-09-11,2020-10-02,8.09361342,2020-10-28
7359,2022-07-01,2022-07-05,32.2835138,2022-07-08
7359,2022-09-14,2022-09-26,16.6684718,2022-10-04
7359,2023-02-27,2023-03-17,37.6882304,2023-03-30
7369,2023-07-26,2023-08-09,2.6733477,2023-08-15
7373,2021-11-04,2021-11-24,18.446174,2021-11-29
7426,2024-03-11,2024-03-14,4.8477398,2024-03-19
7448,2017-07-10,2017-07-20,1.832442,2017-07-28
7448,2020-10-26,2020-10-29,4.3435112,2020-11-04
7462,2018-07-18,2018-07-26,0.3354922,2018-07-31
7462,2020-05-12,2020-05-27,0.0853056,2020-10-07
7519,2017-06-29,2017-08-02,3.208004,2017-08-23
7519,2017-08-30,2017-09-21,10.7352,2017-11-16
7567,2017-10-17,2017-11-08,3.3014654,2017-11-13
7567,2019-10-31,2019-11-08,4.2299868,2019-11-18
7577,2019-10-07,2019-10-15,0.4558638,2019-10-18
7577,2020-11-24,2020-12-07,4.5193114,2020-12-10
7585,2021-10-15,2021-10-26,4.0442222,2021-10-29
7603,2025-06-25,2025-07-15,19.5573268,2025-07-18
7610,2020-06-25,2020-07-17,25.8319766,2020-07-22
7615,2025-08-25,2025-09-11,5.7747032,2025-09-17
7623,2023-02-09,2023-02-22,0.7315326,2023-02-28
7624,2018-01-15,2018-01-25,2.8047722,2018-02-02
7625,2016-12-08,2016-12-16,2.0245198,2016-12-29
7625,2020-08-31,2020-09-17,1.7484466,2020-09-24
7625,2021-01-04,2021-01-06,15.1352448,2021-01-18
7625,2021-05-12,2021-06-15,2.3431916,2021-06-24
7670,2023-03-09,2023-03-22,0.6956594,2023-03-27
7687,2020-04-24,2020-05-13,1.40137002,2020-05-18
7692,2022-10-06,2022-10-17,15.53828184,2022-10-20
7692,2023-02-27,2023-03-31,25.21782306,2023-04-05
7692,2023-04-13,2023-04-20,64.84636968,2023-04-25
7692,2024-03-05,2024-03-15,4.119019,2024-03-21
7707,2017-06-09,2017-06-16,6.2979378,2017-06-26
7707,2017-07-04,2017-07-06,59.7299702,2017-07-18
7707,2020-05-20,2020-06-25,66.2076574,2020-06-30
7707,2022-07-21,2022-08-01,25.8919626,2022-08-04
7707,2024-08-23,2024-09-05,6.9499314,2024-09-10
7709,2019-01-24,2019-02-06,1.8094858,2019-02-12
7711,2025-10-17,2025-10-30,68.558186,2025-11-05
7726,2016-12-15,2016-12-26,6.891874,2016-12-29
7726,2020-12-10,2020-12-21,3.9169588,2020-12-24
7746,2017-07-18,2017-07-31,1.1296062,2017-08-03
7746,2017-10-02,2017-10-05,10.2116422,2017-10-11
7746,2024-12-06,2025-01-07,13.8075546,2025-01-10
7746,2025-09-17,2025-09-19,54.7806744,2025-10-02
7748,2018-08-27,2018-09-07,2.0205486,2018-09-12
7760,2020-12-14,2020-12-21,2.636265,2020-12-24
7771,2026-01-16,2026-02-19,15.8073458,2026-02-25
7776,2018-02-27,2018-04-10,14.2261756,2018-04-13
7776,2023-01-26,2023-02-14,16.7053684,2023-04-04
7776,2023-09-21,2023-09-29,6.950997,2023-10-04
7776,2024-07-09,2024-07-24,68.8834638,2024-07-29
7782,2021-01-05,2021-01-22,0.4709482,2021-01-27
7793,2023-04-07,2023-04-18,1.2837926,2023-04-21
7794,2022-11-29,2022-12-06,26.350252,2022-12-09
7808,2021-10-27,2021-11-10,0.4468536,2021-11-15
7827,2017-04-12,2017-05-18,1.948883,2017-05-23
7831,2021-04-19,2021-04-22,4.613117,2021-04-27
7834,2016-12-05,2016-12-09,5.4389326,2016-12-21
7851,2019-01-21,2019-01-29,0.4118078,2019-02-01
7851,2021-01-29,2021-02-08,2.580054,2021-02-12
7855,2017-04-27,2017-05-12,0.8287636,2017-05-17
7859,2017-06-05,2017-06-21,0.8532122,2017-06-26
7859,2018-08-29,2018-09-07,2.8222232,2018-09-12
7859,2018-12-11,2018-12-13,36.6670114,2019-01-10
7859,2021-05-27,2021-06-11,2.257341,2021-06-16
7859,2022-08-05,2022-09-05,5.399475,2022-09-16
7859,2022-12-01,2022-12-09,20.3480014,2023-01-10
7859,2023-11-10,2023-11-27,19.514701,2023-11-30
7878,2022-08-19,2022-09-08,3.9493,2022-09-13
7886,2022-11-04,2022-11-14,1.1699958,2022-12-12
7897,2016-10-12,2016-10-27,2.5780234,2016-11-01
7897,2021-04-30,2021-05-18,11.5135324,2021-05-21
7922,2021-01-08,2021-01-25,5.623765,2021-01-28
7928,2017-10-25,2017-11-08,0.5761164,2017-11-13
7928,2021-01-21,2021-02-09,2.3843446,2021-02-15
7940,2017-06-01,2017-06-12,7.1845424,2017-06-22
7963,2020-01-29,2020-02-07,19.0655884,2020-02-26
7980,2020-01-29,2020-02-06,35.6435326,2020-02-12
7992,2021-02-26,2021-03-04,3.051266,2021-03-09
7997,2023-04-14,2023-04-24,1.1883474,2023-04-27
7997,2024-06-26,2024-07-03,3.3788648,2024-07-08
8029,2017-08-14,2017-08-16,179.749294,2017-08-24
8040,2021-06-14,2021-06-30,0.4843644,2021-07-05
8105,2017-06-01,2017-07-19,10.3160556,2017-07-24
8105,2025-06-04,2025-06-06,2.377527,2025-06-11
8105,2026-06-09,2026-06-18,19.8265146,2026-06-23
8139,2021-12-03,2021-12-10,5.872469,2021-12-15
8143,2017-07-24,2017-08-01,0.402671,2017-08-04
8201,2016-10-04,2016-10-13,1.409298,2016-10-18
8202,2022-06-13,2022-06-20,5.059961,2022-06-23
8226,2021-11-17,2021-11-26,5.3952722,2021-12-01
8256,2017-10-17,2017-11-06,1.9610296,2018-02-14
8256,2019-09-20,2019-10-02,1.8329994,2019-10-07
8256,2020-04-23,2020-06-23,11.2015448,2020-06-26
8256,2021-07-16,2021-08-04,10.0372792,2021-08-10
8256,2021-08-17,2021-08-20,110.430596,2021-08-25
8260,2021-10-01,2021-10-13,0.7518208,2021-10-18
8462,2016-12-08,2016-12-12,45.7109476,2016-12-20
8518,2016-12-05,2016-12-14,19.7267884,2016-12-27
8562,2020-09-17,2020-10-02,1.5747022,2020-10-07
8704,2017-06-29,2017-07-19,44.0143,2017-07-24
8704,2019-11-25,2019-12-06,4.1326116,2019-12-11
8705,2018-06-06,2018-06-14,5.8398206,2018-06-19
8746,2022-03-07,2022-03-23,1.334827842,2022-03-28
8746,2024-02-26,2024-03-08,4.1623438632,2024-03-13
8746,2026-01-19,2026-02-04,1.9607262,2026-02-09
8848,2019-02-25,2019-03-13,50.7340678,2019-03-22
8891,2017-06-06,2017-06-21,1.3372976,2017-06-26
8927,2017-09-13,2017-10-03,7.7082464,2017-10-06
8946,2019-07-12,2019-07-18,5.4432986,2019-07-23
8946,2023-03-01,2023-03-09,1.6445164,2023-03-14
9127,2021-08-23,2021-09-06,3.171416,2021-09-09
9130,2026-03-23,2026-04-01,10.047161,2026-04-06
9227,2022-11-17,2022-12-08,47.738426,2022-12-13
9233,2017-07-18,2017-08-01,1.1842058,2017-08-04
9235,2024-02-15,2024-03-08,14.493027,2024-03-13
9235,2024-05-15,2024-05-27,9.6701468,2024-05-30
9235,2025-05-07,2025-05-23,14.6679736,2025-05-28
9235,2025-06-11,2025-06-20,19.306779,2025-06-25
9241,2023-09-15,2023-09-20,5.1945532,2023-09-22
9244,2024-02-26,2024-03-01,3.580714,2024-03-13
9250,2022-03-16,2022-04-08,13.170082,2022-04-20
9254,2022-10-06,2022-10-18,0.9287518,2022-10-21
9254,2023-03-27,2023-03-29,61.506407,2023-04-03
9254,2023-08-02,2023-08-04,10.8244422,2023-08-08
9256,2026-07-01,2026-07-08,7.64215,2026-07-24
9263,2020-01-08,2020-01-24,5.9322466,2020-01-29
9265,2020-01-20,2020-01-30,0.9498326,2020-02-04
9268,2021-08-25,2021-09-15,1.44289008,2021-09-21
9271,2021-03-08,2021-03-15,0.3514004,2021-03-18
9271,2025-08-25,2025-09-09,0.4888448,2025-09-29
9307,2017-10-20,2017-10-27,7.0445858,2017-12-04
9307,2018-01-15,2018-01-25,84.8050168,2018-01-30
9327,2023-10-13,2023-10-19,3.0091888,2023-10-24
9348,2023-06-06,2023-06-12,23.4760878,2023-06-23
9353,2023-04-21,2023-05-02,0.6223822,2023-05-17
9353,2025-10-27,2025-10-29,6.370775,2025-11-04
9360,2020-10-05,2020-10-20,2.252008,2020-10-23
9363,2023-04-21,2023-04-27,1.5964588,2023-05-12
9377,2016-10-13,2016-11-02,5.09525,2016-11-08
9419,2023-12-07,2023-12-12,9.403546,2023-12-21
9421,2016-10-26,2016-11-07,3.9788928,2016-11-10
9424,2018-06-11,2018-06-20,22.912684,2018-06-25
9424,2019-06-14,2019-06-24,23.4634852,2019-06-27
9425,2018-08-24,2018-09-07,2.0417954,2018-09-12
9425,2020-09-09,2020-09-17,6.8137238,2020-09-24
9425,2023-09-13,2023-09-22,1.635742,2023-09-27
9425,2025-09-11,2025-09-19,18.3836616,2025-10-09
9439,2022-04-14,2022-04-21,1.412318,2022-04-26
9552,2022-08-10,2022-09-05,42.03253806,2022-09-16
9553,2023-03-01,2023-03-20,11.5997127,2023-03-30
9560,2023-01-27,2023-02-17,0.8051259,2023-02-24
9610,2020-12-30,2021-01-15,2.3165862,2021-02-04
9625,2019-12-04,2020-01-21,4.763309,2020-01-24
9633,2016-12-01,2016-12-13,4.331412,2016-12-16
9674,2016-12-06,2016-12-14,0.946936,2016-12-19
9685,2018-11-28,2018-12-17,2.9655796,2018-12-20
9691,2020-01-15,2020-01-30,5.696425,2020-02-04
9698,2018-04-03,2018-04-24,1.8574596,2018-04-27
9702,2017-06-01,2017-06-12,4.2909626,2017-06-15
9704,2024-03-08,2024-03-27,2.6854556,2024-04-01
9764,2017-09-13,2017-10-06,3.806906,2017-10-12
9820,2018-08-16,2018-10-15,17.2715,2018-10-16
9827,2019-02-21,2019-03-08,0.3799748,2019-03-13
9827,2022-03-02,2022-03-23,1.8922806,2022-03-28
9876,2020-06-18,2020-06-30,3.3887124,2020-07-09
9878,2019-05-23,2019-05-31,4.3196474,2019-06-05
9878,2020-10-28,2020-11-16,4.3305294,2020-11-19
9878,2025-06-30,2025-07-22,4.6766468,2025-07-25
9888,2017-05-12,2017-05-16,3.8764472,2017-05-19
9969,2019-01-29,2019-02-01,3.3871884,2019-02-12
9972,2016-11-09,2016-11-22,2.667351,2016-12-01
9980,2017-05-24,2017-06-20,4.244329,2017-06-23
9980,2017-07-04,2017-07-18,5.551955,2017-07-21
