n1,n2,e1,e1_pf,e2,e2_pf,e3,e3_pf,e4,e4_pf,total,design,oos,win_years,worst_year,worst_month,ex3,pf1,avg1,gain,atr,dev,vr,rng,tov,rank,n_cand
2529,995,7345995.844937881,1.611942969911619,12193329.471889116,1.4286785883539284,4129289.814673,1.4487708513511206,6343178.33365,1.5634615984476388,30011793.46515,19539325.316827,10472468.148323,24,-128802.6645924999,-593329.9999999999,28988126.802449998,1.5210002668889984,1.0840712139978073,7.0,6.0,12.0,10.0,5.0,500000000.0,ATRのみ,5064
2529,1002,6757934.274928152,1.5499250803749125,12340216.85474746,1.4174955835313734,4269162.051641,1.4569745029321841,4990724.999577001,1.4183276032971028,28358038.180893615,19098151.12967561,9259887.051218001,24,-143552.66441049994,-1099010.00024,27334371.518193614,1.4685904427282146,1.02464380109173,7.0,6.0,12.0,10.0,5.0,500000000.0,前日比のみ,5064
2529,1002,6919421.203828846,1.563800292059992,11694255.381065443,1.3876595769556286,4108303.725502,1.4340269810917337,5101324.998901,1.4155397287342522,27823305.309297286,18613676.58489429,9209628.724403001,24,-143552.66441049994,-890100.0,26799638.646597285,1.4304354266348136,0.9800914769714191,7.0,6.0,12.0,10.0,5.0,500000000.0,乖離×ATR×前日比,5064
1803,596,4239647.563187953,1.6103755461906033,12211260.936182952,1.6513786208186814,3067072.506817,1.5169261091431676,3761403.3328010007,1.4135796293440508,23279384.338988908,16450908.499370905,6828475.839618001,23,-128987.5,-642816.666648,22344584.338988908,1.5742895228501879,1.1906265722630194,7.0,6.0,12.0,10.0,5.0,1000000000.0,乖離×ATR(現行),3237
1803,597,4464060.062922954,1.6555319723389397,10253656.469135784,1.5135007012658572,2874921.674594,1.481006289456178,3265583.3328810004,1.341919046575268,20858221.539533738,14717716.532058738,6140505.007475,22,-144287.5,-609150.0,19946221.539533738,1.4625029906447526,1.0138807242590393,7.0,6.0,12.0,10.0,5.0,1000000000.0,乖離のみ,3237
1803,589,4410397.562675954,1.6501847535396814,12028280.706528232,1.6563316863462882,2844056.0314889997,1.478530940617717,3271836.6672060005,1.3541542865104927,22554570.967899185,16438678.269204184,6115892.698695,22,-188508.96851099998,-420600.0,21619770.967899185,1.5822982473095486,1.1731450849804888,7.0,6.0,12.0,10.0,5.0,1000000000.0,ATRのみ,3237
1803,596,3967502.286973509,1.5585649129827013,11253706.644864254,1.58359066799342,2862526.6722569996,1.467185205399309,3074316.666317,1.3308996191927915,21158052.270411763,15221208.931837764,5936843.338574,22,-261451.99961499972,-652750.00024,20223252.270411763,1.5023825434724034,1.0786482351065463,7.0,6.0,12.0,10.0,5.0,1000000000.0,前日比のみ,3237
1803,596,4481755.890122954,1.6603377861495456,11411833.787805904,1.5838535824670221,2948701.6722569996,1.4956028119366636,3262216.665641,1.3460693188654704,22104508.01582686,15893589.677928858,6210918.337897999,22,-122885.3337049997,-671750.0,21169708.01582686,1.5488830209677678,1.1596524578563594,7.0,6.0,12.0,10.0,5.0,1000000000.0,乖離×ATR×前日比,3237
2665,1133,8901836.68781377,1.7138379975969191,9920639.61412413,1.2921610808187811,5674351.670353,1.5741563854930614,6553033.331605,1.5358301727163985,31049861.303895902,18822476.3019379,12227385.001958001,25,-236365.00044000012,-559000.00055,29977394.6411959,1.4658739121980364,1.0551431446048436,7.0,6.0,12.0,10.0,8.0,300000000.0,乖離×ATR(現行),5468
2665,1126,8603955.805358967,1.675061169809318,8834499.51216175,1.2515687125451342,5513769.16821,1.541535457733569,5303366.665485,1.4113129746458768,28255591.151215717,17438455.317520715,10817135.833695,24,-467754.07558212784,-1149600.0,27186124.488515716,1.4012747813971518,0.9415963777996399,7.0,6.0,12.0,10.0,8.0,300000000.0,乖離のみ,5468
2665,1124,8572993.693251858,1.6787258337503235,10305229.495989077,1.3130078235657818,5800525.256013,1.5968148159099007,6238416.666068001,1.515470093399155,30917165.111321934,18878223.189240932,12038941.922081001,23,-262665.00044000015,-441261.1106688871,29844698.448621932,1.4738928289046829,1.0324742536676228,7.0,6.0,12.0,10.0,8.0,300000000.0,ATRのみ,5468
2665,1132,8317161.193321841,1.6502688660688578,11107019.472687539,1.3306389967085124,5641573.332629,1.557778715403895,5941749.998993,1.4829558924566633,31007503.997631382,19424180.66600938,11583323.331622,24,-261165.00044000015,-845516.667813337,29935037.33493138,1.481698997799077,1.072485668221238,7.0,6.0,12.0,10.0,8.0,300000000.0,前日比のみ,5468
2665,1131,8901239.097909588,1.7061610006299868,9350581.035369236,1.2679908674691647,5607181.667665,1.551279842487902,5648849.998793,1.4387836873679214,29507851.799736828,18251820.133278824,11256031.666458,23,-261165.00044000015,-912300.00022,28435385.137036826,1.4210747871482217,0.9897286166045586,7.0,6.0,12.0,10.0,8.0,300000000.0,乖離×ATR×前日比,5468
2282,847,6993176.221877923,1.695774712399425,10419950.912859946,1.3722781723774515,4628261.92647,1.603399395957908,5852533.3313730005,1.5447468643349156,27893922.392580867,17413127.13473787,10480795.257843,23,-84074.99999999997,-875700.00055,26870255.729880866,1.5124752033694726,1.1286704327802997,7.0,6.0,12.0,10.0,8.0,500000000.0,乖離×ATR(現行),4245
2282,846,6308694.665173654,1.610861737469638,9235048.922569383,1.3194047730728504,4434277.501982,1.5556507205338275,4601466.665253,1.3958097679278818,24579487.75497804,15543743.587743036,9035744.167235,22,-84074.99999999997,-818600.00022,23563021.092278037,1.4150465669049246,0.960197358332103,7.0,6.0,12.0,10.0,8.0,500000000.0,乖離のみ,4245
2282,844,7065062.401189511,1.7029217725968364,11071747.808636446,1.40777400058035,4624441.922362,1.6028738618383118,5588316.665778,1.518214850406706,28349568.79796596,18136810.209825955,10212758.58814,23,-67050.00000000004,-492079.9999999999,27325902.135265958,1.5396038611289096,1.1572100046664446,7.0,6.0,12.0,10.0,8.0,500000000.0,ATRのみ,4245
2282,845,6638329.959796548,1.6558918174805595,11884328.526767459,1.4270599362381509,4586273.3324609995,1.5811307023746717,4628749.998993,1.4083092344158865,27737681.818018004,18522658.486564007,9215023.331454,23,-60516.6660825,-1063250.00024,26714015.155318003,1.5203932979078234,1.1549286815962587,7.0,6.0,12.0,10.0,8.0,500000000.0,前日比のみ,4245
2282,846,6743771.056634743,1.6580356443020636,10726958.718309443,1.378118389539658,4647165.0008620005,1.589178555114287,4493949.9985030005,1.3821716446006536,26611844.774309184,17470729.774944186,9141114.999365002,23,-74450.00000000003,-832450.00024,25588178.111609183,1.4565594691373804,1.062231606997036,7.0,6.0,12.0,10.0,8.0,500000000.0,乖離×ATR×前日比,4245
1618,485,4233440.685872082,1.753450099570799,11449542.777839031,1.6567409994107176,3529486.662728,1.7658225661565532,2892549.998113,1.3316922604879262,22105020.12455211,15682983.463711113,6422036.660840999,23,-158550.00000000003,-503416.6668879999,21170220.12455211,1.5891048849790876,1.2418595763293128,7.0,6.0,12.0,10.0,8.0,1000000000.0,乖離×ATR(現行),2701
1618,492,4316053.186222082,1.7692329647170253,9879701.341390245,1.5392711683005194,3390649.162728,1.7318391419416403,2798083.331993,1.310327490315532,20384487.022333328,14195754.527612327,6188732.494721,23,-158550.00000000003,-564150.0,19472487.022333328,1.5074966818927817,1.124002947473433,7.0,6.0,12.0,10.0,8.0,1000000000.0,乖離のみ,2701
1618,480,4424069.852240082,1.8112859418593508,11500079.215364309,1.6714644714114615,3373186.663208,1.7226111245765046,2724583.332518,1.3136036555838329,22021919.06333039,15924149.06760439,6097769.9957260005,24,-158550.00000000003,-431800.0,21087119.06333039,1.6339801027316674,1.298089072801882,7.0,6.0,12.0,10.0,8.0,1000000000.0,ATRのみ,2701
1618,486,3992107.9094526367,1.6949802820158881,10776651.519703716,1.6017208214445084,3296061.663208,1.6810041247729612,2665016.6657330003,1.3063067376933717,20729837.75809735,14768759.429156352,5961078.328941001,23,-158550.00000000003,-653850.00024,19795037.75809735,1.5542904681239444,1.205256639700302,7.0,6.0,12.0,10.0,8.0,1000000000.0,前日比のみ,2701
1618,488,4537382.346722081,1.8314045146437115,10955186.993725367,1.610078225849629,3528386.663208,1.7589311528881904,2833816.665243,1.3193146796657436,21854772.66889845,15492569.340447448,6362203.328451,23,-158550.00000000003,-616000.00024,20919972.66889845,1.616542720009304,1.307737367365848,7.0,6.0,12.0,10.0,8.0,1000000000.0,乖離×ATR×前日比,2701
2543,1063,7280529.081913177,1.5596184247048877,9664621.773072459,1.2998374082930493,3962467.064038,1.4236679816099183,5620466.666728,1.5211035601437102,26528084.585751634,16945150.854985636,9582933.730766,24,-490482.86003028747,-629379.9999999999,25455617.923051633,1.418007169418033,0.9402060157089436,7.0,6.0,16.0,4.0,3.0,300000000.0,乖離×ATR(現行),5202
2543,1055,7466909.800593267,1.568773566874374,7991390.004963078,1.2384750833671463,3515187.892808,1.359444296756004,4902733.3328680005,1.4392821890984497,23876221.031232342,15458299.805556346,8417921.225676,23,-1849999.0736611274,-798700.0,22806754.36853234,1.366428530771308,0.8487372904956627,7.0,6.0,16.0,4.0,3.0,300000000.0,乖離のみ,5202
2543,1055,7328378.960327938,1.5564646055960034,10840066.709966678,1.3536095323653077,4007220.64813,1.4321747728621599,6046950.000112001,1.5765149494579365,28222616.318536617,18168445.670294616,10054170.648242,24,-94885.9977325,-504129.9999999999,27150149.655836616,1.4748724563387015,1.0332147137641732,7.0,6.0,16.0,4.0,3.0,300000000.0,ATRのみ,5202
2543,1061,6862833.112964346,1.5140364817650205,10091886.82321853,1.3156020942660271,3626179.5547480006,1.3738848831234054,5325050.000838,1.4970465292568667,25905949.491768878,16954719.936182875,8951229.555586,23,-266482.94517599966,-843743.3347666741,24833482.829068877,1.37910779968255,0.8594834388723809,7.0,6.0,16.0,4.0,3.0,300000000.0,前日比のみ,5202
2543,1059,6995547.463151403,1.526820546241809,9712068.191757228,1.29694800433574,3498512.8936680006,1.3564121543635552,5679799.999858,1.5231808923129453,25885928.54843463,16707615.654908631,9178312.893526,23,-633239.7491810677,-839683.334526674,24813461.88573463,1.37885581956026,0.8876661507054995,7.0,6.0,16.0,4.0,3.0,300000000.0,乖離×ATR×前日比,5202
2195,811,6267079.803676026,1.5958337593551188,8973313.34235985,1.326301156754947,3236275.3971710005,1.429582295074881,5186266.666728,1.5310043789409513,23662935.209934875,15240393.146035876,8422542.063899001,23,-617304.9259165976,-693829.9999999999,22646468.547234874,1.4204546765730761,0.9549628568881889,7.0,6.0,16.0,4.0,3.0,500000000.0,乖離×ATR(現行),4129
2195,808,6038455.681838979,1.56628939477952,7694312.46259667,1.2715227140893213,2996131.2260040008,1.3859498463073652,4700183.3328680005,1.4641063915646022,21429082.703307647,13732768.144435648,7696314.558872001,23,-1306102.4749514377,-811950.0,20412616.040607646,1.3780520323810164,0.8731275964446344,7.0,6.0,16.0,4.0,3.0,500000000.0,乖離のみ,4129
2195,808,6745079.689103287,1.6452486208113,9906533.922811069,1.3720342396589218,3305312.3145740004,1.4426057601501892,5696133.333912,1.6053555426971562,25653059.26040036,16651613.611914355,9001445.648486,24,-107802.6648025,-629229.9999999999,24629392.597700357,1.506682683394071,1.1039625947325804,7.0,6.0,16.0,4.0,3.0,500000000.0,ATRのみ,4129
2195,815,6137022.012408001,1.5749277765481502,9159812.259819744,1.332320068637353,3187089.8109600004,1.4174874517017721,4877100.000348,1.501847891718574,23361024.083535746,15296834.272227746,8064189.811308,23,-122552.66462050006,-1023210.0004799999,22337357.420835745,1.4086391287520728,0.925052492568741,7.0,6.0,16.0,4.0,3.0,500000000.0,前日比のみ,4129
2195,814,6176369.7761142505,1.5811293633013515,9343353.92425173,1.3354300975549662,3238448.1498800004,1.420706398476033,5172649.999858,1.5250204268933993,23930821.85010398,15519723.70036598,8411098.149738,23,-299797.14917137765,-975100.00024,22907155.18740398,1.4228759941552582,0.9736786045357219,7.0,6.0,16.0,4.0,3.0,500000000.0,乖離×ATR×前日比,4129
1593,468,4121398.752446953,1.6782659046692014,9637399.093376748,1.5542541316786656,2271630.0058510005,1.4572441345283835,3293183.334148,1.4214303694119645,19323611.1858227,13758797.845823701,5564813.339999001,22,-332569.994149,-613300.00024,18411611.1858227,1.5176601340393527,1.108073678890396,7.0,6.0,16.0,4.0,3.0,1000000000.0,乖離×ATR(現行),2701
1593,477,4261432.590131953,1.7067300120066065,8540859.595160138,1.4694565786140639,2193112.508668,1.4383516016820164,3199200.0002880003,1.39370488975943,18194604.69424809,12802292.185292091,5392312.508956,22,-352049.991332,-682979.9999999999,17282604.69424809,1.443114812387371,0.9929861716715923,7.0,6.0,16.0,4.0,3.0,1000000000.0,乖離のみ,2701
1593,464,4164115.4188149534,1.6899093549087612,10273057.194104027,1.6041600305983827,2221505.838123,1.4477024387958635,3399166.668148,1.442893936047994,20057845.119189978,14437172.61291898,5620672.506271,22,-475856.66187699995,-431800.0,19123045.119189978,1.5641694035688656,1.1825797091086543,7.0,6.0,16.0,4.0,3.0,1000000000.0,ATRのみ,2701
1593,482,3767296.974286954,1.5886825899053476,9581516.913163608,1.5425052887565378,1979417.506331,1.3818226908431293,3151066.667768,1.4135429953249092,18479298.06154956,13348813.88745056,5130484.174099,22,-615869.993669,-674059.9999999999,17544498.06154956,1.506700196830806,1.0848905673700624,7.0,6.0,16.0,4.0,3.0,1000000000.0,前日比のみ,2701
1593,475,4135428.412631954,1.6763727678194282,9618870.245035257,1.5384386113688908,2180392.506331,1.4361720614054705,3466416.667278,1.450899370914078,19401107.831276212,13754298.657667212,5646809.173609,22,-505869.993669,-731329.9999999999,18466307.831276212,1.5273939464806972,1.1338802739831486,7.0,6.0,16.0,4.0,3.0,1000000000.0,乖離×ATR×前日比,2701
2510,1043,7246702.831944177,1.5767545453147707,8737696.77499896,1.270747648281889,4156992.064038,1.4504874225124595,5565516.665898,1.5252642987821725,25706908.336879138,15984399.606943136,9722508.729936,23,-1048582.8605802874,-757161.113348894,24634441.674179137,1.4034942530609635,0.9112019603754931,7.0,6.0,16.0,4.0,5.0,300000000.0,乖離×ATR(現行),5056
2510,1034,7576471.939377047,1.60290601992054,6939206.674185578,1.2064300973971143,3754512.8928080006,1.3900182097965557,4740433.332038,1.4312470908036337,23010624.838408623,14515678.613562625,8494946.224846002,23,-2371249.0736611276,-1099700.0,21941158.17570862,1.3484286673376664,0.8096350438823842,7.0,6.0,16.0,4.0,5.0,300000000.0,乖離のみ,5056
2510,1037,7172695.565767534,1.5631763230500442,10110608.380709175,1.3308672061237474,4112670.64813,1.4496086820951293,5905899.999282001,1.5688349089616416,27301874.59388871,17283303.94647671,10018570.647412,24,-115885.9975224999,-494029.9999999999,26229407.93118871,1.4608300411565707,1.0021708783774936,7.0,6.0,16.0,4.0,5.0,300000000.0,ATRのみ,5056
2510,1040,6694948.884703941,1.5158067654733174,9391645.15908103,1.2942596675974403,3796404.554748,1.3979270958609507,5386850.000008,1.5140426521181625,25269848.59854097,16086594.043784972,9183254.554756,23,-462754.7479330519,-865943.3347666741,24197381.935840968,1.3685003826315165,0.8349779686946569,7.0,6.0,16.0,4.0,5.0,300000000.0,前日比のみ,5056
2510,1040,7070155.234880997,1.5547001226554373,8936443.194979727,1.274115401421848,3663537.8936680006,1.379133658710127,5679299.999028,1.532169121980695,25349436.322556727,16006598.429860724,9342837.892696,23,-1078139.7485010675,-924283.334526674,24276969.659856725,1.3704255532060534,0.869040252157896,7.0,6.0,16.0,4.0,5.0,300000000.0,乖離×ATR×前日比,5056
2168,794,6181457.721117025,1.6042834075848333,8220813.345352348,1.2983698118516178,3472800.397171,1.470534731038221,5164316.665898,1.540435091324629,23039388.12953838,14402271.066469373,8637117.063069,23,-1187754.9254865975,-792300.00055,22022921.46683838,1.4102892698778802,0.9357514849211356,7.0,6.0,16.0,4.0,5.0,500000000.0,乖離×ATR(現行),4012
2168,791,5969217.821412759,1.576730586148686,6861179.13181917,1.2414839184508168,3258096.2264800007,1.4281331638057728,4573283.332038,1.4602933899465766,20661776.511749927,12830396.953231929,7831379.558518001,23,-1666452.4751714375,-818400.0,19645309.849049926,1.3648332137745403,0.8423809102642824,7.0,6.0,16.0,4.0,5.0,500000000.0,乖離のみ,4012
2168,793,6525600.461232882,1.639263878596421,9399583.92689357,1.354525355818432,3420762.314574,1.465863184504104,5555083.333082,1.5971142599090737,24901030.035782453,15925184.388126452,8975845.647656,24,-128802.6645924999,-619129.9999999999,23877363.37308245,1.4957798332173637,1.078654310500703,7.0,6.0,16.0,4.0,5.0,500000000.0,ATRのみ,4012
2168,798,5885729.450767597,1.5595940395033332,8303745.595792244,1.3004522337208697,3361714.8109600004,1.4496809613404593,4932599.9995180005,1.519856737177217,22483789.857037842,14189475.04655984,8294314.810478001,23,-325603.81597936177,-1045410.0004799999,21460123.19433784,1.3888361593590315,0.8841908295863948,7.0,6.0,16.0,4.0,5.0,500000000.0,前日比のみ,4012
2168,800,6058569.214533847,1.5854056743331235,8777070.59426423,1.3161053840970747,3400273.14988,1.4506870144297335,5156449.999028001,1.5333532157132488,23392362.95770608,14835639.808798077,8556723.148908,23,-578997.1486013775,-1059700.00024,22368696.295006078,1.4133532493579812,0.954876445450417,7.0,6.0,16.0,4.0,5.0,500000000.0,乖離×ATR×前日比,4012
1569,454,3698078.753842953,1.6088198094894341,9466965.760086747,1.5467846262930587,2530570.006817,1.5310087553308127,3211433.333318,1.4181798848248772,18907047.854064703,13165044.5139297,5742003.340135001,22,-335529.993183,-680750.00024,17995047.854064703,1.5098036149091651,1.0985619034773795,7.0,6.0,16.0,4.0,5.0,1000000000.0,乖離×ATR(現行),2617
1569,463,3872057.9202779536,1.6415164874576516,8455926.261220139,1.468723996005765,2452052.5096340002,1.510781490785149,3012499.999458,1.376074386876805,17792536.69059009,12327984.181498092,5464552.509092,22,-355009.99036600004,-650979.9999999999,16880536.69059009,1.4340345019139054,0.974188497442117,7.0,6.0,16.0,4.0,5.0,1000000000.0,乖離のみ,2617
1569,451,3769695.420210954,1.6246551149072437,10176373.861904029,1.6028585724374553,2406145.839089,1.5055444234837196,3225516.6673180005,1.4250448589046012,19577731.788521983,13946069.282114983,5631662.506407,22,-478816.660911,-431800.0,18642931.788521983,1.5549263396313069,1.1659674937857758,7.0,6.0,16.0,4.0,5.0,1000000000.0,ATRのみ,2617
1569,470,3365155.6424329537,1.5243032250209945,9403533.579113606,1.5349925366133572,2158557.507297,1.4328258127369375,3069166.6669380004,1.4096655715734363,17996413.39578156,12768689.22154656,5227724.174235,21,-624329.9927030001,-640700.0004799999,17061613.39578156,1.4893658625414374,1.057497549736947,7.0,6.0,16.0,4.0,5.0,1000000000.0,前日比のみ,2617
1569,463,3789587.080777954,1.62163856203439,9461020.245645257,1.532511909439862,2365032.507297,1.4930820937585925,3384816.6664480004,1.4479413653594149,19000456.50016821,13250607.326423211,5749849.173745001,22,-508829.992703,-689829.9999999999,18065656.50016821,1.5325761117383867,1.1443963268020025,7.0,6.0,16.0,4.0,5.0,1000000000.0,乖離×ATR×前日比,2617
2277,870,6919052.397227652,1.6651831776688428,6994834.277592332,1.227407725306477,4071564.1701480006,1.5071149949084999,4906033.33121,1.4847244336865808,22891484.176177986,13913886.674819984,8977597.501358,24,-987157.8606712876,-676800.00055,21819017.513477985,1.3873452909404487,0.8997550931400383,7.0,6.0,16.0,4.0,8.0,300000000.0,乖離×ATR(現行),4285
2277,870,6914671.5122528495,1.6622968476134667,5807279.175033952,1.1831403182508575,3807801.6696680007,1.4578912243452473,4001383.33115,1.3753085453618656,20531135.6881048,12721950.687286802,7809185.000818001,24,-1762454.0755121277,-1122700.0,19461669.0254048,1.3342999300191045,0.8013321192823953,7.0,6.0,16.0,4.0,8.0,300000000.0,乖離のみ,4285
2277,865,6644576.07082174,1.6258480984429378,8630674.772090333,1.296942574153049,4152871.088960001,1.5249902537002271,5014116.66521,1.5003118144566823,24442238.59708207,15275250.842912072,9166987.75417,24,-160525.0004400001,-461149.99952,23369771.93438207,1.4321018857981738,0.9757357015038104,7.0,6.0,16.0,4.0,8.0,300000000.0,ATRのみ,4285
2277,874,6442587.344447535,1.6041041892263297,8337089.3289634045,1.2747476035295866,3765355.8355680006,1.452277203145686,4956399.99912,1.4943752233724514,23501432.50809894,14779676.67341094,8721755.834688,24,-255361.41447405188,-855500.00022,22428965.84539894,1.3924327058453057,0.9127740445949823,7.0,6.0,16.0,4.0,8.0,300000000.0,前日比のみ,4285
2277,877,6776846.472589472,1.6456742777848052,7199099.030423103,1.232260027558281,3945114.169028,1.4747756894806174,4706549.99814,1.4504356923764163,22627609.670180574,13975945.503012575,8651664.167167999,24,-933803.0822420677,-834583.334766674,21555143.007480573,1.3649588909161334,0.8769538759267687,7.0,6.0,16.0,4.0,8.0,300000000.0,乖離×ATR×前日比,4285
1962,655,5682643.373437922,1.6593937101897724,7332826.6823963495,1.2844486061040794,3791849.42636,1.6190519377400394,4498233.33121,1.495177462258748,21305552.81340427,13015470.055834271,8290082.75757,23,-356304.92632159765,-770300.00055,20289086.15070427,1.4135665025463406,0.9577630017176549,7.0,6.0,16.0,4.0,8.0,500000000.0,乖離×ATR(現行),3403
1962,661,5267103.481308655,1.5989420704848607,6327004.13513317,1.2396973058054774,3482985.00344,1.544433117088562,3865683.3311500004,1.4020478453408083,18942775.951031826,11594107.616441824,7348668.334590001,23,-848632.4764764378,-753200.00022,17926309.288331825,1.3599419008925604,0.8554387857269459,7.0,6.0,16.0,4.0,8.0,500000000.0,乖離のみ,3403
1962,660,5839683.720874511,1.6772527728027344,8382336.153405349,1.335231048866679,3684629.4222520003,1.600797000134418,4734116.66521,1.5293192477453952,22640765.961741857,14222019.87427986,8418746.087462,24,-83725.0,-517879.9999999999,21617099.299041856,1.4939556630303923,1.1027185431667617,7.0,6.0,16.0,4.0,8.0,500000000.0,ATRのみ,3403
1962,664,5380198.442955993,1.6104852675867898,7900777.267572245,1.3041501741927233,3499541.0917800004,1.550965452453546,4449349.99863,1.4919951566629654,21229866.800938237,13280975.710528238,7948891.090410001,24,-82225.0,-1023850.0004799999,20206200.138238236,1.4188494055375875,0.9753427144761236,7.0,6.0,16.0,4.0,8.0,500000000.0,前日比のみ,3403
1962,666,5490621.540569742,1.6235446184920828,7781262.26433823,1.298950568392653,3721749.4252400002,1.5894951180942267,4365849.99814,1.465825652464622,21359483.228287973,13271883.804907972,8087599.4233800005,23,-82225.0,-988700.0004799999,20335816.56558797,1.4212290772480958,0.9983456992260339,7.0,6.0,16.0,4.0,8.0,500000000.0,乖離×ATR×前日比,3403
1403,372,3756892.6832270813,1.783305908288553,8925853.256896537,1.5620196166762879,2793707.497768,1.7461920260147765,2516149.9986300003,1.351241813220027,17992603.43652162,12682745.940123618,5309857.496398,24,-114850.0,-577850.0004799999,17080603.43652162,1.5245358042054156,1.1426088660869396,7.0,6.0,16.0,4.0,8.0,1000000000.0,乖離×ATR(現行),2221
1403,384,3777505.183577081,1.7822843192011988,8197839.596196136,1.5000604615149709,2763169.997768,1.7355209056832706,2339399.9985700008,1.3082910714553637,17077914.776111215,11975344.779773217,5102569.9963380005,24,-114850.0,-649049.99877,16165914.776111215,1.473004287791735,1.0728546469847284,7.0,6.0,16.0,4.0,8.0,1000000000.0,乖離のみ,2221
1403,374,3821759.349595081,1.8001141231843292,9668469.693863817,1.6221948012851761,2675007.498248,1.7033473327254884,2579383.33263,1.3647636129431853,18744619.8743369,13490229.043458898,5254390.830878001,25,-114850.0,-431800.0,17809819.8743369,1.5936747977701042,1.2563722556719097,7.0,6.0,16.0,4.0,8.0,1000000000.0,ATRのみ,2221
1403,383,3451702.9057020815,1.6814458550267577,9030030.250429608,1.5572041588262766,2395232.4982479997,1.5988152361971366,2489816.66605,1.3558414459440298,17366782.32042969,12481733.156131689,4885049.164298,23,-154430.00175200007,-661800.0004799999,16431982.32042969,1.5297650633672186,1.160939029649213,7.0,6.0,16.0,4.0,8.0,1000000000.0,前日比のみ,2221
1403,382,3857634.3440770814,1.7986240005670004,9009625.248681257,1.5549628119953227,2740107.4982479997,1.7218688032908736,2671716.66556,1.3735317075810753,18279083.75656634,12867259.592758339,5411824.163807999,24,-114850.0,-626950.0004799999,17344283.75656634,1.5761061229816677,1.2519108727762127,7.0,6.0,16.0,4.0,8.0,1000000000.0,乖離×ATR×前日比,2221
2663,1151,7501014.000258747,1.5365737036539213,10568528.89586765,1.3146231086697513,5725039.564137,1.577547972446793,6277366.666728,1.5394826931057781,30071949.126991395,18069542.896126397,12002406.230865,25,-111302.66455050012,-569861.1131088941,28999482.464291394,1.443090449577581,1.0017979501165182,7.0,6.0,16.0,6.0,3.0,300000000.0,乖離×ATR(現行),5625
2663,1147,7582382.220024462,1.5337788839073805,9749153.792777268,1.282914165160922,5401215.391349999,1.531065457362895,5666383.333358001,1.4716372319625037,28399134.737509735,17331536.01280173,11067598.724708,24,-773949.0742111276,-797100.0000000001,27329668.074809734,1.4128659682586355,0.9522764463266793,7.0,6.0,16.0,6.0,3.0,300000000.0,乖離のみ,5625
2663,1144,7620361.088289056,1.5451237497159556,11376897.166171368,1.354231599819099,5860843.148229,1.6061338597668844,6560250.000112001,1.5815515133849092,31418351.402801424,18997258.254460424,12421093.148341,25,-118885.9977325,-499349.99976,30345884.740101423,1.4988203723315512,1.0871088083738836,7.0,6.0,16.0,6.0,3.0,300000000.0,ATRのみ,5625
2663,1155,7021645.032257065,1.4887573722866556,11792265.542388737,1.3581147988891136,5629157.05329,1.5562780566486523,6008800.000838,1.5214938592185938,30451867.6287738,18813910.574645802,11637957.054128,24,-116102.66455050012,-961743.334956674,29379400.9660738,1.4423672624312158,0.99556149677701,7.0,6.0,16.0,6.0,3.0,300000000.0,前日比のみ,5625
2663,1146,7320153.215152598,1.5152005066492547,10914973.646046419,1.3211055440301143,5594765.392309001,1.5474041345293459,6116600.000348,1.5165836418843548,29946492.25385602,18235126.861199018,11711365.392657,25,-116102.66455050012,-760383.334716674,28874025.591156017,1.4342275695686013,1.0106181062734843,7.0,6.0,16.0,6.0,3.0,300000000.0,乖離×ATR×前日比,5625
2298,870,6181972.9874910265,1.5512408218673008,10199479.241990954,1.3603573789155892,4216547.897429001,1.525306086186896,5714616.666727999,1.5464662983853705,26312616.793638982,16381452.22948198,9931164.564157,22,-122552.66462050006,-650000.00022,25296150.13093898,1.4563550959841316,1.0267389521485655,7.0,6.0,16.0,6.0,3.0,500000000.0,乖離×ATR(現行),4424
2298,871,5727265.53320398,1.4994775385022865,9402100.027951773,1.3229309371890994,4024133.7245460004,1.4902561652014987,5155933.333358001,1.4689052220797307,24309432.619059756,15129365.561155753,9180067.057904001,22,-673252.4750714377,-820400.0,23292965.956359755,1.4173257893618325,0.9581010168174056,7.0,6.0,16.0,6.0,3.0,500000000.0,乖離のみ,4424
2298,862,6623272.872918287,1.591567511442686,10925156.489079673,1.3986325255494458,4257834.814673,1.5382954374999729,5953133.333912,1.5842381261850187,27759397.51058296,17548429.361997962,10210968.148585,23,-107802.6648025,-528700.00022,26735730.84788296,1.5159647046366964,1.1257693659493728,7.0,6.0,16.0,6.0,3.0,500000000.0,ATRのみ,4424
2298,872,5867523.530313002,1.5147941964171359,11045638.15790285,1.3896022660619247,4371665.386582,1.5449631013117717,4947450.000838,1.4628853715818566,26232277.07563585,16913161.68821585,9319115.38742,23,-122552.66462050006,-1280210.00024,25208610.41293585,1.4514112188035406,1.0247445373180408,7.0,6.0,16.0,6.0,3.0,500000000.0,前日比のみ,4424
2298,869,5952512.95992925,1.5210783836344712,10675458.155306835,1.3719405847725075,4456223.725601001,1.5488052064405018,5086549.999858,1.4660239095922407,26170744.840695083,16627971.115236085,9542773.725459002,23,-122552.66462050006,-902900.0,25147078.177995082,1.4443936059595792,1.0328326889785566,7.0,6.0,16.0,6.0,3.0,500000000.0,乖離×ATR×前日比,4424
