A,B,W,zin,H,n,mean,t,first,second,wy,ny,sum
US100Cash,US30Cash,336,1.5,6,940,-0.006062172631370729,-0.4135080253005809,-0.007777569029904848,-0.004735167870240563,4,11,-5.698442273488485
US100Cash,US30Cash,336,1.5,24,656,-0.024609933034127087,-0.7247240797127671,-0.03362300004867006,-0.017813984108723032,4,11,-16.14411607038737
US100Cash,US30Cash,336,1.5,72,438,-0.049120658495118895,-0.796657919331798,-0.11091419620440622,-0.004356835902564324,6,11,-21.514848420862076
US100Cash,US30Cash,336,2.0,6,688,-0.0006203701492454802,-0.03414655583491005,-0.020023939503688026,0.015199426501210327,5,11,-0.4268146626808904
US100Cash,US30Cash,336,2.0,24,469,0.004414805132464739,0.10366894709894636,-0.08074151144929353,0.07526752166338077,4,11,2.0705436071259626
US100Cash,US30Cash,336,2.0,72,323,-0.10163986334471779,-1.2670257140222536,-0.20501121688863924,-0.01637309714464701,3,11,-32.82967586034385
US100Cash,US30Cash,336,2.5,6,337,-0.059112876470061436,-1.8230740253878794,-0.0701312548505887,-0.04961637355645784,5,11,-19.921039370410703
US100Cash,US30Cash,336,2.5,24,237,-0.0955770342461819,-1.414010952250162,-0.0850850321692684,-0.10421275903256454,3,11,-22.65175711634511
US100Cash,US30Cash,336,2.5,72,175,-0.141162788205996,-1.2157774899120988,-0.29733583222602,-0.009648645873344242,5,11,-24.703487936049303
US500Cash,US2000Cash,24,1.5,6,2921,-0.05305184226155874,-6.2009586212322345,-0.0567065978846852,-0.050939152625283604,0,10,-154.96443124601308
US500Cash,US2000Cash,24,1.5,24,2154,-0.044385555415505755,-3.355394032841515,-0.05458678862666345,-0.038406040219569434,1,10,-95.6064863649994
US500Cash,US2000Cash,24,1.5,72,1884,-0.035238503339337035,-2.2637542172551615,-0.04255799422239095,-0.030940537757628037,2,10,-66.38934029131097
US500Cash,US2000Cash,24,2.0,6,2200,-0.04540076076827728,-4.998320152202532,-0.03438639289835035,-0.051571931418803715,0,10,-99.88167369021002
US500Cash,US2000Cash,24,2.0,24,1784,-0.03295803956549986,-2.2534452707903623,-0.035815453357141154,-0.031382734918629786,2,10,-58.79714258485174
US500Cash,US2000Cash,24,2.0,72,1598,-0.02111029840559391,-1.2369286667849442,-0.011382978623670348,-0.026459852543664366,3,10,-33.73425685213907
US500Cash,US2000Cash,24,2.5,6,1573,-0.0466354501422494,-4.356123740723987,-0.043098298706444146,-0.04851069093263253,0,10,-73.35756307375831
US500Cash,US2000Cash,24,2.5,24,1369,-0.033725790163071805,-1.9475708168592134,-0.010249892420632187,-0.04599906262018707,2,10,-46.1706067332453
US500Cash,US2000Cash,24,2.5,72,1264,-0.02198820097442273,-1.1091605162948388,0.014300631184189672,-0.04102998865716868,3,10,-27.79308603167033
US500Cash,US2000Cash,72,1.5,6,1911,-0.018475103163897475,-1.5428122601613585,0.013603980289597422,-0.03812861758350702,2,10,-35.305922146208076
US500Cash,US2000Cash,72,1.5,24,1234,-0.01841947287183866,-0.8373498369931736,0.0035160186900065815,-0.03159214808991175,4,10,-22.729629523848907
US500Cash,US2000Cash,72,1.5,72,892,-0.025322858962837817,-0.7706742603252237,-0.041715779669262994,-0.015225770121923757,4,10,-22.587990194851333
US500Cash,US2000Cash,72,2.0,6,1285,-0.06024211141501435,-4.075086541283551,-0.05364229114847511,-0.06415129863608714,0,10,-77.41111316829344
US500Cash,US2000Cash,72,2.0,24,871,-0.041637865751287646,-1.576986309304909,-0.04156776049128158,-0.04167817944510668,2,10,-36.26658106937154
US500Cash,US2000Cash,72,2.0,72,688,-0.02201984365065114,-0.5682928979157975,-0.0031987799830990745,-0.03381081734308919,3,10,-15.149652431647986
US500Cash,US2000Cash,72,2.5,6,708,-0.04391121280303054,-2.481600089807131,-0.03385637639833515,-0.050297078879915615,2,10,-31.089138664545626
US500Cash,US2000Cash,72,2.5,24,573,-0.028026807965172398,-0.8923026150513743,-0.04169826953424931,-0.019443305105041716,4,10,-16.059360964043783
US500Cash,US2000Cash,72,2.5,72,508,-0.012147196711082303,-0.2619570712964511,0.01388132225278536,-0.028498445803768434,5,10,-6.17077592922981
US500Cash,US2000Cash,168,1.5,6,1283,-0.05124442938030572,-3.337554279260045,-0.07827074494975975,-0.03398624574719331,1,10,-65.74660289493224
US500Cash,US2000Cash,168,1.5,24,866,-0.04591531243829957,-1.640158427792388,-0.025185082306348826,-0.058004788511594435,4,10,-39.76266057156743
US500Cash,US2000Cash,168,1.5,72,591,-0.06326370071589583,-1.3119162264345363,-0.03145784724014846,-0.0822612510351936,3,10,-37.388847123094436
US500Cash,US2000Cash,168,2.0,6,859,-0.04543643726975852,-2.3263892801837627,-0.020429085570083227,-0.0611905943177513,2,10,-39.02989961472257
