entry,y,ticker,pnl,yen
2022-09-30,2022,6594.T,1.2845138055222087,11057.094837935172
2022-09-30,2022,2502.T,2.134831460674154,19418.426966292103
2022-10-03,2022,8630.T,2.841558441558444,27288.906493506518
2022-10-05,2022,2282.T,-3.4120734908136483,-25931.758530183728
2022-10-05,2022,9506.T,-3.0,-29880.0
2022-10-05,2022,9502.T,-3.0,-27132.0
2022-10-07,2022,8227.T,-1.6010101010101034,-15930.050505050527
2022-10-11,2022,7182.T,-3.0,-29910.0
2022-10-12,2022,7956.T,1.6336633663366338,13108.51485148515
2022-10-13,2022,8113.T,0.06528693608408957,596.7095384213618
2022-10-19,2022,6481.T,-1.5841584158415842,-11985.742574257425
2022-10-25,2022,4613.T,-3.0,-24276.0
2022-10-25,2022,6361.T,0.949367088607595,9085.443037974685
2022-10-26,2022,2269.T,-1.1382113821138211,-10465.853658536585
2022-10-31,2022,8304.T,0.6677140612725845,5063.943440691281
2022-10-31,2022,2502.T,1.2918969353333813,12531.271083040268
2022-10-31,2022,2212.T,-3.0,-27360.0
2022-11-04,2022,1911.T,3.3986013986013925,32694.545454545394
2022-11-04,2022,4768.T,0.8948545861297539,8062.639821029083
2022-11-04,2022,9532.T,-0.1447178002894356,-1213.8929088277857
2022-11-09,2022,4151.T,-3.0,-29250.0
2022-11-09,2022,8282.T,-1.6888888888888887,-15227.02222222222
2022-11-09,2022,4912.T,1.9787985865724382,19586.148409893995
2022-11-14,2022,5019.T,-3.0,-28755.0
2022-11-14,2022,6326.T,2.730883813306852,21934.458788480635
2022-11-14,2022,8801.T,-1.3966480446927374,-13739.245810055865
2022-11-15,2022,2267.T,-3.0,-24030.0
2022-11-16,2022,5334.T,0.8058326937835764,6285.495011511895
2022-11-16,2022,7186.T,5.0,48730.0
2022-11-18,2022,3289.T,2.361111111111111,22069.305555555555
2022-11-24,2022,8630.T,2.615694164989942,25241.448692152942
2022-11-30,2022,3349.T,-1.773049645390071,-12597.517730496455
2022-12-02,2022,8804.T,-3.0,-28590.0
2022-12-05,2022,4516.T,0.2574002574002574,1992.2779922779923
2022-12-06,2022,7751.T,0.38961038961038963,3576.6233766233763
2022-12-06,2022,4578.T,0.44375416019525177,3991.1249167960946
2022-12-12,2022,2371.T,0.3170289855072464,2826.630434782609
2022-12-13,2022,9433.T,1.026539809714572,10224.336504757135
2022-12-13,2022,1928.T,1.1840465309513917,11343.165766514332
2022-12-20,2022,4768.T,-3.0,-26010.0
2022-12-20,2022,8601.T,2.6132404181184667,25455.574912891985
2022-12-20,2022,3635.T,0.8695652173913043,8017.391304347826
2022-12-21,2022,6702.T,3.1016657093624356,27077.54164273406
2022-12-23,2022,4661.T,2.8740263228579104,21618.4260005372
2022-12-23,2022,1808.T,1.36986301369863,12057.534246575342
2022-12-26,2022,6841.T,-3.0,-26304.0
2022-12-28,2022,7202.T,-1.2132822477650063,-11421.83908045977
2022-12-28,2022,9143.T,-3.0,-28095.0
2022-12-29,2022,6504.T,-0.1,-503.0
2022-12-30,2022,3197.T,-0.7133592736705577,-6604.280155642024
2023-01-04,2023,8473.T,0.4365079365079365,3845.416666666667
2023-01-05,2023,6098.T,2.132701421800948,17829.383886255924
2023-01-06,2023,9531.T,1.1377488825680617,11200.0
2023-01-06,2023,9532.T,-1.172447484123107,-9623.448949682463
2023-01-10,2023,1801.T,-1.715686274509804,-13948.529411764706
2023-01-12,2023,9433.T,-1.2355212355212355,-12046.332046332047
2023-01-12,2023,6701.T,-2.0787746170678334,-18937.636761487964
2023-01-13,2023,2269.T,2.018633540372671,19590.83850931677
2023-01-17,2023,6098.T,2.0009881422924902,16348.073122529646
2023-01-17,2023,2371.T,5.0,41620.0
2023-01-18,2023,9735.T,0.7916611690196597,5946.167040506663
2023-01-20,2023,7751.T,2.830856334041047,24016.985138004246
2023-01-20,2023,2801.T,1.040118870728083,9872.808320950964
2023-01-24,2023,9502.T,1.0276679841897234,9085.612648221346
2023-01-26,2023,8227.T,-1.5501222493887552,-12638.4567237164
2023-01-31,2023,4536.T,-0.7889546351084813,-7136.094674556214
2023-02-01,2023,3349.T,-0.7886435331230284,-5000.0
2023-02-03,2023,4204.T,2.2905027932960893,20706.14525139665
2023-02-03,2023,1878.T,-0.7142857142857143,-5442.857142857143
2023-02-06,2023,2802.T,1.9393336648433617,19378.79164594729
2023-02-08,2023,7512.T,-1.899441340782123,-18553.743016759778
2023-02-09,2023,6952.T,0.078125,701.640625
2023-02-09,2023,4307.T,-0.675219446320054,-6087.103308575287
2023-02-13,2023,4901.T,-1.2932413288854443,-11311.723255495202
2023-02-14,2023,8802.T,-0.2147239263803681,-2087.116564417178
2023-02-14,2023,7731.T,1.8775510204081631,18279.836734693876
2023-02-17,2023,4901.T,-0.4409626119997953,-3795.277008959838
2023-02-17,2023,9706.T,5.0,31500.0
2023-02-24,2023,2229.T,-0.6254598969830758,-5071.854304635762
2023-02-27,2023,9531.T,1.0575793184488838,8100.000000000001
2023-02-27,2023,9843.T,-2.2020725388601035,-20697.27979274611
2023-03-02,2023,3088.T,4.464114832535894,37082.50909090916
2023-03-03,2023,4613.T,2.2948938611589216,20022.948938611593
2023-03-03,2023,4507.T,1.998001998001998,19890.10989010989
2023-03-07,2023,4151.T,2.4947294448348556,21412.262825017566
2023-03-08,2023,4578.T,-0.41871921182266003,-3381.5763546798025
2023-03-10,2023,4613.T,-3.0,-26295.0
2023-03-14,2023,8316.T,5.0,47242.5
2023-03-14,2023,4543.T,-1.3187429854096522,-11723.625140291808
2023-03-15,2023,2664.T,1.1291779584462511,9923.215898825654
2023-03-16,2023,7203.T,-0.1694915254237288,-1535.593220338983
2023-03-17,2023,4613.T,2.219626168224299,18988.90186915888
2023-03-20,2023,4666.T,-3.0,-29025.0
2023-03-22,2023,2782.T,1.643192488262911,12496.478873239437
2023-03-22,2023,7564.T,4.725897920604915,24858.22306238185
2023-03-23,2023,7182.T,-0.9760425909494232,-8854.658385093167
2023-03-23,2023,4519.T,-0.5170316301703163,-5155.839416058394
2023-03-28,2023,3391.T,2.320185614849188,20000.0
2023-03-31,2023,2730.T,1.795472287275566,16024.590163934425
2023-03-31,2023,8282.T,2.9285099052540913,27153.143841515935
2023-04-06,2023,4768.T,2.356902356902357,21117.845117845118
2023-04-06,2023,4023.T,-0.12117651378842514,-996.0709433408547
2023-04-07,2023,6268.T,0.8210180623973727,7512.315270935961
2023-04-18,2023,7762.T,-1.0638297872340425,-10358.510638297872
2023-04-18,2023,7839.T,-1.807465618860511,-13865.06876227898
2023-04-20,2023,8174.T,2.453271028037383,20938.668224299065
2023-04-27,2023,6963.T,1.461988304093567,11282.894736842103
2023-04-27,2023,5401.T,2.255506607929507,21913.37444933913
2023-04-28,2023,2593.T,-1.0676156583629894,-8946.619217081852
2023-05-02,2023,3092.T,1.3229166666666714,12805.83333333338
2023-05-02,2023,9104.T,-3.0,-29250.0
2023-05-08,2023,5334.T,1.3188518231186968,10393.871217998449
2023-05-12,2023,8113.T,3.8923869490555236,33883.22839152833
2023-05-15,2023,4452.T,0.8847855356799386,4583.189074822082
2023-05-15,2023,1820.T,-0.7374631268436578,-5000.0
2023-05-16,2023,1662.T,-3.0,-28776.0
2023-05-17,2023,8308.T,3.085271317829454,30058.255813953456
2023-05-18,2023,1662.T,-3.0,-28248.0
2023-05-19,2023,4324.T,1.735357917570499,15843.817787418655
2023-05-19,2023,4005.T,0.23148148148148145,2299.9999999999995
2023-05-23,2023,4751.T,-3.5135135135135136,-34941.89189189189
2023-05-25,2023,9616.T,-1.1627906976744187,-9034.883720930233
2023-05-25,2023,9962.T,-2.1671826625387,-21292.569659442725
2023-05-25,2023,3086.T,1.0174418604651163,9792.877906976744
2023-05-30,2023,3291.T,-1.872340425531915,-17704.85106382979
2023-05-30,2023,5947.T,-0.775716694772344,-7016.357504215852
2023-05-31,2023,3349.T,4.459561602418746,29789.87150415722
2023-06-02,2023,4502.T,1.9727891156462583,17427.619047619046
2023-06-02,2023,3659.T,2.3095484315753185,20093.071354705273
2023-06-06,2023,6753.T,5.0,48120.0
2023-06-07,2023,9962.T,-3.329065300896287,-31190.01280409731
2023-06-08,2023,3626.T,1.8070614400889629,12974.701139838753
2023-06-09,2023,4205.T,-2.175438596491228,-18658.736842105267
2023-06-09,2023,6753.T,-1.7920273070827664,-17732.46860904539
2023-06-13,2023,1928.T,1.7407407407407407,14139.166666666664
2023-06-15,2023,4205.T,-3.040057224606581,-30090.486409155936
2023-06-19,2023,4755.T,-3.0,-29394.9
2023-06-20,2023,7181.T,1.458923512747869,14389.362606232231
2023-06-20,2023,3191.T,0.2905287623474724,2507.2632190586864
2023-06-21,2023,2593.T,-0.7135826771653544,-5787.155511811025
2023-06-22,2023,1518.T,-3.0,-29765.4
2023-06-23,2023,9005.T,-1.5895147796988287,-14269.868934746235
2023-06-26,2023,3038.T,-0.05319148936170213,-400.63829787234044
2023-06-26,2023,5021.T,0.8571428571428572,8241.42857142857
2023-06-30,2023,2206.T,-0.4266666666666667,-3174.4
2023-07-03,2023,3197.T,-0.7190265486725663,-6473.036504424778
2023-07-03,2023,2702.T,-0.35714285714285715,-2003.5714285714287
2023-07-06,2023,3861.T,0.7471264367816048,7438.390804597658
2023-07-07,2023,2670.T,2.177293934681182,16834.61897356143
2023-07-10,2023,9008.T,1.1971830985915546,11169.957746478924
2023-07-10,2023,4516.T,-0.6632277081798084,-3597.3470891672805
2023-07-11,2023,6417.T,-0.544624033731557,-4936.472241742833
2023-07-13,2023,2802.T,2.851851851851852,23027.277777777777
2023-07-13,2023,7261.T,-0.4286827747466875,-3898.012470771629
2023-07-14,2023,9532.T,0.6801125703564728,5840.8067542213885
2023-07-19,2023,3382.T,-1.1283711987046479,-11104.865152051792
2023-07-19,2023,4911.T,-0.5569700827498408,-3476.6072565245063
2023-07-26,2023,2809.T,-0.9417808219178082,-8786.81506849315
2023-07-28,2023,7013.T,4.336155275655585,42268.841627090645
2023-08-01,2023,3064.T,1.7694063926940637,15358.447488584476
2023-08-01,2023,5938.T,-3.0,-27262.5
2023-08-02,2023,9433.T,-2.652963671128107,-22438.76673040153
2023-08-04,2023,8725.T,2.9078572726721994,28787.786999454773
2023-08-04,2023,3635.T,-2.307357422725294,-21319.982585981717
2023-08-07,2023,2229.T,3.516068052930057,27852.533081285444
2023-08-09,2023,3092.T,0.44943820224719105,4388.6292134831465
2023-08-09,2023,5947.T,-1.59500693481276,-13855.02773925104
2023-08-10,2023,3626.T,-0.15128593040847202,-1017.8517397881998
2023-08-15,2023,5108.T,-1.2279765082754939,-10270.79551521623
2023-08-15,2023,8253.T,-3.0,-25692.0
2023-08-16,2023,1808.T,-0.37164093767867357,-3276.0148656375077
2023-08-17,2023,5332.T,0.4181913225300575,3214.2185049660216
2023-08-18,2023,7762.T,2.5,23512.5
2023-08-21,2023,4911.T,0.8833333333333334,5348.583333333334
2023-08-22,2023,9843.T,3.132832080200501,30291.353383458645
2023-08-25,2023,3038.T,1.6269284712482468,11694.361851332398
2023-08-30,2023,4911.T,0.35496957403651114,2108.874239350913
2023-08-31,2023,8200.T,0.9393680614859093,8788.727583262167
2023-09-04,2023,2433.T,2.563176895306859,24796.173285198554
2023-09-07,2023,6586.T,-1.7683239364428498,-14012.198872373141
2023-09-07,2023,9759.T,-1.0040160642570282,-9979.91967871486
2023-09-08,2023,6460.T,-1.5398230088495577,-13149.318584070797
2023-09-12,2023,4732.T,1.4445441932587975,14160.000000000036
2023-09-12,2023,8267.T,2.0804020100502556,20695.839195979945
2023-09-13,2023,9759.T,1.900990099009901,14428.514851485148
2023-09-15,2023,9697.T,-3.0,-26203.5
2023-09-15,2023,4716.T,-0.42381432896064586,-4175.842583249244
2023-09-19,2023,9684.T,-3.261240751280589,-28503.244166192348
2023-09-19,2023,9697.T,-3.0,-25375.5
2023-09-21,2023,6963.T,-3.0,-26224.2
2023-09-21,2023,9044.T,0.7452574525745257,6615.650406504065
2023-09-22,2023,7974.T,2.4214659685863875,14899.280104712043
2023-09-25,2023,6506.T,-3.0,-16533.0
2023-09-26,2023,6370.T,-3.138347260909935,-16881.16991643454
2023-09-27,2023,4967.T,-3.0,-20616.0
2023-09-27,2023,4568.T,3.5205992509363293,28199.999999999996
2023-09-28,2023,6465.T,-2.19115980355119,-11560.559123536077
2023-09-29,2023,9001.T,-3.0,-23208.0
