label,n,t,t1,t2,wy,ny,ann,tc2,tt3,pf,win,avg,tot,real,pbo,psd,delta,z,dirn,trail,e16-19,e20-21,e22-24,e25-26
SMA10/25/75|BB3.0|MTF1|TP20/SL20|TR0-0|both,621,0.2316179931389209,-0.06216973163223,0.3699342750340626,7,11,10.545454545453346,-0.7612194850784968,-0.11573172385021,1.0193960472193404,52.17391304347826,0.18679549114329672,115.99999999998727,0.18679549114329672,-0.9387205749007244,0.34724530952120913,1.125516066044021,3.2412707535082674,both,False,-0.04228571428570173,-0.46874999999999467,0.31479591836733384,0.9975409836064505
SMA10/25/75|BB3.0|MTF1|TP20/SL20|TR0-0|long,430,0.9794663312661885,0.8011829655781879,0.5950391765374679,7,11,36.6818181818172,0.1446401091959678,0.6211775171995336,1.1018630717964246,54.18604651162791,0.9383720930232312,403.4999999999894,0.9383720930232312,-0.30242514306742335,0.6335875372542739,1.2407972360906545,1.9583674916773068,long,False,1.7663551401869506,0.01951219512196484,0.8648648648648262,0.912903225806348
SMA10/25/75|BB3.0|MTF1|TP20/SL20|TR0-0|short,206,-1.1514170594197402,-0.9391528910145969,-0.6870972333143771,4,11,-29.609090909091265,-1.7374630578435635,-1.6087754533253797,0.8496167697848337,47.57281553398058,-1.5810679611650664,-325.7000000000037,-1.5810679611650664,-0.9974811581926171,0.9067195798472124,-0.5835868029724494,-0.6436243530450585,short,False,-2.3432432432432577,-2.2867924528302095,-1.7775510204081038,1.8666666666665142
SMA10/25/75|BB3.0|MTF1|TP20/SL20|TR5-3|both,690,0.11786566154018616,-1.5033556617390553,1.516433190360326,5,11,3.081818181812697,-1.8039845191188209,-0.18859590138830565,1.012494931996587,81.01449275362319,0.04913043478252134,33.89999999993972,0.04913043478252134,-0.9763369965455191,0.2768875065926435,1.0254674313280405,3.7035525508079594,both,True,-0.7426395939088319,-1.3664285714287492,0.4266355140187049,2.0158273381295073
SMA10/25/75|BB3.0|MTF1|TP20/SL20|TR5-3|long,481,1.129407006600673,-0.19210111944980285,1.6841522747127027,8,11,23.59090909090493,-0.5467414383132324,0.7847914730342405,1.1520745428973045,82.74428274428274,0.5395010395009447,259.4999999999544,0.5395010395009447,-0.8804630589695155,0.4846060429345042,1.4199640984704602,2.930141130457121,long,True,0.6249999999998337,-1.3043478260871095,1.0957575757574984,1.1685185185185225
SMA10/25/75|BB3.0|MTF1|TP20/SL20|TR5-3|short,217,-1.6145972430022337,-2.382276063179244,0.03577139917895166,4,11,-25.11818181818313,-2.6357385504545414,-2.097828816776397,0.7417515655668611,76.036866359447,-1.2732718894009878,-276.30000000001434,-1.2732718894009878,-1.125508239205898,0.4223606180068425,-0.14776365019508986,-0.3498518656696728,short,True,-2.767857142857387,-2.0433962264152936,-1.8265306122445792,4.967741935483904
SMA10/25/75|BB3.0|MTF1|TP15/SL15|TR0-0|both,648,-0.4814271051091311,0.30069452776762257,-0.9457120781667689,4,11,-16.790909090907814,-1.8330373566672076,-0.7898182717503361,0.9625164890918357,51.54320987654321,-0.28503086419750856,-184.69999999998555,-0.28503086419750856,-0.4962102312980985,0.4495050517499767,0.21117936710058993,0.4698042130526532,both,False,-0.3891891891891709,0.628148148148209,-0.33019801980196,-1.0380952380952477
SMA10/25/75|BB3.0|MTF1|TP15/SL15|TR0-0|long,446,0.3907600222400688,1.4155250793177776,-0.7927836008464462,5,11,11.32727272727444,-0.7295062400224124,0.03526984473712851,1.038279569892477,53.36322869955157,0.2793721973094602,124.60000000001926,0.2793721973094602,0.19459581287721012,0.6084895287603053,0.08477638443225011,0.13932266772933247,long,False,1.663636363636461,1.240697674418682,-0.08169934640519858,-1.5731958762886882
SMA10/25/75|BB3.0|MTF1|TP15/SL15|TR0-0|short,212,-1.300986843139142,-1.3171763454597085,-0.51575031204648,4,11,-25.409090909091216,-2.0966485449400216,-1.7498325127611938,0.8375661068169963,48.113207547169814,-1.3183962264151097,-279.50000000000324,-1.3183962264151097,-0.8506300311482242,0.7648360538218328,-0.46776619526688545,-0.6115901478878907,short,False,-2.7650000000000747,-0.46730769230766206,-1.4000000000000228,1.200000000000075
SMA10/25/75|BB3.0|MTF1|TP15/SL15|TR5-3|both,694,-0.08886843917389588,-1.4480558450608314,1.1324760926382287,5,11,-1.9454545454664987,-2.398264963969654,-0.41942837414649425,0.9914587906604946,77.08933717579251,-0.03083573487050642,-21.400000000131456,-0.03083573487050642,-0.961474523164122,0.3328331634488296,0.9306387882936156,2.7961119578659224,both,True,-1.0350253807109093,-0.6258741258743381,0.3632558139532925,1.3949640287769076
SMA10/25/75|BB3.0|MTF1|TP15/SL15|TR5-3|long,481,1.211105708046467,-0.28855424060436297,1.8133868233333301,7,11,21.172727272718667,-0.7937946456679308,0.8619463061562106,1.1518847006651212,79.62577962577963,0.4841995841993877,232.89999999990548,0.4841995841993877,-0.9942348017947082,0.2790549862691853,1.4784343859940958,5.298003829854347,long,True,0.19051724137911513,-0.4869565217393349,1.024848484848241,0.8009259259258065
SMA10/25/75|BB3.0|MTF1|TP15/SL15|TR5-3|short,218,-1.9777212012780867,-2.6931839288421062,-0.14352294636629104,3,11,-25.418181818185246,-3.211670208001157,-2.4858646690523654,0.7216525634643827,70.64220183486239,-1.282568807339622,-279.6000000000376,-1.282568807339622,-1.0136157535785393,0.5419519335503372,-0.2689530537610827,-0.4962673571421108,short,True,-2.7940476190479377,-1.156603773585134,-1.8200000000000387,3.464516129032359
SMA10/25/75|BB3.0|MTF1|TP30/SL30|TR0-0|both,591,0.8897157675322359,-0.13105309152468952,1.3165579045098437,7,11,56.40000000000283,0.21184951814511488,0.565477380535267,1.0786780464915755,53.13028764805414,1.0497461928934542,620.4000000000315,1.0497461928934542,-0.013081284639817708,0.7853614720239128,1.0628274775332718,1.3532971954867052,both,False,-1.0443113772455104,0.8033613445378157,1.265775401069587,3.919491525423886
