A,B,W,zin,H,n,mean,t,first,second,sum
GER40Cash,FRA40Cash,72,2.0,72,502,-0.024630345086743013,-0.7317271732871425,0.005119844522947963,-0.05102525015398766,-12.364433233544993
GER40Cash,FRA40Cash,72,2.5,6,480,-0.030780252108815465,-2.1518206654472816,-0.02729289378801205,-0.03380624785021299,-14.774521012231423
GER40Cash,FRA40Cash,72,2.5,24,366,-0.03196236630722491,-1.1173502393778898,-0.019524479709697482,-0.04298977091946574,-11.698226068444319
GER40Cash,FRA40Cash,72,2.5,72,330,-0.045829890663172994,-1.0997343151873102,-0.01613743398276213,-0.07277622418238978,-15.123863918847087
GER40Cash,FRA40Cash,168,1.5,6,976,-0.04927163418956081,-5.139431641297469,-0.047516965204677054,-0.050653516357143276,-48.089114969011355
GER40Cash,FRA40Cash,168,1.5,24,646,-0.05861564973597047,-2.557932796853994,-0.060999725300822635,-0.05679176679018193,-37.86570972943692
GER40Cash,FRA40Cash,168,1.5,72,440,-0.05424712419726694,-1.3790925555896998,-0.04328559384793232,-0.06305228792050294,-23.868734646797453
GER40Cash,FRA40Cash,168,2.0,6,670,-0.04147951597571586,-3.4767165064446397,-0.02120823542886805,-0.05666974447948955,-27.791275703729625
GER40Cash,FRA40Cash,168,2.0,24,440,-0.03753937736909395,-1.421722597868624,-0.024481457591201645,-0.047190883291883916,-16.517326042401336
GER40Cash,FRA40Cash,168,2.0,72,302,-0.05728934140615724,-1.1433917739598114,-0.02054388673552045,-0.08699375087044449,-17.301381104659487
GER40Cash,FRA40Cash,168,2.5,6,365,-0.02904007707460545,-1.8416258455349097,-0.012395741803372037,-0.04437038587705729,-10.59962813223099
GER40Cash,FRA40Cash,168,2.5,24,246,-0.06868546472729592,-1.9102971992653308,-0.04009876714671789,-0.09337397627415879,-16.896624322914796
GER40Cash,FRA40Cash,168,2.5,72,199,-0.06904164582979902,-1.1406857017929946,-0.025660602125079108,-0.1048608562281916,-13.739287520130006
GER40Cash,FRA40Cash,336,1.5,6,665,-0.041542294299825616,-3.2061907168522805,-0.03269301102654144,-0.047859952719154775,-27.625625709384035
GER40Cash,FRA40Cash,336,1.5,24,440,-0.04946296157575841,-1.7665972074667486,0.004228061624131163,-0.08989166031989837,-21.763703093333703
GER40Cash,FRA40Cash,336,1.5,72,302,-0.06957116665612205,-1.3779088167362201,-0.04896182345695168,-0.08579035390754011,-21.010492330148857
GER40Cash,FRA40Cash,336,2.0,6,484,-0.046489896319293164,-3.1803898156108223,-0.04626162455349223,-0.04668012279079393,-22.50110981853789
GER40Cash,FRA40Cash,336,2.0,24,320,-0.032569251262803786,-0.9449399886747678,-0.044776856889295405,-0.023074446886643635,-10.422160404097212
GER40Cash,FRA40Cash,336,2.0,72,210,-0.023857721058767965,-0.3587571594610828,-0.024822033525069682,-0.023091216277861468,-5.010121422341273
GER40Cash,FRA40Cash,336,2.5,6,254,-0.012088275257012348,-0.5757176800210762,-0.007497991040635085,-0.016825448568313684,-3.0704219152811363
GER40Cash,FRA40Cash,336,2.5,24,169,-0.03381880148795687,-0.7189862271750818,-0.047728896148203255,-0.020072355000183978,-5.715377451464711
GER40Cash,FRA40Cash,336,2.5,72,120,-0.060461348430612426,-0.6565660040553584,-0.12449954676318234,-0.0025220261297158385,-7.255361811673491
EU50Cash,FRA40Cash,24,1.5,6,2509,-0.07210387402871489,-20.256706493053883,-0.07046024062412935,-0.07350593945138574,-180.90861993804566
EU50Cash,FRA40Cash,24,1.5,24,1685,-0.06808643524294228,-10.684480433119518,-0.062737474794175,-0.07274080260346785,-114.72564338435774
EU50Cash,FRA40Cash,24,1.5,72,1501,-0.0666788577931292,-9.042876267941713,-0.06238217297680867,-0.07054587412781765,-100.08496554748692
EU50Cash,FRA40Cash,24,2.0,6,1539,-0.07650430165962506,-16.4565929712648,-0.0775796212822404,-0.07565305911785737,-117.74012025416296
EU50Cash,FRA40Cash,24,2.0,24,1218,-0.06846523882360712,-8.936325272942796,-0.06455365848110502,-0.071761381411767,-83.39066088715347
EU50Cash,FRA40Cash,24,2.0,72,1117,-0.07004842127694261,-7.979962807507792,-0.06413667132124026,-0.07503341175114048,-78.24408656634489
EU50Cash,FRA40Cash,24,2.5,6,689,-0.07001421606538895,-9.478288489926124,-0.07237874079179257,-0.06805736801595148,-48.239794869052986
EU50Cash,FRA40Cash,24,2.5,24,649,-0.07531293154355066,-6.585067455705378,-0.06885322986656174,-0.08062948376646571,-48.878092571764384
EU50Cash,FRA40Cash,24,2.5,72,622,-0.07050902817362499,-5.591209589713391,-0.06428408735224009,-0.075605470951367,-43.85661552399474
EU50Cash,FRA40Cash,72,1.5,6,1570,-0.07328292515640357,-16.834783887650367,-0.07169864070076323,-0.07470993197843312,-115.0541924955536
EU50Cash,FRA40Cash,72,1.5,24,991,-0.07099139828192882,-7.4193619115468605,-0.06991819674027425,-0.07191733720602557,-70.35247569739147
EU50Cash,FRA40Cash,72,1.5,72,737,-0.05583049011762632,-4.178967904986957,-0.06627712650601937,-0.04678555430792906,-41.1470712166906
EU50Cash,FRA40Cash,72,2.0,6,1036,-0.06695946414199222,-11.430039141728654,-0.06672096298907515,-0.0671726763243989,-69.37000485110394
EU50Cash,FRA40Cash,72,2.0,24,674,-0.06149612631800557,-4.854090753272232,-0.06917991245586114,-0.05502998934953697,-41.448389138335756
EU50Cash,FRA40Cash,72,2.0,72,535,-0.04800086211366992,-2.836565160689754,-0.05794695590758119,-0.03940632810360023,-25.680461230813407
EU50Cash,FRA40Cash,72,2.5,6,507,-0.06141542362776094,-7.161490194506329,-0.05970804051261162,-0.06284442906109244,-31.137619779274797
EU50Cash,FRA40Cash,72,2.5,24,377,-0.06462074303993762,-3.6181206101775505,-0.07863210857340071,-0.05335801859198642,-24.362020126056482
EU50Cash,FRA40Cash,72,2.5,72,346,-0.022759809515586645,-1.017831151692641,-0.05744302184923153,0.005059017043691036,-7.87489409239298
EU50Cash,FRA40Cash,168,1.5,6,1078,-0.07307809231462556,-13.129192266683358,-0.07936908240792226,-0.06781595238990891,-78.77818351516635
EU50Cash,FRA40Cash,168,1.5,24,682,-0.06840399016835871,-5.513321921435606,-0.066701315107433,-0.06982288605246346,-46.65152129482064
EU50Cash,FRA40Cash,168,1.5,72,448,-0.0561889339806385,-2.5047504192359704,-0.052736130361171814,-0.0589235544472561,-25.172642423326046
EU50Cash,FRA40Cash,168,2.0,6,673,-0.07767802222146762,-11.555366160228044,-0.08150680275357425,-0.07434911025883048,-52.27730895504771
EU50Cash,FRA40Cash,168,2.0,24,438,-0.05972404936504647,-3.431495516081152,-0.06703504245103707,-0.053747843398489835,-26.15913362189035
EU50Cash,FRA40Cash,168,2.0,72,301,-0.051913483503334266,-1.751382184340529,-0.043613521817834074,-0.05848428650435527,-15.625958534503614
EU50Cash,FRA40Cash,168,2.5,6,360,-0.06374759031981866,-5.3311887034076575,-0.05551091005685755,-0.07063950645821468,-22.949132515134718
EU50Cash,FRA40Cash,168,2.5,24,234,-0.07053723942965429,-2.650187859197327,-0.07102586543984671,-0.07013259601496369,-16.505714026539103
EU50Cash,FRA40Cash,168,2.5,72,182,-0.041409954792351565,-1.04766573058062,-0.04746127021038869,-0.03644787614956114,-7.536611772207985
EU50Cash,FRA40Cash,336,1.5,6,747,-0.06476732989253399,-9.26525491770162,-0.0711255626368448,-0.05900923646337496,-48.381195429722894
EU50Cash,FRA40Cash,336,1.5,24,470,-0.07398844747681992,-4.649342683175122,-0.06880700607024334,-0.0782460659969526,-34.77457031410536
EU50Cash,FRA40Cash,336,1.5,72,305,-0.09280306550396236,-2.8910325459402104,-0.09172890301373182,-0.09367901943944797,-28.30493497870852
EU50Cash,FRA40Cash,336,2.0,6,495,-0.07187448114640617,-8.119982712512268,-0.06957557576889455,-0.07407343411619986,-35.57786816747105
EU50Cash,FRA40Cash,336,2.0,24,320,-0.05345895963296843,-2.4683139741388507,-0.05871689448981928,-0.04870178047677004,-17.106867082549897
EU50Cash,FRA40Cash,336,2.0,72,200,-0.059436559244079125,-1.45806881275487,-0.0786379994931268,-0.04274745697154234,-11.887311848815825
EU50Cash,FRA40Cash,336,2.5,6,238,-0.07376836728188436,-5.051634834518444,-0.0773510936441137,-0.07030407815477008,-17.55687141308848
EU50Cash,FRA40Cash,336,2.5,24,166,-0.03539382725075254,-1.0746342114058642,-0.045254467207653255,-0.026653714561681443,-5.8753753236249215
EU50Cash,FRA40Cash,336,2.5,72,114,0.0024606329037514234,0.04152928249620074,0.04208557686021768,-0.03447787417431035,0.28051215102766225
UK100Cash,EU50Cash,24,1.5,6,2696,-0.06928833663244646,-9.357280674592165,-0.06653004756171954,-0.07114602976822468,-186.80135556107567
UK100Cash,EU50Cash,24,1.5,24,1816,-0.08125042908380195,-5.899171005897606,-0.09085383815251927,-0.07501388277668762,-147.55077921618434
UK100Cash,EU50Cash,24,1.5,72,1590,-0.08841653357624066,-5.342538904823742,-0.0971706697331428,-0.08268671917177506,-140.58228838622264
UK100Cash,EU50Cash,24,2.0,6,1757,-0.051944659136533844,-5.676085009658054,-0.03803535644812589,-0.060252306287701146,-91.26676610288996
UK100Cash,EU50Cash,24,2.0,24,1395,-0.0617180390656845,-3.810364754423523,-0.07590367051121756,-0.05310533425946802,-86.09666449662988
UK100Cash,EU50Cash,24,2.0,72,1260,-0.051735676661338686,-2.66488525028069,-0.07163937270883718,-0.03956947882156341,-65.18695259328675
UK100Cash,EU50Cash,24,2.5,6,862,-0.06433503636709233,-4.74992423998856,-0.04607857023771791,-0.07443365817198955,-55.456801348433586
UK100Cash,EU50Cash,24,2.5,24,807,-0.044356581962289206,-2.0635662788221394,-0.06707926508893725,-0.031403768429005406,-35.79576164356739
UK100Cash,EU50Cash,24,2.5,72,765,-0.04425152058308388,-1.7295191580245015,-0.06874478693937873,-0.0303485804587116,-33.85241324605917
UK100Cash,EU50Cash,72,1.5,6,1683,-0.0651288940735319,-6.744955733778033,-0.08031460739026461,-0.05530721452132021,-109.61192872575417
UK100Cash,EU50Cash,72,1.5,24,1108,-0.04653607890945461,-2.150304736386041,-0.07051259614575398,-0.03086187808930665,-51.561975431675705
UK100Cash,EU50Cash,72,1.5,72,814,-0.04123082571954606,-1.2579054099185756,-0.0905220677357526,-0.009953652070708184,-33.561892135710494
UK100Cash,EU50Cash,72,2.0,6,1111,-0.06687906872636677,-5.558507588469811,-0.0788832169492001,-0.058888301393626157,-74.30264535499349
UK100Cash,EU50Cash,72,2.0,24,742,-0.06651110644465828,-2.407195213413406,-0.08391660051664342,-0.05502425912645783,-49.35124098193644
UK100Cash,EU50Cash,72,2.0,72,595,-0.08180274678421023,-2.019650978927501,-0.14790826305463797,-0.039553491206416186,-48.672634336605086
UK100Cash,EU50Cash,72,2.5,6,565,-0.07386651695928492,-4.0578033780990275,-0.0539637654137655,-0.08713501798963122,-41.73458208199598
UK100Cash,EU50Cash,72,2.5,24,443,-0.045456085868666285,-1.1780483452761352,-0.08566777496625369,-0.02089039943814017,-20.137046039819165
UK100Cash,EU50Cash,72,2.5,72,404,-0.0403964608312527,-0.7697071692740385,-0.09753150685553309,-0.0062960973938363364,-16.320170175826092
UK100Cash,EU50Cash,168,1.5,6,1052,-0.08020941650171616,-5.819707553006003,-0.09118472916661939,-0.07369074594922818,-84.3803061598054
UK100Cash,EU50Cash,168,1.5,24,704,-0.06100275152621812,-2.028437604413017,-0.09356900344829991,-0.04146300037296903,-42.945937074457554
UK100Cash,EU50Cash,168,1.5,72,476,-0.07311840189519252,-1.3964742177388707,-0.073323714284709,-0.07299354976643246,-34.804359302111635
UK100Cash,EU50Cash,168,2.0,6,748,-0.06572114695243723,-4.327232921360688,-0.06963568380805471,-0.06317194524734418,-49.15941792042305
UK100Cash,EU50Cash,168,2.0,24,496,-0.07836118192322618,-2.2455439735548883,-0.15614265225226495,-0.030476172502417274,-38.86714623392018
UK100Cash,EU50Cash,168,2.0,72,331,-0.11693761028165102,-1.7940776620551646,-0.22360666102475982,-0.05221124453947333,-38.706349003226485
UK100Cash,EU50Cash,168,2.5,6,385,-0.09304757567115783,-4.608136152360848,-0.10959661764967765,-0.08271315283225092,-35.82331663339576
UK100Cash,EU50Cash,168,2.5,24,259,-0.10056145505923178,-1.8638375542331673,-0.27388290696361595,0.0015174368599147135,-26.04541686034103
UK100Cash,EU50Cash,168,2.5,72,208,-0.1322487923927783,-1.504967711284676,-0.29534551507368884,-0.03439075878423199,-27.50774881769789
UK100Cash,EU50Cash,336,1.5,6,757,-0.055429566794616754,-4.0887498795064685,-0.05599581255591601,-0.055136798445087266,-41.96018206352488
UK100Cash,EU50Cash,336,1.5,24,500,-0.03081928087947227,-0.8898962930828299,-0.06123734906697957,-0.015564574010662306,-15.409640439736135
UK100Cash,EU50Cash,336,1.5,72,327,-0.09991584897726609,-1.4634105941818631,-0.13178658990959985,-0.08376017385027663,-32.67248261556601
UK100Cash,EU50Cash,336,2.0,6,538,-0.07255452100869117,-3.5766060276151834,-0.12683849081916146,-0.043396274367638564,-39.03433230267585
UK100Cash,EU50Cash,336,2.0,24,348,-0.030617722568153705,-0.6618000963655131,-0.15161685116545137,0.035528467731702325,-10.65496745371749
UK100Cash,EU50Cash,336,2.0,72,228,-0.06261953835918635,-0.7123357076200653,-0.12969532968800312,-0.02705586376202841,-14.277254745894489
UK100Cash,EU50Cash,336,2.5,6,254,-0.0315627787146256,-1.0948037406818953,-0.045739863928727316,-0.023092193209344684,-8.016945793514903
UK100Cash,EU50Cash,336,2.5,24,183,-0.04824585679869829,-0.716899982166258,-0.24238119726938684,0.06126638654374141,-8.828991794161787
UK100Cash,EU50Cash,336,2.5,72,127,0.0005393319729954684,0.004182865939512361,-0.02151462793679582,0.013496033419997852,0.06849516057042448
JP225Cash,HK50Cash,24,1.5,6,2430,-0.08364940783849101,-5.128572320266821,-0.07481673468483277,-0.0902137187331753,-203.26806104753314
JP225Cash,HK50Cash,24,1.5,24,1611,-0.12590368057230295,-3.708596235565848,-0.12588852360247724,-0.1259148076481061,-202.83082940198003
JP225Cash,HK50Cash,24,1.5,72,1386,-0.1443343617680321,-3.5225287231787656,-0.1733702251794263,-0.12337804295806937,-200.0474254104925
JP225Cash,HK50Cash,24,2.0,6,1523,-0.07214577616272014,-3.4641262858606163,-0.0730048786241505,-0.07151125642237145,-109.87801709582277
JP225Cash,HK50Cash,24,2.0,24,1202,-0.15674936923553273,-3.8546706200286573,-0.17422841590040777,-0.14360186474708453,-188.41274182111036
JP225Cash,HK50Cash,24,2.0,72,1085,-0.18831945911378228,-4.025971982853384,-0.2024853535110833,-0.17785395059269937,-204.32661313845378
JP225Cash,HK50Cash,24,2.5,6,786,-0.04374020346125636,-1.5711935273646094,-0.08694161079804591,-0.008701274008376347,-34.3797999205475
JP225Cash,HK50Cash,24,2.5,24,739,-0.20061851473370054,-3.9395773807395513,-0.25270568732496085,-0.15859218966006755,-148.2570823882047
JP225Cash,HK50Cash,24,2.5,72,689,-0.2474695732634045,-4.291385772603681,-0.2743119933213097,-0.22652277518204167,-170.5065359784857
JP225Cash,HK50Cash,72,1.5,6,1495,-0.07682774236922162,-3.5344709695886207,-0.07486060841841827,-0.07823316031801805,-114.85747484198632
JP225Cash,HK50Cash,72,1.5,24,966,-0.11351793897094167,-2.2360531888114417,-0.19111847706834117,-0.058442158834557265,-109.65832904592966
JP225Cash,HK50Cash,72,1.5,72,687,-0.18424586755615324,-2.2037576830440386,-0.2761343075580982,-0.12178868828832758,-126.57691101107729
JP225Cash,HK50Cash,72,2.0,6,1001,-0.07010983710302506,-2.7104836635218397,-0.0726782721181712,-0.06807073905336605,-70.17994694012808
JP225Cash,HK50Cash,72,2.0,24,659,-0.20375594547589515,-3.3101852156660763,-0.20535025919312774,-0.20254851855404438,-134.2751680686149
JP225Cash,HK50Cash,72,2.0,72,515,-0.2758798870337727,-2.777778525802535,-0.3173709704636356,-0.2451820921988405,-142.07814182239295
JP225Cash,HK50Cash,72,2.5,6,517,-0.0844276073622211,-2.2609725604910538,-0.10307658736952569,-0.06959907812030185,-43.64907300626831
JP225Cash,HK50Cash,72,2.5,24,398,-0.08894469476479379,-1.0366564667532832,-0.13858127372472467,-0.051168183343961435,-35.39998851638793
JP225Cash,HK50Cash,72,2.5,72,350,-0.2562150641429106,-2.002931797495313,-0.3276928552167797,-0.2038451974155215,-89.67527245001872
JP225Cash,HK50Cash,168,1.5,6,983,-0.07151878630444296,-2.855807047809733,-0.11044848817593579,-0.04149732251885929,-70.30296693726743
JP225Cash,HK50Cash,168,1.5,24,643,-0.12509948933942558,-2.0203193589974604,-0.21895394048722722,-0.05672702627207545,-80.43897164525065
JP225Cash,HK50Cash,168,1.5,72,437,-0.2450228393019542,-2.034635324696746,-0.2862713008961203,-0.21530445949198418,-107.07498077495399
JP225Cash,HK50Cash,168,2.0,6,685,-0.04369468103338034,-1.4681178238341155,-0.02964898891058911,-0.05400670816150556,-29.93085650786553
JP225Cash,HK50Cash,168,2.0,24,449,-0.09164710988636984,-1.2710817459491153,-0.09981720303211056,-0.0856536052620813,-41.14955233898006
JP225Cash,HK50Cash,168,2.0,72,303,-0.3870805265092367,-2.6526096544151407,-0.2955195966071735,-0.45871348931496847,-117.28539953229871
JP225Cash,HK50Cash,168,2.5,6,301,-0.11396365740841174,-2.332392631779786,-0.11064622499525043,-0.11619370919725908,-34.303060879931934
JP225Cash,HK50Cash,168,2.5,24,219,-0.24748095046821547,-2.0430671504358195,-0.1311443567710077,-0.33018899754982406,-54.19832815253919
JP225Cash,HK50Cash,168,2.5,72,170,-0.3760100039029437,-1.7690571339526673,-0.5367370586692041,-0.26350106556656155,-63.92170066350043
JP225Cash,HK50Cash,336,1.5,6,675,-0.10273736431777804,-3.5337724160610136,-0.08676442254412675,-0.11338599216687895,-69.34772091450017
JP225Cash,HK50Cash,336,1.5,24,441,-0.1358664686780305,-1.764431315781395,-0.16852573191413478,-0.11248396114712314,-59.91711268701145
JP225Cash,HK50Cash,336,1.5,72,285,-0.2503912101288115,-1.5496817384687436,-0.3209484043651438,-0.200536426177391,-71.36149488671127
JP225Cash,HK50Cash,336,2.0,6,475,-0.12011592575108697,-3.3245544349649143,-0.16826308094046644,-0.08196157635572966,-57.05506473176631
JP225Cash,HK50Cash,336,2.0,24,307,-0.19790417256994922,-1.7727988526605907,-0.24370200210487822,-0.16381601535929188,-60.75658097897441
JP225Cash,HK50Cash,336,2.0,72,209,-0.2126399233039507,-1.0435161451764943,-0.31067239828725135,-0.13849771533338717,-44.4417439705257
JP225Cash,HK50Cash,336,2.5,6,237,-0.16437907702073004,-3.1883916427939747,-0.18169195613040726,-0.15129823502675174,-38.95784125391302
JP225Cash,HK50Cash,336,2.5,24,159,-0.3008733803794222,-2.0243669325202003,-0.14489562343044374,-0.41446587728791723,-47.838867480328126
JP225Cash,HK50Cash,336,2.5,72,114,-0.4132818310201582,-1.4564251205775025,-0.2363913163793154,-0.5329430615124933,-47.114128736298035
JP225Cash,US500Cash,24,1.5,6,3797,-0.018941976587370502,-2.483257858055967,-0.027346847860787546,-0.012091926147037772,-71.9226851022458
JP225Cash,US500Cash,24,1.5,24,2550,-0.021817844110364176,-1.5617776625671211,-0.020480407998157382,-0.022912977246465023,-55.635502481428645
JP225Cash,US500Cash,24,1.5,72,2257,-0.02143584601451223,-1.283451942874439,-0.017594778636634282,-0.024591783537256183,-48.3807044547541
JP225Cash,US500Cash,24,2.0,6,2497,-0.021220090090882434,-2.3255740571803827,-0.02307839603811573,-0.01971350122285717,-52.986564956933435
JP225Cash,US500Cash,24,2.0,24,1963,-0.025317932316055166,-1.5821945284260321,-0.012913312144801237,-0.035522661630568615,-49.69910113641629
JP225Cash,US500Cash,24,2.0,72,1785,-0.03200136713595831,-1.706019244798876,-0.01672294921144752,-0.0446369471595046,-57.12244033768559
JP225Cash,US500Cash,24,2.5,6,1322,-0.006234928519065743,-0.48910569063056825,-0.02290530299226511,0.006755847820076154,-8.242575502204913
JP225Cash,US500Cash,24,2.5,24,1209,0.006582068588752203,0.3121242716187173,0.02734912116617315,-0.00979195363575277,7.957720923801414
JP225Cash,US500Cash,24,2.5,72,1151,-0.005163435735402171,-0.21404066333268124,0.02938855050057623,-0.032945832191604234,-5.943114531447899
JP225Cash,US500Cash,72,1.5,6,2374,-0.01966161691195333,-1.9804197950791016,-0.0336380103676092,-0.007736403760484255,-46.6766785489772
JP225Cash,US500Cash,72,1.5,24,1498,-0.01819479789428231,-0.8148199458505299,-0.02681036384386227,-0.010876885087725515,-27.2558072456349
JP225Cash,US500Cash,72,1.5,72,1087,-0.044135371045216955,-1.1983428781867014,-0.06924379124457371,-0.023296227681104356,-47.97514832615083
JP225Cash,US500Cash,72,2.0,6,1580,-0.015260247828470509,-1.1911491505049074,-0.031355201730042415,-0.002158844480348261,-24.111191568983404
JP225Cash,US500Cash,72,2.0,24,1061,-0.026303652776812583,-0.9341261694951064,-0.02654021412968289,-0.026112630491871316,-27.908175596198152
JP225Cash,US500Cash,72,2.0,72,819,-0.06581584088617336,-1.526465061385096,-0.0920852780212479,-0.044274902435412246,-53.903173685775975
JP225Cash,US500Cash,72,2.5,6,820,0.006177070452400684,0.3432287339445263,-0.03133823812978788,0.03568257458784746,5.065197770968561
JP225Cash,US500Cash,72,2.5,24,635,0.002389726664655219,0.060836155525194405,-0.016419960031950447,0.017225535890147026,1.517476432056064
JP225Cash,US500Cash,72,2.5,72,564,-0.07082872098502428,-1.4274478675377922,-0.05905311578496182,-0.0801370565241213,-39.9473986355537
JP225Cash,US500Cash,168,1.5,6,1555,-0.007626374415291678,-0.5897605347141514,-0.01224044261097696,-0.003647776689670834,-11.85901221577856
JP225Cash,US500Cash,168,1.5,24,991,0.007006994962187635,0.22978850637515066,0.004624639518626619,0.009054122153840445,6.9439320075279465
JP225Cash,US500Cash,168,1.5,72,677,0.006155623736827251,0.11783360862963957,-0.031050660555441686,0.0361190846868678,4.167357269832049
JP225Cash,US500Cash,168,2.0,6,1071,0.01754461522309472,1.11460500156623,0.02137981348502998,0.01417367780339372,18.790282903934443
JP225Cash,US500Cash,168,2.0,24,692,0.017484091887039213,0.4774147908829454,0.03549790635926959,0.00216753305770965,12.098991585831136
JP225Cash,US500Cash,168,2.0,72,486,0.05840074278198731,0.8900309092828446,0.018900102240190685,0.09134278640363655,28.38276099204583
JP225Cash,US500Cash,168,2.5,6,548,0.027205170704315756,1.1393595406980348,0.0024683332531962253,0.04536639313678325,14.908433545965034
JP225Cash,US500Cash,168,2.5,24,384,0.035717078022331795,0.712753215245359,0.013310498087959482,0.05296085152021278,13.715357960575409
JP225Cash,US500Cash,168,2.5,72,304,0.024394836986441147,0.2809423565918663,-0.10380544497826498,0.11514335118617688,7.416030443878109
JP225Cash,US500Cash,336,1.5,6,1074,-0.008859965561290217,-0.602099861202996,-0.007434879511076143,-0.00994808545184776,-9.515603012825693
JP225Cash,US500Cash,336,1.5,24,697,0.005012619622631687,0.14105472681057762,0.04507990123606542,-0.025800543648613006,3.4937958769742856
JP225Cash,US500Cash,336,1.5,72,472,-0.07583278199060801,-1.088206852719421,-0.04137807747069734,-0.10416811814018705,-35.79307309956698
JP225Cash,US500Cash,336,2.0,6,705,-0.012552285724865608,-0.6257453091772702,-0.017785863528586184,-0.00858468559436422,-8.849361436030254
JP225Cash,US500Cash,336,2.0,24,477,-0.008511765643074444,-0.1873828737257533,0.03187937403662706,-0.039743576250427286,-4.060112211746509
JP225Cash,US500Cash,336,2.0,72,320,0.035308145446773395,0.40573570415105004,0.028395683587293365,0.04082258131220129,11.298606542967487
JP225Cash,US500Cash,336,2.5,6,388,-0.0038891698511776536,-0.1327220943282151,0.05496884395833336,-0.04790011711414534,-1.5089979022569295
JP225Cash,US500Cash,336,2.5,24,258,0.0014553864925269588,0.021959793984162153,0.021212625935465097,-0.014185761399799058,0.3754897150719554
JP225Cash,US500Cash,336,2.5,72,191,0.07051244295975047,0.5393215396673617,0.19828735344531412,-0.029796832561626616,13.46787660531234
GOLD.,SILVER.,24,1.5,6,3857,-0.09699374800953729,-8.75725797816385,-0.09365890556819773,-0.09975487111144263,-374.10488607278535
GOLD.,SILVER.,24,1.5,24,2654,-0.12957015055046534,-6.038534559872597,-0.1334290263523362,-0.12632183941398412,-343.879179560935
GOLD.,SILVER.,24,1.5,72,2365,-0.13202250632656806,-5.176868023134534,-0.13255900714313024,-0.13155835696081986,-312.23322746233345
GOLD.,SILVER.,24,2.0,6,2550,-0.09016097648755594,-6.571499589032204,-0.10627805325092214,-0.07666814997528539,-229.91049004326766
GOLD.,SILVER.,24,2.0,24,1992,-0.1248919929069832,-4.941592278516806,-0.15319745404677787,-0.10059999267506986,-248.78484987071053
GOLD.,SILVER.,24,2.0,72,1821,-0.13279608903524687,-4.344890838191427,-0.16235228735732044,-0.10709372766071273,-241.82167813318455
GOLD.,SILVER.,24,2.5,6,1404,-0.12261034262269892,-7.217242906671724,-0.12875068007799934,-0.11706906248011066,-172.1449210422693
GOLD.,SILVER.,24,2.5,24,1261,-0.15482232426618495,-4.718606076183088,-0.19363070741639785,-0.12026133537379147,-195.2309508996592
GOLD.,SILVER.,24,2.5,72,1193,-0.1613635396432351,-3.9403773649702845,-0.211596950644443,-0.11632118065328075,-192.50670279437946
GOLD.,SILVER.,72,1.5,6,2325,-0.09083930961601175,-6.49800811473581,-0.09212693435049439,-0.08973577819420675,-211.2013948572273
GOLD.,SILVER.,72,1.5,24,1508,-0.14154184267084777,-4.139551827872886,-0.13467411907027632,-0.14716691423271502,-213.44509874763844
GOLD.,SILVER.,72,1.5,72,1116,-0.18133864758128823,-3.3456363001562344,-0.19202941400587684,-0.17243845287313309,-202.37393070071766
GOLD.,SILVER.,72,2.0,6,1559,-0.09913704225961877,-5.020910273011658,-0.1088141987578019,-0.09096013132505927,-154.55464888274565
GOLD.,SILVER.,72,2.0,24,1043,-0.17920125701078554,-4.233325170362137,-0.171863617520212,-0.18515035013942766,-186.90691106224932
GOLD.,SILVER.,72,2.0,72,846,-0.2360587936998404,-3.5540584706309466,-0.26205459102504697,-0.21555893661252112,-199.70573947006497
GOLD.,SILVER.,72,2.5,6,906,-0.10551490622629428,-3.5548725171787345,-0.11907264461910055,-0.09364135893818444,-95.59650504102262
GOLD.,SILVER.,72,2.5,24,672,-0.2189119580071203,-4.1183301816593385,-0.2161553106735751,-0.22120290470121104,-147.10883578078483
GOLD.,SILVER.,72,2.5,72,600,-0.2828710137979678,-3.3456614625821515,-0.3237476531768795,-0.25053576175196307,-169.72260827878068
GOLD.,SILVER.,168,1.5,6,1457,-0.08421960170351593,-4.949459332993456,-0.09554590040131465,-0.07383219355566632,-122.7079596820227
GOLD.,SILVER.,168,1.5,24,948,-0.15859579250834335,-4.00476899434318,-0.17419884712676612,-0.14502390476332475,-150.3488112979095
GOLD.,SILVER.,168,1.5,72,652,-0.2546136836143274,-3.1491640363301503,-0.3443929378870521,-0.17856836625584388,-166.00812171654147
GOLD.,SILVER.,168,2.0,6,1017,-0.08925183969184153,-3.7870328651606804,-0.08751839117708786,-0.09061666382999553,-90.76912096660283
GOLD.,SILVER.,168,2.0,24,669,-0.18301625900081372,-3.5300190527266757,-0.16725812966864834,-0.1957505310827528,-122.43787727154438
GOLD.,SILVER.,168,2.0,72,474,-0.32689092295532807,-2.966495060121926,-0.3881965619480575,-0.2755652717056012,-154.9462974808255
GOLD.,SILVER.,168,2.5,6,633,-0.1259496422480256,-3.454971185349385,-0.15905459380185727,-0.09778139399608109,-79.7261235430002
GOLD.,SILVER.,168,2.5,24,431,-0.24826903902479155,-3.5877754001626494,-0.2708754040666803,-0.22959005096051907,-107.00395581968516
GOLD.,SILVER.,168,2.5,72,321,-0.48089921120629986,-3.4654130019834093,-0.624049842073219,-0.3658961762963592,-154.36864679722225
