A,B,W,zin,H,n,mean,t,first,second,sum
US500Cash,US100Cash,168,2.5,6,489,-0.037429994899945244,-2.7533990789403875,-0.02957040554992819,-0.0433458148408183,-18.303267506073226
US500Cash,US100Cash,168,2.5,24,359,-0.05415904746956717,-1.8625263609045324,-0.030228101718603226,-0.07297043766186719,-19.443098041574615
US500Cash,US100Cash,168,2.5,72,277,-0.06867332865880675,-1.349886532793055,0.0019798040096292947,-0.12849298098474926,-19.02251203848947
US500Cash,US100Cash,336,1.5,6,1002,-0.03384184937850781,-3.762494274899719,-0.04014000348981737,-0.02836621539367525,-33.909533077264825
US500Cash,US100Cash,336,1.5,24,688,-0.02045734033862257,-0.9791798369181773,-0.028728036068210505,-0.013554066302993165,-14.074650152972326
US500Cash,US100Cash,336,1.5,72,450,-0.05878307478702193,-1.4770380869629691,-0.007336488321071853,-0.10106508714567726,-26.45238365415987
US500Cash,US100Cash,336,2.0,6,667,-0.04116887064796384,-3.361639360410041,-0.020068674855223588,-0.058521763909206506,-27.45963672219188
US500Cash,US100Cash,336,2.0,24,454,-0.03071162479893186,-1.1583492000911226,0.007188729774561729,-0.06333078242365996,-13.943077658715065
US500Cash,US100Cash,336,2.0,72,302,-0.039711519588237244,-0.7419384855978347,0.03563789491530736,-0.10311529520707355,-11.992878915647648
US500Cash,US100Cash,336,2.5,6,318,-0.04061801581506633,-2.460917453534295,-0.023556411457361363,-0.05353204784272147,-12.916529029191093
US500Cash,US100Cash,336,2.5,24,232,-0.007424720858981914,-0.17399936511069922,0.017534866773859986,-0.026003662029292808,-1.722535239283804
US500Cash,US100Cash,336,2.5,72,171,0.02006395313130242,0.2816615925478227,0.055523726764924994,-0.007638995019965206,3.430935985452714
US500Cash,US30Cash,24,1.5,6,3449,-0.03292531427000674,-9.736441292053279,-0.029071391404003336,-0.03616433695621559,-113.55940891725326
US500Cash,US30Cash,24,1.5,24,2500,-0.04459935125973182,-7.463918580211164,-0.03687368881893447,-0.05106483951841528,-111.49837814932955
US500Cash,US30Cash,24,1.5,72,2154,-0.05156697116918026,-7.091913031799122,-0.04038140092791002,-0.061062704189451755,-111.07525589841428
US500Cash,US30Cash,24,2.0,6,2559,-0.03620228281891714,-9.295584267048174,-0.031022250035369618,-0.04035068345767651,-92.64164173360896
US500Cash,US30Cash,24,2.0,24,2067,-0.04801719085319993,-7.202347346378723,-0.03891259439370913,-0.05549338812213863,-99.25153349356425
