n,win,pf,tot,a,b,e3,e4,wy,worst,dd,y10,n10,pf10,win10,worst10,dd10,wy10,hold,tp,stop,rsith,kind,lab,beat4,beat4dd,rank26,rank10
1163,48.58125537403267,1.0414674690385697,54.688894383514544,-53.613262659152504,108.30215704266709,53.049800070499934,90.10760667719997,14,-37.25389110486999,-105.02889623844402,143.1574067476999,562,1.2533371711373313,52.49110320284698,-9.980799989700024,-33.16766674600004,8,2,7.0,6.0,,grid,H2 TP7.0 ST6.0 RSI∞ grid,False,False,437.0,410.0
1168,49.14383561643836,1.0673544578857825,88.26846113865463,-35.742595906512506,124.01105704516718,42.20980007049994,120.33150665420003,15,-42.51089105230004,-104.80155768910014,162.54130672469995,563,1.2930681077358879,53.46358792184724,-6.269199989700017,-34.08766674600004,8,2,7.0,,50.0,grid,H2 TP7.0 ST∞ RSI50 grid,False,False,362.0,346.0
1162,48.709122203098104,1.058530244846592,76.51779441118464,-33.75726265698247,110.27505706816716,44.24980007049993,103.4305066772,15,-37.25389110486999,-98.0712244230701,147.68030674769994,561,1.263449706155718,52.584670231729056,-7.259199989700016,-33.16766674600004,8,2,7.0,,,grid,H2 TP7.0 ST∞ RSI∞ grid,False,False,379.0,400.0
1227,46.780766096169515,1.096409734444801,124.26727693679564,-24.606903414459936,148.87418035125555,78.24327340756477,75.28324667762787,17,-29.06134166244803,-91.9679214062996,153.52652008519266,589,1.274229596944871,50.93378607809848,-3.426400000000038,-26.836866746000084,8,2,10.0,2.0,50.0,grid,H2 TP10.0 ST2.0 RSI50 grid,False,False,299.0,383.0
1220,46.47540983606557,1.09484894814716,121.73150354739563,-17.60723682685994,139.33874037425556,80.28327340756478,62.58280670062789,18,-27.672783199390064,-87.94234638861553,142.86608010819265,586,1.2555103518488067,50.34129692832765,-3.426400000000038,-25.91686674600008,8,2,10.0,2.0,,grid,H2 TP10.0 ST2.0 RSI∞ grid,False,False,304.0,411.0
1181,48.602878916172735,1.0571380746097165,75.13222861232909,-65.52330832679081,140.65553693911988,77.06984336279284,97.11886998261988,15,-36.45660639163805,-121.28414845664717,174.18871334541274,569,1.31556119590069,53.075571177504386,-3.8387666612800815,-31.014899959680044,9,2,10.0,3.0,50.0,grid,H2 TP10.0 ST3.0 RSI50 grid,False,False,381.0,298.0
1175,48.17021276595745,1.044038666780519,57.98403522292907,-66.8396417391908,124.82367696211985,79.10984336279284,78.12201000561987,15,-30.676606391638046,-117.0524818690472,157.23185336841271,567,1.2807528779943715,52.20458553791887,-4.828766661280081,-31.014899959680044,9,2,10.0,3.0,,grid,H2 TP10.0 ST3.0 RSI∞ grid,False,False,429.0,361.0
1172,48.80546075085324,1.0538981545388675,70.91104772663434,-51.30516259069268,122.21621031732698,62.642200066599905,93.70905999605998,15,-41.61929105230005,-105.65984040864154,156.35126006265986,564,1.2809498965765158,53.01418439716312,-11.830266647840057,-35.90899994624002,9,2,10.0,4.0,50.0,grid,H2 TP10.0 ST4.0 RSI50 grid,False,False,390.0,365.0
1166,48.3704974271012,1.043646227113622,57.34271433723431,-51.13749600309267,108.48021034032698,64.6822000665999,76.80806001905995,15,-36.83595776680005,-98.54217380454153,141.49026008565986,562,1.25155907773609,52.135231316725985,-12.820266647840057,-35.90899994624002,9,2,10.0,4.0,,grid,H2 TP10.0 ST4.0 RSI∞ grid,False,False,432.0,417.0
1169,49.01625320786997,1.054605736491627,72.19012111098455,-51.35449590868255,123.54461701966706,55.92660007049993,103.59826665419996,15,-42.51089105230004,-105.49012948797407,159.5248667246999,564,1.2853027205431746,53.36879432624113,-8.977599989700035,-34.087666746000046,8,2,10.0,6.0,50.0,grid,H2 TP10.0 ST6.0 RSI50 grid,False,False,389.0,350.0
