n,win,pf,tot,a,b,e3,e4,wy,worst,dd,y10,n10,pf10,win10,worst10,dd10,wy10,hold,tp,stop,rsith,kind,lab,beat4,beat4dd,rank26,rank10
963,50.05192107995846,1.2565537848684765,314.2626763731339,7.670338136557827,306.59233823657615,125.18022650091287,166.45942670861984,18,-38.04915742762205,-89.99937241357199,291.6396532095327,450,1.6012342500371388,55.333333333333336,-13.695439948900061,-28.853239977100024,9,3,,3.0,,grid,H3 TP∞ ST3.0 RSI∞ grid,False,False,20.0,12.5
970,51.44329896907216,1.2305814382347162,284.26072518006765,8.145505487205227,276.1152196928624,125.35686639100001,155.40062667126395,17,-37.921640910134556,-112.23409416058465,280.75749306226396,456,1.5747744508705146,56.35964912280702,-10.134500014100023,-32.61619999999996,9,3,,4.0,50.0,grid,H3 TP∞ ST4.0 RSI50 grid,False,False,52.0,36.0
955,50.680628272251305,1.2168943929130014,267.38408655072266,-13.76355004798972,281.1476365987124,115.50078315699999,159.29362672676396,17,-39.62164091013456,-106.67076085248463,274.79440988376393,448,1.563521891621268,55.80357142857143,-18.25949994890002,-29.42399994624001,9,3,,4.0,55.0,grid,H3 TP∞ ST4.0 RSI55 grid,False,False,75.0,58.0
952,50.84033613445378,1.226865474431964,279.33008645862265,-9.623550140089705,288.95363659871236,118.67678315699999,161.19362672676394,17,-39.62164091013456,-101.88742756698463,279.8704098837639,446,1.5755553469719843,56.05381165919282,-16.24349994890002,-29.42399994624001,9,3,,4.0,60.0,grid,H3 TP∞ ST4.0 RSI60 grid,False,False,64.0,39.5
952,50.84033613445378,1.2292830546585267,282.3067531171227,-8.806883481589693,291.1136365987124,118.67678315699999,161.19362672676394,17,-39.62164091013456,-101.07076090848462,279.8704098837639,446,1.5755553469719843,56.05381165919282,-16.24349994890002,-29.42399994624001,9,3,,4.0,,grid,H3 TP∞ ST4.0 RSI∞ grid,False,False,60.0,39.5
967,51.706308169596696,1.2316329525352896,284.13372454442964,7.933558138431179,276.20016640599846,119.44226639100002,158.387900008,17,-34.16617418280005,-105.05550748125007,277.830166399,455,1.566979705224539,56.48351648351648,-10.134500014100023,-38.2033,9,3,,6.0,50.0,grid,H3 TP∞ ST6.0 RSI50 grid,False,False,53.0,48.0
952,50.84033613445378,1.216126332238068,265.6650859030847,-10.179497408763739,275.84458331184845,109.586183157,161.66090006349995,17,-35.86617418280005,-98.89217418515008,271.2470832204999,447,1.553780396097408,55.92841163310962,-18.25949994890002,-30.720300000000048,9,3,,6.0,55.0,grid,H3 TP∞ ST6.0 RSI55 grid,False,False,78.0,69.0
949,51.00105374077977,1.22395336771543,274.94441917098465,-8.706164140863729,283.65058331184844,112.762183157,163.56090006349996,17,-35.86617418280005,-96.77550753965006,276.32308322049994,445,1.5657328888057052,56.17977528089888,-16.24349994890002,-30.720300000000048,9,3,,6.0,60.0,grid,H3 TP∞ ST6.0 RSI60 grid,False,False,71.0,53.5
949,51.00105374077977,1.2263779832968167,277.9210858294847,-7.8894974823637165,285.81058331184846,112.762183157,163.56090006349996,17,-35.86617418280005,-95.95884088115007,276.32308322049994,445,1.5657328888057052,56.17977528089888,-16.24349994890002,-30.720300000000048,9,3,,6.0,,grid,H3 TP∞ ST6.0 RSI∞ grid,False,False,69.0,53.5
966,51.86335403726709,1.2575543894441756,310.31939123050773,27.157624770359263,283.1617664601485,123.76476639100001,166.442000008,17,-32.20297418280003,-103.68030748125003,290.206766399,454,1.607583153351823,56.6079295154185,-10.134500014100023,-30.511999999999954,9,3,,,50.0,grid,H3 TP∞ ST∞ RSI50 grid,False,False,25.0,17.0
951,50.998948475289176,1.2387399305570395,288.95275258916274,9.04456922316435,279.90818336599847,113.908683157,166.81700006349996,17,-33.90297418280003,-97.51697418515005,280.7256832205,446,1.5844418685496378,56.05381165919282,-18.25949994890002,-30.294,9,3,,,55.0,grid,H3 TP∞ ST∞ RSI55 grid,False,False,49.0,37.0
948,51.16033755274262,1.2467178123583047,298.23208585706277,10.51790249106436,287.71418336599845,117.08468315699999,168.71700006349997,17,-33.90297418280003,-95.40030753965006,285.80168322049997,444,1.5967189909369346,56.30630630630631,-16.24349994890002,-30.294,9,3,,,60.0,grid,H3 TP∞ ST∞ RSI60 grid,False,False,38.0,28.5
948,51.16033755274262,1.2491803129440298,301.2087525155628,11.334569149564372,289.8741833659985,117.08468315699999,168.71700006349997,17,-33.90297418280003,-94.58364088115003,285.80168322049997,444,1.5967189909369346,56.30630630630631,-16.24349994890002,-30.294,9,3,,,,grid,H3 TP∞ ST∞ RSI∞ grid,False,False,35.0,28.5
991,45.50958627648839,1.134031176367656,177.32423575968974,-18.453411312308255,195.77764707199796,64.33892311548502,121.92466908103502,19,-30.789679887620093,-84.6362257823405,186.26359219652,461,1.3342898902947773,49.240780911062906,-0.6707600255999874,-26.95690669780001,9,4,3.0,2.0,50.0,grid,H4 TP3.0 ST2.0 RSI50 grid,False,False,192.0,266.0
968,44.421487603305785,1.1240953180534394,163.31999974461942,-19.79080731501553,183.11080705963496,59.11282306155502,113.76342914353502,19,-31.13883665457723,-89.47392146853021,172.87625220509003,448,1.3125442829471983,47.767857142857146,-1.7838667283729845,-35.20157996170001,9,4,3.0,2.0,55.0,grid,H4 TP3.0 ST2.0 RSI55 grid,False,False,217.0,309.0
968,44.421487603305785,1.1244576046548378,163.79679974461942,-19.79080731501553,183.58760705963496,59.58962306155502,113.76342914353502,19,-31.13883665457723,-89.47392146853021,173.35305220509005,448,1.3134062932708164,47.767857142857146,-1.3070667283729818,-35.20157996170001,9,4,3.0,2.0,60.0,grid,H4 TP3.0 ST2.0 RSI60 grid,False,False,215.5,303.5
968,44.421487603305785,1.1244576046548378,163.79679974461942,-19.79080731501553,183.58760705963496,59.58962306155502,113.76342914353502,19,-31.13883665457723,-89.47392146853021,173.35305220509005,448,1.3134062932708164,47.767857142857146,-1.3070667283729818,-35.20157996170001,9,4,3.0,2.0,,grid,H4 TP3.0 ST2.0 RSI∞ grid,False,False,215.5,303.5
921,49.8371335504886,1.1726802436596966,221.6531470790148,1.4293617392745277,220.22378533974023,85.45095968330912,140.63641590097308,16,-33.76190361222202,-92.15993100311603,226.08737558428217,429,1.4296881373219466,53.613053613053616,-6.522040025600019,-28.933740000000014,9,4,3.0,3.0,50.0,grid,H4 TP3.0 ST3.0 RSI50 grid,False,False,126.0,167.0
906,48.675496688741724,1.172207754195012,219.31576604034245,0.12307410676719446,219.19269193357522,85.92065956197712,138.41512263707307,16,-36.212670267222016,-99.42856437956604,224.33578219905021,422,1.4308187130818477,52.13270142180095,-2.3110400256000307,-35.51453997200002,9,4,3.0,3.0,55.0,grid,H4 TP3.0 ST3.0 RSI55 grid,False,False,133.0,170.0
906,48.675496688741724,1.1725821397610048,219.79256604034245,0.12307410676719446,219.66949193357522,86.39745956197712,138.41512263707307,16,-36.212670267222016,-99.42856437956604,224.8125821990502,422,1.4317343688920081,52.13270142180095,-2.3110400256000307,-35.51453997200002,9,4,3.0,3.0,60.0,grid,H4 TP3.0 ST3.0 RSI60 grid,False,False,129.5,168.5
906,48.675496688741724,1.1725821397610048,219.79256604034245,0.12307410676719446,219.66949193357522,86.39745956197712,138.41512263707307,16,-36.212670267222016,-99.42856437956604,224.8125821990502,422,1.4317343688920081,52.13270142180095,-2.3110400256000307,-35.51453997200002,9,4,3.0,3.0,,grid,H4 TP3.0 ST3.0 RSI∞ grid,False,False,129.5,168.5
902,50.22172949002217,1.1289728370614616,167.16385590533946,-12.505111341190851,179.66896724653031,58.61931660129805,125.50228916134918,16,-40.05092048540001,-113.63075701685399,184.12160576264722,420,1.3411176880860671,53.333333333333336,-16.994799989900034,-30.462000000000025,9,4,3.0,4.0,50.0,grid,H4 TP3.0 ST4.0 RSI50 grid,False,False,208.0,271.0
886,48.98419864559819,1.1184143504213147,152.62672657396715,-16.20122397369819,168.82795054766532,46.567883187266055,125.9922058974492,15,-44.67848714040002,-120.92839039330399,172.56008908471526,412,1.3226756921032035,51.69902912621359,-23.441599989900023,-40.499649816800016,8,4,3.0,4.0,55.0,grid,H4 TP3.0 ST4.0 RSI55 grid,False,False,237.0,313.0
886,48.98419864559819,1.1187842722793553,153.10352657396714,-16.20122397369819,169.30475054766532,47.04468318726605,125.9922058974492,15,-44.67848714040002,-120.92839039330399,173.03688908471526,412,1.3235672758454864,51.69902912621359,-23.441599989900023,-40.499649816800016,8,4,3.0,4.0,60.0,grid,H4 TP3.0 ST4.0 RSI60 grid,False,False,235.5,307.5
886,48.98419864559819,1.1187842722793553,153.10352657396714,-16.20122397369819,169.30475054766532,47.04468318726605,125.9922058974492,15,-44.67848714040002,-120.92839039330399,173.03688908471526,412,1.3235672758454864,51.69902912621359,-23.441599989900023,-40.499649816800016,8,4,3.0,4.0,,grid,H4 TP3.0 ST4.0 RSI∞ grid,False,False,235.5,307.5
892,51.12107623318386,1.1488260734932763,189.9998727432678,1.304642157501413,188.6952305857664,51.85431659649812,151.47196243908516,15,-53.489320395800014,-107.75485243012047,203.32627903558327,417,1.38729024116937,54.196642685851316,-20.887199989899994,-30.258000000000013,9,4,3.0,6.0,50.0,grid,H4 TP3.0 ST6.0 RSI50 grid,False,False,171.0,220.0
876,49.885844748858446,1.1517017199059871,191.62721006689551,12.984396179994096,178.6428138869014,41.22288318246612,151.3304791751852,15,-43.85352039580003,-112.40466505562779,192.55336235765128,409,1.3708458480835388,52.567237163814184,-25.91399998989998,-38.5176498168,8,4,3.0,6.0,55.0,grid,H4 TP3.0 ST6.0 RSI55 grid,False,False,170.0,250.0
876,49.885844748858446,1.1520791787231661,192.1040100668955,12.984396179994096,179.11961388690142,41.69968318246613,151.3304791751852,15,-43.85352039580003,-112.40466505562779,193.03016235765128,409,1.3717641353479169,52.567237163814184,-25.91399998989998,-38.5176498168,8,4,3.0,6.0,60.0,grid,H4 TP3.0 ST6.0 RSI60 grid,False,False,167.5,248.5
876,49.885844748858446,1.1520791787231661,192.1040100668955,12.984396179994096,179.11961388690142,41.69968318246613,151.3304791751852,15,-43.85352039580003,-112.40466505562779,193.03016235765128,409,1.3717641353479169,52.567237163814184,-25.91399998989998,-38.5176498168,8,4,3.0,6.0,,grid,H4 TP3.0 ST6.0 RSI∞ grid,False,False,167.5,248.5
887,51.07102593010146,1.166619486333809,209.11302259174596,8.58044199112946,200.53258060061648,55.70381659649813,157.63406244778523,15,-57.63072048540001,-106.73594153312023,213.33787904428337,415,1.4154263725064473,53.975903614457835,-22.175199989899994,-32.98,9,4,3.0,,50.0,grid,H4 TP3.0 ST∞ RSI50 grid,False,False,143.0,191.0
871,49.942594718714126,1.1579497653013122,198.80795991537363,29.96479601362215,168.84316390175147,46.252383182466126,134.6755791838852,16,-38.2903204854,-100.63115415862754,180.92796236635135,406,1.342999266101392,52.21674876847291,-26.021999989899978,-59.17569999579999,8,4,3.0,,55.0,grid,H4 TP3.0 ST∞ RSI55 grid,False,False,162.0,281.0
871,49.942594718714126,1.1583285753254569,199.28475991537363,29.96479601362215,169.31996390175146,46.72918318246614,134.6755791838852,16,-38.2903204854,-100.63115415862754,181.40476236635135,406,1.3439031730925401,52.21674876847291,-26.021999989899978,-59.17569999579999,8,4,3.0,,60.0,grid,H4 TP3.0 ST∞ RSI60 grid,False,False,158.5,278.5
871,49.942594718714126,1.1583285753254569,199.28475991537363,29.96479601362215,169.31996390175146,46.72918318246614,134.6755791838852,16,-38.2903204854,-100.63115415862754,181.40476236635135,406,1.3439031730925401,52.21674876847291,-26.021999989899978,-59.17569999579999,8,4,3.0,,,grid,H4 TP3.0 ST∞ RSI∞ grid,False,False,158.5,278.5
940,42.12765957446808,1.1154005107369809,152.29901437120157,-34.175515339088186,186.47452971028974,95.13302302881885,111.01462995682799,17,-34.52306974630779,-96.69839620763584,206.1476529856468,438,1.374671984560734,47.03196347031963,4.317816643760022,-39.451633329184006,10,4,5.0,2.0,50.0,grid,H4 TP5.0 ST2.0 RSI50 grid,False,False,239.0,212.0
906,39.845474613686534,1.0710734110118654,93.38571440053205,-51.29756537002273,144.68327977055475,94.33953968740188,87.11053001625999,13,-36.02306653317007,-119.30889861988979,181.45006970366185,419,1.3320557996572617,44.39140811455847,-9.37484998743995,-39.784626643600035,8,4,5.0,2.0,55.0,grid,H4 TP5.0 ST2.0 RSI55 grid,False,False,354.0,277.0
904,39.71238938053097,1.064866139302368,85.27919768881404,-47.91423207052271,133.19342975933677,100.87075638318387,63.696130016260014,13,-36.02306653317007,-109.21223202738979,164.5668863994439,417,1.3007400361181167,44.12470023980815,-9.37484998743995,-39.784626643600035,8,4,5.0,2.0,60.0,grid,H4 TP5.0 ST2.0 RSI60 grid,False,False,364.5,336.5
904,39.71238938053097,1.064866139302368,85.27919768881404,-47.91423207052271,133.19342975933677,100.87075638318387,63.696130016260014,13,-36.02306653317007,-109.21223202738979,164.5668863994439,417,1.3007400361181167,44.12470023980815,-9.37484998743995,-39.784626643600035,8,4,5.0,2.0,,grid,H4 TP5.0 ST2.0 RSI∞ grid,False,False,364.5,336.5
874,46.453089244851256,1.1324813127215134,173.4255234775161,-19.68819609523482,193.11371957275094,100.99455973954794,127.80807000478796,14,-45.32307026062205,-123.56282621806217,228.80262974433592,411,1.4231489177889742,51.58150851581509,-5.50548332836007,-32.33789994368003,9,4,5.0,3.0,50.0,grid,H4 TP5.0 ST3.0 RSI50 grid,False,False,200.0,163.0
846,44.56264775413711,1.101733695427508,132.2460985339315,-47.94580435816944,180.19190289210093,99.3217763588479,128.264870065188,13,-45.01727026062207,-133.63950181337586,227.5866464240359,394,1.4326668136085146,50.0,-11.110149959560044,-38.830406643600035,8,4,5.0,3.0,55.0,grid,H4 TP5.0 ST3.0 RSI55 grid,False,False,285.0,165.0
844,44.43127962085308,1.0891036107393155,116.11894854660451,-48.879137682169414,164.9980862287739,104.55722640252093,103.80227006518801,14,-45.01727026062207,-129.53950184437585,208.35949646770894,392,1.3936696956216914,49.744897959183675,-11.110149959560044,-38.830406643600035,8,4,5.0,3.0,60.0,grid,H4 TP5.0 ST3.0 RSI60 grid,False,False,326.5,201.5
844,44.43127962085308,1.0891036107393155,116.11894854660451,-48.879137682169414,164.9980862287739,104.55722640252093,103.80227006518801,14,-45.01727026062207,-129.53950184437585,208.35949646770894,392,1.3936696956216914,49.744897959183675,-11.110149959560044,-38.830406643600035,8,4,5.0,3.0,,grid,H4 TP5.0 ST3.0 RSI∞ grid,False,False,326.5,201.5
855,47.485380116959064,1.0948049606055845,124.07263930884481,-42.2778370882092,166.350476397054,85.99128323403993,98.65904326516403,14,-56.51328704420005,-145.3900146372001,184.65032649920397,403,1.3340270576529634,51.86104218362283,-12.880850027740012,-40.75799993024002,8,4,5.0,4.0,50.0,grid,H4 TP5.0 ST4.0 RSI50 grid,False,False,300.0,269.0
824,45.50970873786408,1.0698581543418026,89.45753953811014,-63.74653696699382,153.20407650510398,72.74856664203986,110.46119332556405,12,-58.38428704420007,-144.63720915921527,183.2097599676039,384,1.3453899424961249,50.0,-15.04991661646008,-45.17461648840004,7,4,5.0,4.0,55.0,grid,H4 TP5.0 ST4.0 RSI55 grid,False,False,357.0,272.0
822,45.25547445255474,1.0490364312858564,63.20195625971016,-64.6798702909938,127.881826550704,79.10131667773987,92.44069332556408,11,-58.38428704420007,-157.9050424733153,171.54201000330397,382,1.323621586465432,50.0,-15.582166580760065,-45.17461648840004,7,4,5.0,4.0,60.0,grid,H4 TP5.0 ST4.0 RSI60 grid,False,False,413.5,320.5
822,45.25547445255474,1.0490364312858564,63.20195625971016,-64.6798702909938,127.881826550704,79.10131667773987,92.44069332556408,11,-58.38428704420007,-157.9050424733153,171.54201000330397,382,1.323621586465432,50.0,-15.582166580760065,-45.17461648840004,7,4,5.0,4.0,,grid,H4 TP5.0 ST4.0 RSI∞ grid,False,False,413.5,320.5
846,48.3451536643026,1.1170279101012583,150.7262569598852,-28.892576095964863,179.61883305585013,79.8353498274,122.25031654390008,15,-65.47168704420005,-132.44782839636244,202.08566637130008,399,1.3800771052455645,52.38095238095239,-6.065250058300034,-40.190799935999976,8,4,5.0,6.0,50.0,grid,H4 TP5.0 ST6.0 RSI50 grid,False,False,241.0,225.0
815,46.25766871165644,1.0963071530511317,121.03125717915069,-47.47057597474945,168.5018331539001,66.52009990739992,136.15439992230014,14,-62.80168704420006,-164.93620581576312,202.67449982970004,380,1.3987223672219768,50.526315789473685,-17.20858334630005,-42.731816488400014,7,4,5.0,6.0,55.0,grid,H4 TP5.0 ST6.0 RSI55 grid,False,False,306.0,223.0
812,46.05911330049261,1.0788140675841467,99.26767386505065,-48.403909298749426,147.67158316380008,75.07684990739995,118.13389992230013,12,-62.80168704420006,-175.91603912986318,193.21074982970006,378,1.3828211943163833,50.52910052910053,-15.536833346300048,-42.731816488400014,7,4,5.0,6.0,60.0,grid,H4 TP5.0 ST6.0 RSI60 grid,False,False,344.5,245.5
812,46.05911330049261,1.0788140675841467,99.26767386505065,-48.403909298749426,147.67158316380008,75.07684990739995,118.13389992230013,12,-62.80168704420006,-175.91603912986318,193.21074982970006,378,1.3828211943163833,50.52910052910053,-15.536833346300048,-42.731816488400014,7,4,5.0,6.0,,grid,H4 TP5.0 ST6.0 RSI∞ grid,False,False,344.5,245.5
841,48.275862068965516,1.1420663128018296,178.7926735244634,-12.663509546236815,191.4561830707002,83.6848498274,128.41241655260012,15,-75.12848704420003,-125.06496141930009,212.09726638000012,397,1.4076920557338752,52.141057934508815,-7.353250058300035,-41.919999935999975,8,4,5.0,,50.0,grid,H4 TP5.0 ST∞ RSI50 grid,False,False,190.0,195.0
811,46.362515413070284,1.128486039250227,157.6376737437288,-20.50150942502139,178.13918316875018,70.36959990739993,140.11649993100016,13,-61.71848704420003,-135.42272260148508,210.48609983840012,378,1.4217716823811881,50.264550264550266,-18.49658334630005,-42.83981648840001,7,4,5.0,,55.0,grid,H4 TP5.0 ST∞ RSI55 grid,False,False,231.0,199.0
808,46.163366336633665,1.1112585141164144,137.1507570531288,-17.118176125521366,154.2689331786502,78.92634990739995,122.09599993100018,14,-61.71848704420003,-145.12588929208502,201.02234983840012,376,1.4057412189824097,50.26595744680851,-16.824833346300043,-42.83981648840001,7,4,5.0,,60.0,grid,H4 TP5.0 ST∞ RSI60 grid,False,False,275.5,226.5
808,46.163366336633665,1.1112585141164144,137.1507570531288,-17.118176125521366,154.2689331786502,78.92634990739995,122.09599993100018,14,-61.71848704420003,-145.12588929208502,201.02234983840012,376,1.4057412189824097,50.26595744680851,-16.824833346300043,-42.83981648840001,7,4,5.0,,,grid,H4 TP5.0 ST∞ RSI∞ grid,False,False,275.5,226.5
933,42.336548767416936,1.1293041698724253,168.84608117371286,-19.710298467868817,188.55637964158166,95.75337300289885,111.42962989897991,17,-32.319102844638344,-92.23102928846637,207.18300290187878,435,1.380475426392433,47.12643678160919,5.70407331689994,-35.56433335815203,10,4,7.0,2.0,50.0,grid,H4 TP7.0 ST2.0 RSI50 grid,False,False,206.0,206.0
896,39.732142857142854,1.1008627378418054,132.54848457143638,-21.694565185678332,154.24304975711468,96.67328966148186,94.14594998737994,16,-31.467566533170057,-99.52304170821327,190.8192396488618,415,1.3437605289918566,44.096385542168676,-0.4395266431000564,-39.78462664360003,9,4,7.0,2.0,55.0,grid,H4 TP7.0 ST2.0 RSI55 grid,False,False,284.0,253.0
891,39.73063973063973,1.1092432724900956,142.88875117642147,-14.767731899248274,157.65648307566974,111.6287563572639,77.16029998737996,18,-31.467566533170057,-89.13259179901024,188.78905634464385,411,1.3430762725337542,44.038929440389296,1.375199983680072,-39.784626643600035,10,4,7.0,2.0,60.0,grid,H4 TP7.0 ST2.0 RSI60 grid,False,False,263.5,257.5
891,39.73063973063973,1.1092432724900956,142.88875117642147,-14.767731899248274,157.65648307566974,111.6287563572639,77.16029998737996,18,-31.467566533170057,-89.13259179901024,188.78905634464385,411,1.3430762725337542,44.038929440389296,1.375199983680072,-39.784626643600035,10,4,7.0,2.0,,grid,H4 TP7.0 ST2.0 RSI∞ grid,False,False,263.5,257.5
869,46.95051783659379,1.1701348623821277,219.7333789151033,7.043542719734067,212.68983619536925,122.26867634062798,128.6495699264679,15,-45.14307026062205,-120.65982620056215,250.9182462670959,409,1.4713122356792372,52.07823960880196,5.769566628319958,-32.337899943680036,10,4,7.0,3.0,50.0,grid,H4 TP7.0 ST3.0 RSI50 grid,False,False,131.0,112.0
836,44.61722488038278,1.1367755830131159,177.64495732144377,-16.82513224757555,194.47008956901928,122.04829295992793,122.28414001486794,14,-43.82227026062207,-114.00386839174253,244.3324329747959,389,1.459037985517805,50.128534704370175,-0.395100002880019,-38.830406643600035,9,4,7.0,3.0,55.0,grid,H4 TP7.0 ST3.0 RSI55 grid,False,False,191.0,123.0
832,44.59134615384615,1.1441249345668225,186.9714571788898,-0.3552990565755201,187.32675623546535,131.89699300360095,101.20849001486793,16,-43.82227026062207,-113.28394860262777,233.10548301846887,386,1.4380842737979367,50.0,-0.395100002880019,-38.83040664360003,9,4,7.0,3.0,60.0,grid,H4 TP7.0 ST3.0 RSI60 grid,False,False,176.5,150.5
832,44.59134615384615,1.1441249345668225,186.9714571788898,-0.3552990565755201,187.32675623546535,131.89699300360095,101.20849001486793,16,-43.82227026062207,-113.28394860262777,233.10548301846887,386,1.4380842737979367,50.0,-0.395100002880019,-38.83040664360003,9,4,7.0,3.0,,grid,H4 TP7.0 ST3.0 RSI∞ grid,False,False,176.5,150.5
850,47.88235294117647,1.1292737621038684,167.42441146689194,-16.183348248840385,183.60775971573233,102.83839983511996,102.31070989796393,16,-56.51328704420005,-133.0320146197001,205.14910973308392,401,1.3742136644299485,52.36907730673317,-5.351133366940012,-40.840499930240014,9,4,7.0,4.0,50.0,grid,H4 TP7.0 ST4.0 RSI50 grid,False,False,207.0,213.0
815,45.39877300613497,1.0944371509741813,121.5893817538573,-34.11061481482498,155.6999965686823,90.9496832431199,106.14942998636397,11,-57.99928704420007,-137.12515904486702,197.0991132294839,380,1.3643766416861034,50.26315789473684,-8.581799998140001,-42.38741648840006,7,4,7.0,4.0,55.0,grid,H4 TP7.0 ST4.0 RSI55 grid,False,False,305.0,236.0
811,45.37607891491985,1.101260872435735,130.1405149403304,-18.007448286824946,148.14796322715537,101.91568327881994,84.653779986364,11,-57.99928704420007,-120.52680363694073,186.56946326518394,377,1.3455275615043238,50.132625994694955,-8.581799998140001,-42.38741648840006,7,4,7.0,4.0,60.0,grid,H4 TP7.0 ST4.0 RSI60 grid,False,False,289.5,263.5
811,45.37607891491985,1.101260872435735,130.1405149403304,-18.007448286824946,148.14796322715537,101.91568327881994,84.653779986364,11,-57.99928704420007,-120.52680363694073,186.56946326518394,377,1.3455275615043238,50.132625994694955,-8.581799998140001,-42.38741648840006,7,4,7.0,4.0,,grid,H4 TP7.0 ST4.0 RSI∞ grid,False,False,289.5,263.5
842,48.574821852731596,1.149717481504687,191.63477007116543,-1.6543463033629815,193.28911637452842,96.68246642848001,122.71398317669998,17,-65.47168704420005,-124.15172837886252,219.39644960518,397,1.4162253024996483,52.896725440806044,0.4436665686999855,-40.27329993599998,10,4,7.0,6.0,50.0,grid,H4 TP7.0 ST6.0 RSI50 grid,False,False,169.0,179.0
807,45.9727385377943,1.116671274410365,148.42024034813087,-16.275912869347536,164.6961532174784,84.72121650847997,122.74543658309997,13,-62.80168704420006,-159.30088901421487,207.46665309157996,377,1.3954026559830426,50.663129973474796,-9.339666719300029,-39.94461648840003,7,4,7.0,6.0,55.0,grid,H4 TP7.0 ST6.0 RSI55 grid,False,False,247.0,204.0
803,45.952677459526775,1.124638171511304,157.8633734989039,-0.1727463413475023,158.03611984025147,95.87921650847997,101.9497865831,13,-62.80168704420006,-140.21510586344183,197.82900309157998,374,1.3800770031970293,50.534759358288774,-7.764666719300029,-39.94461648840003,7,4,7.0,6.0,60.0,grid,H4 TP7.0 ST6.0 RSI60 grid,False,False,227.5,230.5
803,45.952677459526775,1.124638171511304,157.8633734989039,-0.1727463413475023,158.03611984025147,95.87921650847997,101.9497865831,13,-62.80168704420006,-140.21510586344183,197.82900309157998,374,1.3800770031970293,50.534759358288774,-7.764666719300029,-39.94461648840003,7,4,7.0,6.0,,grid,H4 TP7.0 ST6.0 RSI∞ grid,False,False,227.5,230.5
837,48.62604540023895,1.1873693026274785,233.6341866357436,28.50772024636508,205.12646638937852,100.53196642848002,128.87608318540003,17,-75.12848704420003,-116.27696140180007,229.40804961388008,395,1.444889084201002,52.65822784810127,-0.8443334313000145,-42.00249993599998,9,4,7.0,,50.0,grid,H4 TP7.0 ST∞ RSI50 grid,False,False,115.0,160.0
803,46.326276463262765,1.161909888043418,201.10365691270903,24.626153680380536,176.4775032323285,88.57071650847998,131.89153659180008,15,-61.71848704420003,-118.89440579993678,220.46225310028004,375,1.4274134820529203,50.66666666666667,-10.627666719300027,-40.05261648840003,8,4,7.0,,55.0,grid,H4 TP7.0 ST∞ RSI55 grid,False,False,156.0,174.0
799,46.30788485607009,1.1745248996086366,215.80379001091217,45.9863201558106,169.81746985510154,99.72871650847999,111.09588659180007,16,-61.71848704420003,-105.1069496704016,210.82460310028006,372,1.4120842638154358,50.53763440860215,-9.05266671930003,-40.05261648840003,8,4,7.0,,60.0,grid,H4 TP7.0 ST∞ RSI60 grid,False,False,137.5,197.5
799,46.30788485607009,1.1745248996086366,215.80379001091217,45.9863201558106,169.81746985510154,99.72871650847999,111.09588659180007,16,-61.71848704420003,-105.1069496704016,210.82460310028006,372,1.4120842638154358,50.53763440860215,-9.05266671930003,-40.05261648840003,8,4,7.0,,,grid,H4 TP7.0 ST∞ RSI∞ grid,False,False,137.5,197.5
932,42.27467811158798,1.1433245889081238,187.1540198343658,-14.208209786915823,201.36222962128167,99.37467299849887,119.02417989897987,17,-31.551747488085383,-94.35167393191345,218.39885289747875,434,1.4010724601725184,47.004608294930875,5.70407331689994,-35.56433335815203,10,4,10.0,2.0,50.0,grid,H4 TP10.0 ST2.0 RSI50 grid,False,False,175.0,181.0
894,39.48545861297539,1.1170039162349055,153.78961994856428,-14.266759788250353,168.0563797368147,96.99618965708186,107.01437998737991,15,-32.43556653317006,-95.07798631173536,204.01056964446175,414,1.3675246870806221,43.96135265700483,-0.5879266431000578,-39.784626643600035,9,4,10.0,2.0,55.0,grid,H4 TP10.0 ST2.0 RSI55 grid,False,False,233.0,217.0
890,39.325842696629216,1.1107004396740394,145.81041995282632,-18.72475975517034,164.53517970799663,104.36165635286386,91.0193799873799,17,-32.43556653317006,-90.55631969733533,195.38103634024375,411,1.3523661141002925,43.79562043795621,3.0225400526819315,-39.78462664360003,10,4,10.0,2.0,60.0,grid,H4 TP10.0 ST2.0 RSI60 grid,False,False,251.0,238.0
890,39.325842696629216,1.1100627049404292,144.97041995282632,-18.72475975517034,163.69517970799663,104.36165635286386,90.1793799873799,17,-32.43556653317006,-90.55631969733533,194.54103634024378,411,1.3508511895129913,43.79562043795621,3.0225400526819315,-39.78462664360003,10,4,10.0,2.0,,grid,H4 TP10.0 ST2.0 RSI∞ grid,False,False,255.0,241.0
867,46.943483275663205,1.1883181191806396,242.4769622192033,16.687176044134098,225.78978617506922,125.52397633622796,136.90421992646787,16,-45.14307026062205,-121.14782620056215,262.42819626269585,407,1.496600045720591,52.08845208845209,8.629766628319919,-32.337899943680036,10,4,10.0,3.0,50.0,grid,H4 TP10.0 ST3.0 RSI50 grid,False,False,102.0,82.0
834,44.48441247002398,1.1567941802042792,203.0678539585187,-5.878265590200521,208.94611954871922,122.00519295552795,136.4776700148679,15,-46.61227026062207,-113.73302619916221,258.48286297039584,387,1.4892374872341734,50.129198966408275,3.3430999971199387,-38.83040664360003,10,4,10.0,3.0,55.0,grid,H4 TP10.0 ST3.0 RSI55 grid,False,False,151.0,90.0
